tag	event	mode	stmfit	wall_s	node_core_s	vmhwm_gb	peak_gb	hwm_gap	nclus	nstm	nstm1	nfit	nseg	sum_npts	max_npts	load_gb	steiner_gb	stm_gb	ms_load	ms_scope	ms_flag	ms_unmerge	ms_steiner	ms_fv	ms_tgm	ms_stm	ms_fc	ms_protect	ms_refresh	ms_michel	ms_nu	ms_w_pr	ms_w_disp	ms_w_stm	ms_done	d_load	d_scope	d_flag	d_unmerge	d_steiner	d_fv	d_tgm	d_stm	d_fc	d_protect	d_refresh	d_michel	d_nu	d_w_pr	d_w_disp	d_w_stm	d_done
d30vpre	039349_16	stm	1	20	12.961	0.79	1.0828304290771484	0.2928304290771484	234	38	2	12	12	3239	840	0.2731513977050781	0.23875045776367188	0.21436691284179688	346.2	69.7	53.8	5.2	7777.7	0.2	1349.4	2135.8	64.1	2.3	39.1	0.0	0.0	0.0	0.2	260.6	516.0	0.273	0.000	0.000	0.000	0.239	0.000	0.000	0.214	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.153	0.061
d30vpre	039349_17	stm	1	11	5.193	0.49	0.6998176574707031	0.20981765747070313	190	38	3	9	9	2007	424	0.11388778686523438	0.1199493408203125	0.10821533203125	166.1	39.6	30.4	3.5	2836.2	0.2	282.7	1110.0	35.5	12.1	32.1	0.0	0.0	0.0	0.2	202.2	289.3	0.114	0.002	0.000	0.000	0.120	0.000	0.000	0.108	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.153	0.053
d30vpre	039349_18	stm	1	22	16.795	1.6	1.6033935546875	0.003393554687499911	229	40	11	27	27	7197	617	0.2973747253417969	0.18743133544921875	0.8019943237304688	333.2	72.5	66.3	5.8	6065.3	0.2	472.7	8298.7	72.7	2.2	16.0	0.0	0.0	0.0	0.2	481.9	544.7	0.297	0.000	0.000	0.000	0.187	0.000	0.018	0.802	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.153	0.002
d30vpre	039349_19	stm	1	13	5.871	0.72	0.7667999267578125	0.04679992675781253	197	25	3	10	10	2368	731	0.13907623291015625	0.12394332885742188	0.14265060424804688	188.3	43.3	32.4	3.4	3212.4	0.2	326.1	1331.6	37.7	7.4	32.0	0.0	0.0	0.0	0.2	199.8	300.4	0.139	0.004	0.000	0.000	0.124	0.000	0.005	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.153	0.051
d30vpre	039349_1	stm	1	9	3.1	0.29	0.5827217102050781	0.29272171020507814	150	30	2	8	8	1938	488	0.0667877197265625	0.07308578491210938	0.08266448974609375	106.7	26.4	20.9	1.9	1590.8	0.2	117.2	734.4	24.2	1.3	8.3	0.0	0.0	0.0	0.1	184.8	195.1	0.067	0.001	0.000	0.000	0.073	0.000	0.004	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.165	0.041
d30vpre	039349_20	stm	1	14	7.157	0.55	0.8476028442382812	0.2976028442382812	214	40	7	13	13	4102	612	0.1501007080078125	0.11580657958984375	0.2523345947265625	196.6	43.8	34.4	3.3	3229.8	0.2	287.0	2542.3	42.6	17.9	10.3	0.0	0.0	0.0	0.1	250.5	312.1	0.150	0.004	0.000	0.000	0.116	0.000	0.013	0.252	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.153	0.015
d30vpre	039349_21	stm	1	23	13.297	1.2	1.2165641784667969	0.01656417846679692	225	26	3	18	18	4749	668	0.23946762084960938	0.19441604614257812	0.4841728210449219	286.7	61.5	50.7	4.6	5979.0	0.2	643.9	5096.3	59.3	2.6	16.1	0.0	0.0	0.0	0.2	368.2	465.1	0.239	0.001	0.000	0.000	0.194	0.000	0.001	0.484	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.153	0.001
d30vpre	039349_22	stm	1	23	15.605	1.36	1.3801193237304688	0.020119323730468652	268	39	8	18	18	6639	735	0.2908287048339844	0.1988983154296875	0.5875892639160156	328.3	73.4	58.8	5.2	6343.6	0.2	529.9	6839.0	70.0	23.7	40.3	0.0	0.0	0.0	0.2	390.1	539.3	0.291	0.001	0.000	0.000	0.199	0.000	0.005	0.588	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.153	0.002
d30vpre	039349_23	stm	1	20	12.073	0.82	1.1156082153320312	0.2956082153320313	246	29	3	17	17	4347	534	0.26927947998046875	0.200775146484375	0.34061431884765625	322.6	73.0	55.1	5.0	6443.8	0.2	627.6	3302.8	63.9	1.4	19.9	0.0	0.0	0.0	0.1	303.6	505.8	0.269	0.000	0.000	0.000	0.201	0.000	0.005	0.341	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.153	0.004
d30vpre	039349_24	stm	1	14	8.437	0.63	0.9406890869140625	0.3106890869140625	234	44	6	17	17	4884	750	0.17420196533203125	0.15712356567382812	0.30950164794921875	225.6	47.3	37.4	3.9	3575.6	0.2	327.6	3321.4	44.4	3.2	11.3	0.0	0.0	0.0	0.2	284.3	354.7	0.174	0.003	0.000	0.000	0.157	0.000	0.001	0.310	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.154	0.000
