sample	evt	verdict	pair_key	recv_shower_id	recv_sh_pdg	recv_seg_pdg	recv_seg_id	recv_end_x	recv_far_x	recv_len	recv_dqdx_mip	recv_chi2	recv_straight	partner_kind	partner_sh_pdg	partner_seg_pdg	partner_seg_id	partner_end_x	partner_far_x	partner_len	partner_dqdx_mip	partner_chi2	partner_straight	partner_zerofrac	gap_cm	a_gap_deg	a_tan_deg	waived	same_clus
mcp1k	57661	receiver_type	25016-26018	2	11	11	25016	-4.92	-4.30	19.4	0.805	4.54	0.903	shower	11	11	26018	-3.76	-3.92	8.4	0.714	6.97	0.948	0.067	257.7	76.3	172.5	0	0
mcp1k	57661	receiver_type	23014-25017	2	11	11	25017	-4.92	-0.66	11.2	0.554	4.13	0.852	shower	11	11	23014	-4.70	-4.61	7.9	0.733	2.78	0.983	0.357	8.3	87.8	144.4	0	0
mcp1k	57661	receiver_type	23014-25017	2	11	11	25017	-4.92	-0.66	11.2	0.554	4.13	0.852	shower	11	11	23014	-4.61	-4.70	7.9	0.733	2.78	0.983	0.357	13.4	116.7	34.8	0	0
mcp1k	57661	receiver_type	25017-26018	2	11	11	25017	-4.92	-0.66	11.2	0.554	4.13	0.852	shower	11	11	26018	-3.92	-3.76	8.4	0.714	6.97	0.948	0.067	256.9	60.9	38.0	0	0
mcp1k	57661	receiver_type	25017-26018	2	11	11	25017	-4.92	-0.66	11.2	0.554	4.13	0.852	shower	11	11	26018	-3.76	-3.92	8.4	0.714	6.97	0.948	0.067	257.7	59.4	142.9	0	0
mcp1k	57661	receiver_type	23014-25017	2	11	11	25017	-0.66	-4.92	11.2	0.554	4.13	0.852	shower	11	11	23014	-4.70	-4.61	7.9	0.733	2.78	0.983	0.357	12.7	136.5	34.2	0	0
mcp1k	57661	receiver_type	23014-25017	2	11	11	25017	-0.66	-4.92	11.2	0.554	4.13	0.852	shower	11	11	23014	-4.61	-4.70	7.9	0.733	2.78	0.983	0.357	12.2	102.9	146.6	0	0
mcp1k	57661	receiver_type	25017-26018	2	11	11	25017	-0.66	-4.92	11.2	0.554	4.13	0.852	shower	11	11	26018	-3.92	-3.76	8.4	0.714	6.97	0.948	0.067	261.3	115.9	143.6	0	0
mcp1k	57661	receiver_type	25017-26018	2	11	11	25017	-0.66	-4.92	11.2	0.554	4.13	0.852	shower	11	11	26018	-3.76	-3.92	8.4	0.714	6.97	0.948	0.067	262.4	117.4	35.8	0	0
mcp1k	57661	receiver_type	23014-26018	4	11	11	26018	-3.92	-3.76	8.4	0.714	6.97	0.948	shower	11	11	23014	-4.70	-4.61	7.9	0.733	2.78	0.983	0.357	249.7	84.9	2.5	0	0
mcp1k	57661	receiver_type	23014-26018	4	11	11	26018	-3.92	-3.76	8.4	0.714	6.97	0.948	shower	11	11	23014	-4.61	-4.70	7.9	0.733	2.78	0.983	0.357	250.8	83.2	176.8	0	0
mcp1k	57661	receiver_type	25016-26018	4	11	11	26018	-3.92	-3.76	8.4	0.714	6.97	0.948	shower	11	11	25016	-4.30	-4.92	19.4	0.805	4.54	0.903	0.000	261.2	82.2	169.8	0	0
mcp1k	57661	receiver_type	25016-26018	4	11	11	26018	-3.92	-3.76	8.4	0.714	6.97	0.948	shower	11	11	25016	-4.92	-4.30	19.4	0.805	4.54	0.903	0.000	256.9	85.9	8.7	0	0
mcp1k	57661	receiver_type	25017-26018	4	11	11	26018	-3.92	-3.76	8.4	0.714	6.97	0.948	shower	11	11	25017	-4.92	-0.66	11.2	0.554	4.13	0.852	0.500	256.9	85.9	38.0	0	0
mcp1k	57661	receiver_type	25017-26018	4	11	11	26018	-3.92	-3.76	8.4	0.714	6.97	0.948	shower	11	11	25017	-0.66	-4.92	11.2	0.554	4.13	0.852	0.500	261.3	84.3	143.6	0	0
mcp1k	57661	receiver_type	23014-26018	4	11	11	26018	-3.76	-3.92	8.4	0.714	6.97	0.948	shower	11	11	23014	-4.70	-4.61	7.9	0.733	2.78	0.983	0.357	250.6	98.6	178.3	0	0
mcp1k	57661	receiver_type	23014-26018	4	11	11	26018	-3.76	-3.92	8.4	0.714	6.97	0.948	shower	11	11	23014	-4.61	-4.70	7.9	0.733	2.78	0.983	0.357	252.0	100.4	2.5	0	0
mcp1k	57661	receiver_type	25016-26018	4	11	11	26018	-3.76	-3.92	8.4	0.714	6.97	0.948	shower	11	11	25016	-4.30	-4.92	19.4	0.805	4.54	0.903	0.000	262.6	101.3	8.7	0	0
mcp1k	57661	receiver_type	25016-26018	4	11	11	26018	-3.76	-3.92	8.4	0.714	6.97	0.948	shower	11	11	25016	-4.92	-4.30	19.4	0.805	4.54	0.903	0.000	257.7	97.6	172.5	0	0
mcp1k	57661	receiver_type	25017-26018	4	11	11	26018	-3.76	-3.92	8.4	0.714	6.97	0.948	shower	11	11	25017	-4.92	-0.66	11.2	0.554	4.13	0.852	0.500	257.7	97.6	142.9	0	0
mcp1k	57661	receiver_type	25017-26018	4	11	11	26018	-3.76	-3.92	8.4	0.714	6.97	0.948	shower	11	11	25017	-0.66	-4.92	11.2	0.554	4.13	0.852	0.500	262.4	99.2	35.8	0	0
mcp2k	168448	receiver_type	23002-64010	0	11	11	64010	-4.24	-15.31	15.5	1.238	1.64	0.957	bare	-1	13	23002	3.44	61.22	75.1	1.370	1.00	0.983	0.000	11.2	10.5	8.4	0	0
mcp2k	171729	receiver_type	24023-9013	2	11	11	9013	-2.85	-3.27	5.4	0.552	3.97	0.560	shower	11	11	24023	-4.80	-5.44	11.8	0.367	3.65	0.846	0.190	47.0	128.0	59.8	0	0
mcp2k	171729	receiver_type	24023-9013	2	11	11	9013	-2.85	-3.27	5.4	0.552	3.97	0.560	shower	11	11	24023	-5.44	-4.80	11.8	0.367	3.65	0.846	0.190	37.2	129.2	125.9	0	0
mcp2k	171729	receiver_type	24024-9013	2	11	11	9013	-2.85	-3.27	5.4	0.552	3.97	0.560	shower	11	11	24024	-4.80	-6.51	10.7	1.284	3.87	0.877	0.000	47.0	128.0	82.0	0	0
mcp2k	171729	receiver_type	24023-9013	2	11	11	9013	-3.27	-2.85	5.4	0.552	3.97	0.560	shower	11	11	24023	-4.80	-5.44	11.8	0.367	3.65	0.846	0.190	44.2	17.7	156.2	0	0
mcp2k	171729	receiver_type	24023-9013	2	11	11	9013	-3.27	-2.85	5.4	0.552	3.97	0.560	shower	11	11	24023	-5.44	-4.80	11.8	0.367	3.65	0.846	0.190	34.3	16.8	20.7	0	0
mcp2k	171729	receiver_type	24024-9013	2	11	11	9013	-3.27	-2.85	5.4	0.552	3.97	0.560	shower	11	11	24024	-4.80	-6.51	10.7	1.284	3.87	0.877	0.000	44.2	17.7	147.8	0	0
mcp2k	171729	receiver_type	24023-9013	3	11	11	24023	-4.80	-5.44	11.8	0.367	3.65	0.846	shower	11	11	9013	-2.85	-3.27	5.4	0.552	3.97	0.560	0.000	47.0	168.1	59.8	0	0
mcp2k	171729	receiver_type	24023-9013	3	11	11	24023	-4.80	-5.44	11.8	0.367	3.65	0.846	shower	11	11	9013	-3.27	-2.85	5.4	0.552	3.97	0.560	0.000	44.2	169.3	156.2	0	0
mcp2k	171729	receiver_type	24023-9032	3	11	11	24023	-4.80	-5.44	11.8	0.367	3.65	0.846	shower	11	11	9032	-3.27	-9.00	16.0	1.483	4.10	0.813	0.000	44.2	169.3	43.8	0	0
mcp2k	171729	receiver_type	24023-9013	3	11	11	24023	-5.44	-4.80	11.8	0.367	3.65	0.846	shower	11	11	9013	-2.85	-3.27	5.4	0.552	3.97	0.560	0.000	37.2	7.1	125.9	0	0
mcp2k	171729	receiver_type	24023-9013	3	11	11	24023	-5.44	-4.80	11.8	0.367	3.65	0.846	shower	11	11	9013	-3.27	-2.85	5.4	0.552	3.97	0.560	0.000	34.3	5.9	20.7	0	0
mcp2k	171729	receiver_type	24023-9032	3	11	11	24023	-5.44	-4.80	11.8	0.367	3.65	0.846	shower	11	11	9032	-3.27	-9.00	16.0	1.483	4.10	0.813	0.000	34.3	5.9	143.0	0	0
mcp2k	171729	receiver_type	24024-9013	3	11	11	24024	-4.80	-6.51	10.7	1.284	3.87	0.877	shower	11	11	9013	-2.85	-3.27	5.4	0.552	3.97	0.560	0.000	47.0	147.9	82.0	0	0
mcp2k	171729	receiver_type	24024-9013	3	11	11	24024	-4.80	-6.51	10.7	1.284	3.87	0.877	shower	11	11	9013	-3.27	-2.85	5.4	0.552	3.97	0.560	0.000	44.2	149.3	147.8	0	0
mcp2k	171729	receiver_type	24024-9032	3	11	11	24024	-4.80	-6.51	10.7	1.284	3.87	0.877	shower	11	11	9032	-3.27	-9.00	16.0	1.483	4.10	0.813	0.000	44.2	149.3	59.9	0	0
mcp2k	171729	receiver_type	24023-9032	2	11	11	9032	-3.27	-9.00	16.0	1.483	4.10	0.813	shower	11	11	24023	-4.80	-5.44	11.8	0.367	3.65	0.846	0.190	44.2	146.8	43.8	0	0
mcp2k	171729	receiver_type	24023-9032	2	11	11	9032	-3.27	-9.00	16.0	1.483	4.10	0.813	shower	11	11	24023	-5.44	-4.80	11.8	0.367	3.65	0.846	0.190	34.3	148.9	143.0	0	0
mcp2k	171729	receiver_type	24024-9032	2	11	11	9032	-3.27	-9.00	16.0	1.483	4.10	0.813	shower	11	11	24024	-4.80	-6.51	10.7	1.284	3.87	0.877	0.000	44.2	146.8	59.9	0	0
mcp2k	173450	receiver_type	13001-13002	0	11	11	13001	-3.99	2.13	11.5	1.325	3.81	0.867	bare	-1	13	13002	2.13	83.80	280.8	1.210	1.59	0.959	0.000	10.0	169.1	146.5	0	1
mcp2k	173450	receiver_type	13001-13002	0	11	11	13001	2.13	-3.99	11.5	1.325	3.81	0.867	bare	-1	13	13002	2.13	83.80	280.8	1.210	1.59	0.959	0.000	0.0	181.0	26.9	0	1
mcp2k	173495	receiver_type	22001-99016	1	11	11	99016	2.48	7.33	8.5	1.482	1.30	0.993	bare	-1	13	22001	-1.12	-14.98	28.3	1.672	1.05	0.988	0.000	6.8	86.5	5.1	0	0
mcp2k	174164	receiver_type	16022-37035	0	11	11	16022	4.79	12.52	10.5	1.789	3.25	0.906	shower	11	11	37035	2.57	2.89	5.9	1.013	3.26	0.799	0.455	29.6	108.0	123.8	0	0
mcp2k	174164	receiver_type	16022-37035	0	11	11	16022	4.79	12.52	10.5	1.789	3.25	0.906	shower	11	11	37035	2.89	2.57	5.9	1.013	3.26	0.799	0.455	31.2	113.5	35.7	0	0
mcp2k	174164	receiver_type	16022-37043	0	11	11	16022	4.79	12.52	10.5	1.789	3.25	0.906	shower	11	11	37043	5.33	2.48	7.8	0.504	2.78	0.701	0.000	33.8	112.3	50.7	0	0
mcp2k	174164	receiver_type	16022-37043	0	11	11	16022	4.79	12.52	10.5	1.789	3.25	0.906	shower	11	11	37043	2.48	5.33	7.8	0.504	2.78	0.701	0.000	29.9	110.7	96.1	0	0
mcp2k	174164	receiver_type	16022-37035	3	11	11	37035	2.57	2.89	5.9	1.013	3.26	0.799	shower	11	11	16022	4.79	12.52	10.5	1.789	3.25	0.906	0.000	29.6	80.3	123.8	0	0
mcp2k	174164	receiver_type	16022-37035	3	11	11	37035	2.89	2.57	5.9	1.013	3.26	0.799	shower	11	11	16022	4.79	12.52	10.5	1.789	3.25	0.906	0.000	31.2	118.5	35.7	0	0
mcp2k	174164	receiver_type	16022-37043	3	11	11	37043	5.33	2.48	7.8	0.504	2.78	0.701	shower	11	11	16022	4.79	12.52	10.5	1.789	3.25	0.906	0.000	33.8	127.2	50.7	0	0
mcp2k	174164	receiver_type	16022-37043	3	11	11	37043	2.48	5.33	7.8	0.504	2.78	0.701	shower	11	11	16022	4.79	12.52	10.5	1.789	3.25	0.906	0.000	29.9	40.6	96.1	0	0
mcp2k	179369	receiver_type	17001-17002	3	11	11	17002	4.93	0.57	10.5	1.564	1.40	0.961	bare	-1	13	17001	4.93	201.38	452.2	1.172	1.44	0.972	0.001	0.0	181.0	16.3	0	1
mcp2k	179369	receiver_type	17002-24006	3	11	11	17002	4.93	0.57	10.5	1.564	1.40	0.961	shower	11	11	24006	1.50	6.28	27.2	1.357	3.57	0.883	0.000	146.2	61.8	109.3	0	0
mcp2k	179369	receiver_type	104038-17002	3	11	11	17002	4.93	0.57	10.5	1.564	1.40	0.961	shower	11	13	104038	5.48	7.40	5.2	1.249	3.70	0.951	0.000	106.2	54.2	92.5	0	0
mcp2k	179369	receiver_type	110046-17002	3	11	11	17002	4.93	0.57	10.5	1.564	1.40	0.961	shower	11	11	110046	3.51	2.20	5.7	1.077	4.76	0.895	0.000	105.8	65.6	106.7	0	0
mcp2k	179369	receiver_type	110046-17002	3	11	11	17002	4.93	0.57	10.5	1.564	1.40	0.961	shower	11	11	110046	2.20	3.51	5.7	1.077	4.76	0.895	0.000	109.2	67.5	60.6	0	0
mcp2k	179369	receiver_type	111047-17002	3	11	11	17002	4.93	0.57	10.5	1.564	1.40	0.961	shower	11	11	111047	2.64	3.74	7.6	1.759	3.49	0.941	0.000	106.7	63.1	35.6	0	0
mcp2k	179369	receiver_type	111047-17002	3	11	11	17002	4.93	0.57	10.5	1.564	1.40	0.961	shower	11	11	111047	3.74	2.64	7.6	1.759	3.49	0.941	0.000	113.3	61.6	136.6	0	0
mcp2k	179369	receiver_type	17001-17002	3	11	11	17002	0.57	4.93	10.5	1.564	1.40	0.961	bare	-1	13	17001	4.93	201.38	452.2	1.172	1.44	0.972	0.001	10.1	174.5	174.7	0	1
mcp2k	179369	receiver_type	17002-24006	3	11	11	17002	0.57	4.93	10.5	1.564	1.40	0.961	shower	11	11	24006	1.50	6.28	27.2	1.357	3.57	0.883	0.000	151.2	121.0	70.8	0	0
mcp2k	179369	receiver_type	104038-17002	3	11	11	17002	0.57	4.93	10.5	1.564	1.40	0.961	shower	11	13	104038	5.48	7.40	5.2	1.249	3.70	0.951	0.000	112.4	128.8	95.1	0	0
mcp2k	179369	receiver_type	110046-17002	3	11	11	17002	0.57	4.93	10.5	1.564	1.40	0.961	shower	11	11	110046	3.51	2.20	5.7	1.077	4.76	0.895	0.000	110.4	119.2	72.6	0	0
mcp2k	179369	receiver_type	110046-17002	3	11	11	17002	0.57	4.93	10.5	1.564	1.40	0.961	shower	11	11	110046	2.20	3.51	5.7	1.077	4.76	0.895	0.000	113.5	117.2	115.9	0	0
mcp2k	179369	receiver_type	111047-17002	3	11	11	17002	0.57	4.93	10.5	1.564	1.40	0.961	shower	11	11	111047	2.64	3.74	7.6	1.759	3.49	0.941	0.000	111.7	121.1	142.2	0	0
mcp2k	179369	receiver_type	111047-17002	3	11	11	17002	0.57	4.93	10.5	1.564	1.40	0.961	shower	11	11	111047	3.74	2.64	7.6	1.759	3.49	0.941	0.000	118.4	122.2	43.0	0	0
mcp2k	179369	receiver_type	17001-24006	30	11	11	24006	1.50	6.28	27.2	1.357	3.57	0.883	bare	-1	13	17001	4.93	201.38	452.2	1.172	1.44	0.972	0.001	146.2	171.0	68.4	0	0
mcp2k	179369	receiver_type	17002-24006	30	11	11	24006	1.50	6.28	27.2	1.357	3.57	0.883	shower	11	11	17002	4.93	0.57	10.5	1.564	1.40	0.961	0.056	146.2	171.0	109.3	0	0
mcp2k	179369	receiver_type	17002-24006	30	11	11	24006	1.50	6.28	27.2	1.357	3.57	0.883	shower	11	11	17002	0.57	4.93	10.5	1.564	1.40	0.961	0.056	151.2	167.7	70.8	0	0
mcp2k	179369	receiver_type	110046-24006	30	11	11	24006	1.50	6.28	27.2	1.357	3.57	0.883	shower	11	11	110046	3.51	2.20	5.7	1.077	4.76	0.895	0.000	41.5	160.3	36.6	0	0
mcp2k	179369	receiver_type	110046-24006	30	11	11	24006	1.50	6.28	27.2	1.357	3.57	0.883	shower	11	11	110046	2.20	3.51	5.7	1.077	4.76	0.895	0.000	39.4	153.9	129.6	0	0
mcp2k	179369	receiver_type	111047-24006	30	11	11	24006	1.50	6.28	27.2	1.357	3.57	0.883	shower	11	11	111047	2.64	3.74	7.6	1.759	3.49	0.941	0.000	39.6	167.2	35.4	0	0
mcp2k	179369	receiver_type	111047-24006	30	11	11	24006	1.50	6.28	27.2	1.357	3.57	0.883	shower	11	11	111047	3.74	2.64	7.6	1.759	3.49	0.941	0.000	32.9	170.9	152.1	0	0
mcp2k	179369	receiver_type	104038-17001	30	11	13	104038	5.48	7.40	5.2	1.249	3.70	0.951	bare	-1	13	17001	4.93	201.38	452.2	1.172	1.44	0.972	0.001	106.2	55.4	100.1	0	0
mcp2k	179369	receiver_type	104038-17002	30	11	13	104038	5.48	7.40	5.2	1.249	3.70	0.951	shower	11	11	17002	4.93	0.57	10.5	1.564	1.40	0.961	0.056	106.2	55.4	92.5	0	0
mcp2k	179369	receiver_type	104038-17002	30	11	13	104038	5.48	7.40	5.2	1.249	3.70	0.951	shower	11	11	17002	0.57	4.93	10.5	1.564	1.40	0.961	0.056	112.4	57.4	95.1	0	0
mcp2k	179369	receiver_type	104038-110046	30	11	13	104038	5.48	7.40	5.2	1.249	3.70	0.951	shower	11	11	110046	3.51	2.20	5.7	1.077	4.76	0.895	0.000	22.0	125.8	131.8	0	0
mcp2k	179369	receiver_type	104038-110046	30	11	13	104038	5.48	7.40	5.2	1.249	3.70	0.951	shower	11	11	110046	2.20	3.51	5.7	1.077	4.76	0.895	0.000	26.1	129.7	36.8	0	0
mcp2k	179369	receiver_type	104038-111047	30	11	13	104038	5.48	7.40	5.2	1.249	3.70	0.951	shower	11	11	111047	2.64	3.74	7.6	1.759	3.49	0.941	0.000	17.0	126.2	112.1	0	0
mcp2k	179369	receiver_type	104038-111047	30	11	13	104038	5.48	7.40	5.2	1.249	3.70	0.951	shower	11	11	111047	3.74	2.64	7.6	1.759	3.49	0.941	0.000	16.4	144.2	57.3	0	0
mcp2k	179369	receiver_type	110046-17001	4	11	11	110046	3.51	2.20	5.7	1.077	4.76	0.895	bare	-1	13	17001	4.93	201.38	452.2	1.172	1.44	0.972	0.001	105.8	41.9	75.2	0	0
mcp2k	179369	receiver_type	110046-17002	4	11	11	110046	3.51	2.20	5.7	1.077	4.76	0.895	shower	11	11	17002	4.93	0.57	10.5	1.564	1.40	0.961	0.056	105.8	41.9	106.7	0	0
mcp2k	179369	receiver_type	110046-17002	4	11	11	110046	3.51	2.20	5.7	1.077	4.76	0.895	shower	11	11	17002	0.57	4.93	10.5	1.564	1.40	0.961	0.056	110.4	46.7	72.6	0	0
mcp2k	179369	receiver_type	110046-24006	4	11	11	110046	3.51	2.20	5.7	1.077	4.76	0.895	shower	11	11	24006	1.50	6.28	27.2	1.357	3.57	0.883	0.000	41.5	125.7	36.6	0	0
mcp2k	179369	receiver_type	104038-110046	4	11	11	110046	3.51	2.20	5.7	1.077	4.76	0.895	shower	11	13	104038	5.48	7.40	5.2	1.249	3.70	0.951	0.000	22.0	49.9	131.8	0	0
mcp2k	179369	receiver_type	110046-111047	4	11	11	110046	3.51	2.20	5.7	1.077	4.76	0.895	shower	11	11	111047	2.64	3.74	7.6	1.759	3.49	0.941	0.000	5.4	68.4	108.9	0	0
mcp2k	179369	receiver_type	110046-111047	4	11	11	110046	3.51	2.20	5.7	1.077	4.76	0.895	shower	11	11	111047	3.74	2.64	7.6	1.759	3.49	0.941	0.000	11.0	93.7	64.5	0	0
mcp2k	179369	receiver_type	110046-17001	4	11	11	110046	2.20	3.51	5.7	1.077	4.76	0.895	bare	-1	13	17001	4.93	201.38	452.2	1.172	1.44	0.972	0.001	109.2	126.8	111.7	0	0
mcp2k	179369	receiver_type	110046-17002	4	11	11	110046	2.20	3.51	5.7	1.077	4.76	0.895	shower	11	11	17002	4.93	0.57	10.5	1.564	1.40	0.961	0.056	109.2	126.8	60.6	0	0
mcp2k	179369	receiver_type	110046-17002	4	11	11	110046	2.20	3.51	5.7	1.077	4.76	0.895	shower	11	11	17002	0.57	4.93	10.5	1.564	1.40	0.961	0.056	113.5	122.3	115.9	0	0
mcp2k	179369	receiver_type	110046-24006	4	11	11	110046	2.20	3.51	5.7	1.077	4.76	0.895	shower	11	11	24006	1.50	6.28	27.2	1.357	3.57	0.883	0.000	39.4	76.5	129.6	0	0
mcp2k	179369	receiver_type	104038-110046	4	11	11	110046	2.20	3.51	5.7	1.077	4.76	0.895	shower	11	13	104038	5.48	7.40	5.2	1.249	3.70	0.951	0.000	26.1	156.6	36.8	0	0
mcp2k	179369	receiver_type	110046-111047	4	11	11	110046	2.20	3.51	5.7	1.077	4.76	0.895	shower	11	11	111047	2.64	3.74	7.6	1.759	3.49	0.941	0.000	9.2	160.4	85.3	0	0
mcp2k	179369	receiver_type	110046-111047	4	11	11	110046	2.20	3.51	5.7	1.077	4.76	0.895	shower	11	11	111047	3.74	2.64	7.6	1.759	3.49	0.941	0.000	12.5	127.2	103.7	0	0
mcp2k	179369	receiver_type	111047-17001	5	11	11	111047	2.64	3.74	7.6	1.759	3.49	0.941	bare	-1	13	17001	4.93	201.38	452.2	1.172	1.44	0.972	0.001	106.7	27.7	143.0	0	0
mcp2k	179369	receiver_type	111047-17002	5	11	11	111047	2.64	3.74	7.6	1.759	3.49	0.941	shower	11	11	17002	4.93	0.57	10.5	1.564	1.40	0.961	0.056	106.7	27.7	35.6	0	0
mcp2k	179369	receiver_type	111047-17002	5	11	11	111047	2.64	3.74	7.6	1.759	3.49	0.941	shower	11	11	17002	0.57	4.93	10.5	1.564	1.40	0.961	0.056	111.7	23.2	142.2	0	0
mcp2k	179369	receiver_type	111047-24006	5	11	11	111047	2.64	3.74	7.6	1.759	3.49	0.941	shower	11	11	24006	1.50	6.28	27.2	1.357	3.57	0.883	0.000	39.6	157.2	35.4	0	0
mcp2k	179369	receiver_type	104038-111047	5	11	11	111047	2.64	3.74	7.6	1.759	3.49	0.941	shower	11	13	104038	5.48	7.40	5.2	1.249	3.70	0.951	0.000	17.0	111.2	112.1	0	0
mcp2k	179369	receiver_type	110046-111047	5	11	11	111047	2.64	3.74	7.6	1.759	3.49	0.941	shower	11	11	110046	3.51	2.20	5.7	1.077	4.76	0.895	0.000	5.4	54.1	108.9	0	0
mcp2k	179369	receiver_type	110046-111047	5	11	11	111047	2.64	3.74	7.6	1.759	3.49	0.941	shower	11	11	110046	2.20	3.51	5.7	1.077	4.76	0.895	0.000	9.2	76.5	85.3	0	0
mcp2k	179369	receiver_type	111047-17001	5	11	11	111047	3.74	2.64	7.6	1.759	3.49	0.941	bare	-1	13	17001	4.93	201.38	452.2	1.172	1.44	0.972	0.001	113.3	160.9	40.9	0	0
mcp2k	179369	receiver_type	111047-17002	5	11	11	111047	3.74	2.64	7.6	1.759	3.49	0.941	shower	11	11	17002	4.93	0.57	10.5	1.564	1.40	0.961	0.056	113.3	160.9	136.6	0	0
mcp2k	179369	receiver_type	111047-17002	5	11	11	111047	3.74	2.64	7.6	1.759	3.49	0.941	shower	11	11	17002	0.57	4.93	10.5	1.564	1.40	0.961	0.056	118.4	165.2	43.0	0	0
mcp2k	179369	receiver_type	111047-24006	5	11	11	111047	3.74	2.64	7.6	1.759	3.49	0.941	shower	11	11	24006	1.50	6.28	27.2	1.357	3.57	0.883	0.000	32.9	20.8	152.1	0	0
mcp2k	179369	receiver_type	104038-111047	5	11	11	111047	3.74	2.64	7.6	1.759	3.49	0.941	shower	11	13	104038	5.48	7.40	5.2	1.249	3.70	0.951	0.000	16.4	102.6	57.3	0	0
mcp2k	179369	receiver_type	110046-111047	5	11	11	111047	3.74	2.64	7.6	1.759	3.49	0.941	shower	11	11	110046	3.51	2.20	5.7	1.077	4.76	0.895	0.000	11.0	149.5	64.5	0	0
mcp2k	179369	receiver_type	110046-111047	5	11	11	111047	3.74	2.64	7.6	1.759	3.49	0.941	shower	11	11	110046	2.20	3.51	5.7	1.077	4.76	0.895	0.000	12.5	128.2	103.7	0	0
mcp2k	347890	partner_type	4000-8017	6	13	13	4000	4.95	106.91	182.9	1.276	1.11	0.972	shower	11	11	8017	-4.15	-11.47	17.5	1.255	1.64	0.963	0.000	14.3	14.7	7.1	0	0
mcp2k	347890	receiver_type	4000-8017	0	11	11	8017	-4.15	-11.47	17.5	1.255	1.64	0.963	shower	13	13	4000	4.95	106.91	182.9	1.276	1.11	0.972	0.000	14.3	21.8	7.1	0	0
mcp2k	392009	receiver_type	58014-58015	0	211	211	58014	2.29	16.38	23.7	1.121	1.19	0.991	bare	-1	13	58015	2.29	-71.76	114.1	1.234	1.08	0.975	0.000	0.0	181.0	15.3	0	1
mcp2k	397476	receiver_type	23006-25007	1	11	11	25007	1.69	3.46	9.7	2.373	3.69	0.880	bare	-1	13	23006	-1.57	-35.42	207.8	1.213	1.68	0.962	0.000	3.8	71.5	26.0	0	0
mcp2k	397476	receiver_type	23006-25007	1	11	11	25007	3.46	1.69	9.7	2.373	3.69	0.880	bare	-1	13	23006	-1.57	-35.42	207.8	1.213	1.68	0.962	0.000	10.2	153.0	137.2	0	0
mcp2k	407798	receiver_type	28001-28003	0	11	11	28003	-4.84	-1.46	6.3	1.012	1.56	0.983	bare	-1	211	28001	-4.84	-18.41	36.7	1.435	1.59	0.972	0.000	0.0	181.0	10.6	0	1
mcp2k	407798	receiver_type	28003-28015	0	11	11	28003	-4.84	-1.46	6.3	1.012	1.56	0.983	bare	-1	13	28015	-2.82	62.29	113.8	1.192	1.26	0.969	0.005	3.7	177.5	157.6	0	1
mcp2k	407798	receiver_type	28001-28003	0	11	11	28003	-1.46	-4.84	6.3	1.012	1.56	0.983	bare	-1	211	28001	-4.84	-18.41	36.7	1.435	1.59	0.972	0.000	6.2	177.8	164.8	0	1
mcp2k	407798	receiver_type	28003-28015	0	11	11	28003	-1.46	-4.84	6.3	1.012	1.56	0.983	bare	-1	13	28015	-2.82	62.29	113.8	1.192	1.26	0.969	0.005	2.5	177.5	17.8	0	1
mcp2k	493659	receiver_type	20000-29001	0	11	11	29001	1.81	14.31	35.8	1.445	1.52	0.986	bare	-1	211	20000	-1.11	-68.12	71.7	1.194	0.86	0.978	0.000	4.1	26.1	51.8	0	0
mcp2k	70766	receiver_type	21000-21001	0	11	11	21001	-3.15	-3.73	8.7	1.087	2.68	0.894	bare	-1	13	21000	-3.15	90.57	225.5	1.248	1.32	0.973	0.003	0.0	181.0	123.4	0	1
mcp2k	70766	receiver_type	21000-21001	0	11	11	21001	-3.73	-3.15	8.7	1.087	2.68	0.894	bare	-1	13	21000	-3.15	90.57	225.5	1.248	1.32	0.973	0.003	7.8	168.7	43.0	0	1
mcp2k	71642	receiver_type	62049-78077	0	11	11	62049	-1.45	-2.13	8.4	1.036	3.01	0.904	shower	11	11	78077	-1.21	-7.13	9.5	1.242	3.20	0.677	0.000	16.1	29.2	97.7	0	0
mcp2k	71642	receiver_type	62049-78077	0	11	11	62049	-2.13	-1.45	8.4	1.036	3.01	0.904	shower	11	11	78077	-1.21	-7.13	9.5	1.242	3.20	0.677	0.000	23.0	157.8	81.8	0	0
mcp2k	71642	receiver_type	75062-78077	0	11	11	75062	4.31	1.34	8.2	1.430	3.69	0.831	shower	11	11	78077	-1.21	-7.13	9.5	1.242	3.20	0.677	0.000	29.7	59.1	119.7	0	0
mcp2k	71642	receiver_type	75062-78077	0	11	11	75062	1.34	4.31	8.2	1.430	3.69	0.831	shower	11	11	78077	-1.21	-7.13	9.5	1.242	3.20	0.677	0.000	33.6	126.3	59.8	0	0
mcp2k	71642	receiver_type	62049-78077	2	11	11	78077	-1.21	-7.13	9.5	1.242	3.20	0.677	shower	11	11	62049	-1.45	-2.13	8.4	1.036	3.01	0.904	0.000	16.1	76.3	97.7	0	0
mcp2k	71642	receiver_type	62049-78077	2	11	11	78077	-1.21	-7.13	9.5	1.242	3.20	0.677	shower	11	11	62049	-2.13	-1.45	8.4	1.036	3.01	0.904	0.000	23.0	83.0	81.8	0	0
