sample	evt	verdict	pair_key	recv_shower_id	recv_sh_pdg	recv_seg_pdg	recv_seg_id	recv_end_x	recv_far_x	recv_len	recv_dqdx_mip	recv_chi2	recv_straight	partner_kind	partner_sh_pdg	partner_seg_pdg	partner_seg_id	partner_end_x	partner_far_x	partner_len	partner_dqdx_mip	partner_chi2	partner_straight	partner_zerofrac	gap_cm	a_gap_deg	a_tan_deg	waived	same_clus
mcp1k	349549	receiver_type	12085-12089	0	11	11	12089	1.21	16.89	35.2	1.544	2.09	0.948	bare	-1	2212	12085	1.21	-14.89	39.3	2.898	1.96	0.968	0.000	0.0	181.0	94.6	0	1
mcp1k	349549	receiver_type	12088-12089	0	11	11	12089	1.21	16.89	35.2	1.544	2.09	0.948	bare	-1	13	12088	1.21	41.04	59.2	1.396	1.35	0.965	0.000	0.0	181.0	153.3	0	1
mcp1k	386948	receiver_type	79047-80050	4	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	shower	11	11	80050	-1.38	-0.88	7.4	0.785	5.11	0.891	0.000	36.7	17.3	161.9	0	0
mcp1k	386948	receiver_type	79047-80050	4	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	shower	11	11	80050	-0.88	-1.38	7.4	0.785	5.11	0.891	0.000	30.2	16.4	30.2	0	0
mcp1k	386948	receiver_type	79047-80051	4	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	shower	11	11	80051	-0.88	-1.43	8.8	1.222	3.56	0.870	0.000	30.2	16.4	159.7	0	0
mcp1k	386948	receiver_type	79047-80051	4	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	shower	11	11	80051	-1.43	-0.88	8.8	1.222	3.56	0.870	0.000	22.8	18.3	15.8	0	0
mcp1k	386948	receiver_type	79047-80052	4	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	shower	11	11	80052	-0.88	-3.70	7.2	0.982	3.96	0.693	0.000	30.2	16.4	118.9	0	0
mcp1k	386948	receiver_type	79047-80052	4	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	shower	11	11	80052	-3.70	-0.88	7.2	0.982	3.96	0.693	0.000	27.4	23.1	21.5	0	0
mcp1k	386948	receiver_type	79047-93080	4	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	shower	11	11	93080	-5.60	-4.15	7.4	0.784	3.77	0.507	0.000	51.4	21.6	122.6	0	0
mcp1k	386948	receiver_type	79047-93080	4	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	shower	11	11	93080	-4.15	-5.60	7.4	0.784	3.77	0.507	0.000	48.2	20.5	35.9	0	0
mcp1k	386948	receiver_type	79047-93081	4	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	shower	11	11	93081	-5.60	-0.46	8.0	0.966	3.64	0.669	0.071	51.4	21.6	84.0	0	0
mcp1k	386948	receiver_type	79047-93081	4	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	shower	11	11	93081	-0.46	-5.60	8.0	0.966	3.64	0.669	0.071	51.6	15.9	122.8	0	0
mcp1k	386948	receiver_type	79047-80050	4	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	shower	11	11	80050	-1.38	-0.88	7.4	0.785	5.11	0.891	0.000	46.9	156.3	26.9	0	0
mcp1k	386948	receiver_type	79047-80050	4	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	shower	11	11	80050	-0.88	-1.38	7.4	0.785	5.11	0.891	0.000	40.6	157.4	141.3	0	0
mcp1k	386948	receiver_type	79047-80051	4	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	shower	11	11	80051	-0.88	-1.43	8.8	1.222	3.56	0.870	0.000	40.6	157.4	31.4	0	0
mcp1k	386948	receiver_type	79047-80051	4	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	shower	11	11	80051	-1.43	-0.88	8.8	1.222	3.56	0.870	0.000	33.2	158.1	151.3	0	0
mcp1k	386948	receiver_type	79047-80052	4	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	shower	11	11	80052	-0.88	-3.70	7.2	0.982	3.96	0.693	0.000	40.6	157.4	57.3	0	0
mcp1k	386948	receiver_type	79047-80052	4	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	shower	11	11	80052	-3.70	-0.88	7.2	0.982	3.96	0.693	0.000	37.4	154.0	150.7	0	0
mcp1k	386948	receiver_type	79047-93080	4	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	shower	11	11	93080	-5.60	-4.15	7.4	0.784	3.77	0.507	0.000	61.3	150.8	67.6	0	0
mcp1k	386948	receiver_type	79047-93080	4	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	shower	11	11	93080	-4.15	-5.60	7.4	0.784	3.77	0.507	0.000	58.2	151.8	145.8	0	0
mcp1k	386948	receiver_type	79047-93081	4	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	shower	11	11	93081	-5.60	-0.46	8.0	0.966	3.64	0.669	0.071	61.3	150.8	108.7	0	0
mcp1k	386948	receiver_type	79047-93081	4	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	shower	11	11	93081	-0.46	-5.60	8.0	0.966	3.64	0.669	0.071	61.9	155.7	44.4	0	0
mcp1k	386948	receiver_type	79047-80050	17	11	11	80050	-1.38	-0.88	7.4	0.785	5.11	0.891	shower	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	0.000	36.7	172.2	161.9	0	0
mcp1k	386948	receiver_type	79047-80050	17	11	11	80050	-1.38	-0.88	7.4	0.785	5.11	0.891	shower	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	0.000	46.9	172.0	26.9	0	0
mcp1k	386948	receiver_type	79047-80050	17	11	11	80050	-0.88	-1.38	7.4	0.785	5.11	0.891	shower	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	0.000	30.2	17.7	30.2	0	0
mcp1k	386948	receiver_type	79047-80050	17	11	11	80050	-0.88	-1.38	7.4	0.785	5.11	0.891	shower	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	0.000	40.6	21.0	141.3	0	0
mcp1k	386948	receiver_type	79047-80051	17	11	11	80051	-0.88	-1.43	8.8	1.222	3.56	0.870	shower	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	0.000	30.2	160.2	159.7	0	0
mcp1k	386948	receiver_type	79047-80051	17	11	11	80051	-0.88	-1.43	8.8	1.222	3.56	0.870	shower	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	0.000	40.6	160.8	31.4	0	0
mcp1k	386948	receiver_type	79047-80051	17	11	11	80051	-1.43	-0.88	8.8	1.222	3.56	0.870	shower	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	0.000	22.8	10.4	15.8	0	0
mcp1k	386948	receiver_type	79047-80051	17	11	11	80051	-1.43	-0.88	8.8	1.222	3.56	0.870	shower	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	0.000	33.2	10.6	151.3	0	0
mcp1k	386948	receiver_type	79047-80052	17	11	11	80052	-0.88	-3.70	7.2	0.982	3.96	0.693	shower	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	0.000	30.2	106.3	118.9	0	0
mcp1k	386948	receiver_type	79047-80052	17	11	11	80052	-0.88	-3.70	7.2	0.982	3.96	0.693	shower	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	0.000	40.6	110.4	57.3	0	0
mcp1k	386948	receiver_type	79047-80052	17	11	11	80052	-3.70	-0.88	7.2	0.982	3.96	0.693	shower	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	0.000	27.4	35.4	21.5	0	0
mcp1k	386948	receiver_type	79047-80052	17	11	11	80052	-3.70	-0.88	7.2	0.982	3.96	0.693	shower	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	0.000	37.4	30.4	150.7	0	0
mcp1k	386948	receiver_type	79047-93080	17	11	11	93080	-5.60	-4.15	7.4	0.784	3.77	0.507	shower	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	0.000	51.4	142.8	122.6	0	0
mcp1k	386948	receiver_type	79047-93080	17	11	11	93080	-5.60	-4.15	7.4	0.784	3.77	0.507	shower	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	0.000	61.3	138.7	67.6	0	0
mcp1k	386948	receiver_type	79047-93080	17	11	11	93080	-4.15	-5.60	7.4	0.784	3.77	0.507	shower	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	0.000	48.2	40.5	35.9	0	0
mcp1k	386948	receiver_type	79047-93080	17	11	11	93080	-4.15	-5.60	7.4	0.784	3.77	0.507	shower	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	0.000	58.2	38.3	145.8	0	0
mcp1k	386948	receiver_type	79047-93081	17	11	11	93081	-5.60	-0.46	8.0	0.966	3.64	0.669	shower	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	0.000	51.4	105.2	84.0	0	0
mcp1k	386948	receiver_type	79047-93081	17	11	11	93081	-5.60	-0.46	8.0	0.966	3.64	0.669	shower	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	0.000	61.3	100.5	108.7	0	0
mcp1k	386948	receiver_type	79047-93081	17	11	11	93081	-0.46	-5.60	8.0	0.966	3.64	0.669	shower	11	11	79047	-0.84	-4.96	12.0	1.249	2.33	0.914	0.000	51.6	107.7	122.8	0	0
mcp1k	386948	receiver_type	79047-93081	17	11	11	93081	-0.46	-5.60	8.0	0.966	3.64	0.669	shower	11	11	79047	-4.96	-0.84	12.0	1.249	2.33	0.914	0.000	61.9	111.5	44.4	0	0
mcp1k	394796	receiver_type	15001-46013	0	11	11	46013	3.35	1.68	6.4	1.472	1.65	0.978	bare	-1	13	15001	4.48	36.81	147.3	1.158	1.49	0.953	0.000	6.3	14.7	7.1	1	0
mcp1k	394796	receiver_type	15001-46013	0	11	11	46013	1.68	3.35	6.4	1.472	1.65	0.978	bare	-1	13	15001	4.48	36.81	147.3	1.158	1.49	0.953	0.000	12.4	171.8	172.8	0	0
mcp1k	399118	receiver_type	60031-9000	0	11	11	60031	5.33	6.99	6.2	1.152	4.09	0.940	bare	-1	13	9000	-0.70	-45.55	153.7	1.218	1.54	0.959	0.000	14.9	11.0	45.7	0	0
mcp1k	399118	receiver_type	16017-60031	0	11	11	60031	5.33	6.99	6.2	1.152	4.09	0.940	bare	-1	2212	16017	5.32	-9.18	107.2	2.063	2.40	0.919	0.000	11.1	43.1	42.2	0	0
mcp1k	399118	receiver_type	60032-9000	0	11	11	60032	5.33	8.89	6.8	1.155	3.98	0.750	bare	-1	13	9000	-0.70	-45.55	153.7	1.218	1.54	0.959	0.000	14.9	35.8	77.5	0	0
mcp1k	399118	receiver_type	16017-60032	0	11	11	60032	5.33	8.89	6.8	1.155	3.98	0.750	bare	-1	2212	16017	5.32	-9.18	107.2	2.063	2.40	0.919	0.000	11.1	29.1	80.2	0	0
mcp1k	409634	receiver_type	21004-69032	0	11	11	21004	4.29	1.59	13.4	1.102	3.25	0.824	shower	11	11	69032	5.25	2.95	6.1	1.433	2.74	0.938	0.000	36.9	161.0	38.9	0	0
mcp1k	409634	receiver_type	21004-69032	0	11	11	21004	4.29	1.59	13.4	1.102	3.25	0.824	shower	11	11	69032	2.95	5.25	6.1	1.433	2.74	0.938	0.000	31.8	163.9	135.4	0	0
mcp1k	409634	receiver_type	21004-69032	0	11	11	21004	1.59	4.29	13.4	1.102	3.25	0.824	shower	11	11	69032	5.25	2.95	6.1	1.433	2.74	0.938	0.000	26.6	23.7	147.3	0	0
mcp1k	409634	receiver_type	21004-69032	0	11	11	21004	1.59	4.29	13.4	1.102	3.25	0.824	shower	11	11	69032	2.95	5.25	6.1	1.433	2.74	0.938	0.000	21.3	23.0	40.3	0	0
mcp1k	409634	receiver_type	21005-69032	0	11	11	21005	1.59	-1.03	14.7	1.342	5.39	0.540	shower	11	11	69032	5.25	2.95	6.1	1.433	2.74	0.938	0.000	26.6	131.4	56.6	0	0
mcp1k	409634	receiver_type	21005-69032	0	11	11	21005	1.59	-1.03	14.7	1.342	5.39	0.540	shower	11	11	69032	2.95	5.25	6.1	1.433	2.74	0.938	0.000	21.3	133.9	113.6	0	0
mcp1k	409634	receiver_type	21005-69032	0	11	11	21005	-1.03	1.59	14.7	1.342	5.39	0.540	shower	11	11	69032	5.25	2.95	6.1	1.433	2.74	0.938	0.000	19.9	30.1	131.4	0	0
mcp1k	409634	receiver_type	21005-69032	0	11	11	21005	-1.03	1.59	14.7	1.342	5.39	0.540	shower	11	11	69032	2.95	5.25	6.1	1.433	2.74	0.938	0.000	14.4	25.1	39.6	0	0
mcp1k	409634	receiver_type	68026-69032	0	11	11	68026	5.53	7.19	5.7	1.241	1.80	0.962	shower	11	11	69032	5.25	2.95	6.1	1.433	2.74	0.938	0.000	38.7	19.3	141.9	0	0
mcp1k	409634	receiver_type	68026-69032	0	11	11	68026	5.53	7.19	5.7	1.241	1.80	0.962	shower	11	11	69032	2.95	5.25	6.1	1.433	2.74	0.938	0.000	33.7	16.9	45.8	0	0
mcp1k	409634	receiver_type	21004-69032	2	11	11	69032	5.25	2.95	6.1	1.433	2.74	0.938	shower	11	11	21004	4.29	1.59	13.4	1.102	3.25	0.824	0.000	36.9	152.4	38.9	0	0
mcp1k	409634	receiver_type	21004-69032	2	11	11	69032	5.25	2.95	6.1	1.433	2.74	0.938	shower	11	11	21004	1.59	4.29	13.4	1.102	3.25	0.824	0.000	26.6	153.3	147.3	0	0
mcp1k	409634	receiver_type	21005-69032	2	11	11	69032	5.25	2.95	6.1	1.433	2.74	0.938	shower	11	11	21005	1.59	-1.03	14.7	1.342	5.39	0.540	0.000	26.6	153.3	56.6	0	0
mcp1k	409634	receiver_type	21005-69032	2	11	11	69032	5.25	2.95	6.1	1.433	2.74	0.938	shower	11	11	21005	-1.03	1.59	14.7	1.342	5.39	0.540	0.000	19.9	158.0	131.4	0	0
mcp1k	409634	receiver_type	68026-69032	2	11	11	69032	5.25	2.95	6.1	1.433	2.74	0.938	shower	11	11	68026	5.53	7.19	5.7	1.241	1.80	0.962	0.000	38.7	151.7	141.9	0	0
mcp1k	409634	receiver_type	21004-69032	2	11	11	69032	2.95	5.25	6.1	1.433	2.74	0.938	shower	11	11	21004	4.29	1.59	13.4	1.102	3.25	0.824	0.000	31.8	30.6	135.4	0	0
mcp1k	409634	receiver_type	21004-69032	2	11	11	69032	2.95	5.25	6.1	1.433	2.74	0.938	shower	11	11	21004	1.59	4.29	13.4	1.102	3.25	0.824	0.000	21.3	25.9	40.3	0	0
mcp1k	409634	receiver_type	21005-69032	2	11	11	69032	2.95	5.25	6.1	1.433	2.74	0.938	shower	11	11	21005	1.59	-1.03	14.7	1.342	5.39	0.540	0.000	21.3	25.9	113.6	0	0
mcp1k	409634	receiver_type	21005-69032	2	11	11	69032	2.95	5.25	6.1	1.433	2.74	0.938	shower	11	11	21005	-1.03	1.59	14.7	1.342	5.39	0.540	0.000	14.4	14.5	39.6	0	0
mcp1k	409634	receiver_type	68026-69032	2	11	11	69032	2.95	5.25	6.1	1.433	2.74	0.938	shower	11	11	68026	5.53	7.19	5.7	1.241	1.80	0.962	0.000	33.7	32.4	45.8	0	0
mcp1k	410008	receiver_type	20001-98035	1	11	11	20001	-2.44	-7.22	18.0	1.244	2.64	0.936	shower	11	11	98035	-5.04	-6.48	15.1	0.413	3.70	0.739	0.000	8.9	52.7	169.1	0	0
mcp1k	410008	receiver_type	20001-98039	1	11	11	20001	-2.44	-7.22	18.0	1.244	2.64	0.936	shower	11	11	98039	-3.63	-6.58	9.2	0.653	3.64	0.731	0.000	6.7	26.3	114.4	0	0
mcp1k	410008	receiver_type	20001-98042	1	11	11	20001	-2.44	-7.22	18.0	1.244	2.64	0.936	shower	11	11	98042	-5.04	-6.31	11.8	0.861	2.93	0.775	0.000	8.9	52.7	125.6	0	0
mcp1k	410008	receiver_type	20001-98043	1	11	11	20001	-2.44	-7.22	18.0	1.244	2.64	0.936	shower	11	11	98043	-3.63	-6.31	10.6	1.343	4.51	0.708	0.000	6.7	26.3	178.4	0	0
mcp1k	410008	receiver_type	20001-98044	1	11	11	20001	-2.44	-7.22	18.0	1.244	2.64	0.936	shower	11	11	98044	-5.04	-6.46	5.4	1.145	4.01	0.935	0.000	8.9	52.7	69.0	0	0
mcp1k	410008	receiver_type	20001-98035	3	11	11	98035	-5.04	-6.48	15.1	0.413	3.70	0.739	shower	11	11	20001	-2.44	-7.22	18.0	1.244	2.64	0.936	0.065	8.9	136.9	169.1	0	0
mcp1k	410008	receiver_type	20001-98039	3	11	11	98039	-3.63	-6.58	9.2	0.653	3.64	0.731	shower	11	11	20001	-2.44	-7.22	18.0	1.244	2.64	0.936	0.065	6.7	106.0	114.4	0	0
mcp1k	410008	receiver_type	20001-98042	3	11	11	98042	-5.04	-6.31	11.8	0.861	2.93	0.775	shower	11	11	20001	-2.44	-7.22	18.0	1.244	2.64	0.936	0.065	8.9	146.8	125.6	0	0
mcp1k	410008	receiver_type	20001-98043	3	11	11	98043	-3.63	-6.31	10.6	1.343	4.51	0.708	shower	11	11	20001	-2.44	-7.22	18.0	1.244	2.64	0.936	0.065	6.7	152.9	178.4	0	0
mcp1k	410008	receiver_type	20001-98044	3	11	11	98044	-5.04	-6.46	5.4	1.145	4.01	0.935	shower	11	11	20001	-2.44	-7.22	18.0	1.244	2.64	0.936	0.065	8.9	24.3	69.0	0	0
mcp1k	486907	receiver_type	24004-98058	0	11	11	24004	5.09	9.14	12.8	1.255	2.97	0.555	bare	-1	13	98058	2.24	13.55	26.6	1.215	1.23	0.983	0.000	58.9	146.1	98.6	0	0
mcp1k	492913	receiver_type	15000-32002	0	11	11	32002	3.47	2.75	5.2	1.357	1.79	0.979	bare	-1	13	15000	2.91	-4.22	50.1	1.151	1.87	0.936	0.000	8.8	26.3	11.5	0	0
mcp1k	492913	receiver_type	15000-32002	0	11	11	32002	3.47	2.75	5.2	1.357	1.79	0.979	bare	-1	13	15000	-4.22	2.91	50.1	1.151	1.87	0.936	0.000	55.2	15.0	165.3	0	0
mcp1k	492913	receiver_type	15000-32002	0	11	11	32002	2.75	3.47	5.2	1.357	1.79	0.979	bare	-1	13	15000	2.91	-4.22	50.1	1.151	1.87	0.936	0.000	13.5	160.2	159.3	0	0
mcp1k	492913	receiver_type	15000-32002	0	11	11	32002	2.75	3.47	5.2	1.357	1.79	0.979	bare	-1	13	15000	-4.22	2.91	50.1	1.151	1.87	0.936	0.000	60.1	158.7	22.8	0	0
mcp1k	57661	receiver_type	23014-25016	1	11	11	23014	-4.70	-4.61	7.9	0.733	2.78	0.983	shower	11	11	25016	-4.30	-4.92	19.4	0.805	4.54	0.903	0.000	17.0	145.9	7.8	0	0
mcp1k	57661	receiver_type	23014-25016	1	11	11	23014	-4.70	-4.61	7.9	0.733	2.78	0.983	shower	11	11	25016	-4.92	-4.30	19.4	0.805	4.54	0.903	0.000	8.3	66.8	173.8	0	0
mcp1k	57661	receiver_type	23014-25017	1	11	11	23014	-4.70	-4.61	7.9	0.733	2.78	0.983	shower	11	11	25017	-4.92	-0.66	11.2	0.554	4.13	0.852	0.500	8.3	66.8	144.4	0	0
mcp1k	57661	receiver_type	23014-25017	1	11	11	23014	-4.70	-4.61	7.9	0.733	2.78	0.983	shower	11	11	25017	-0.66	-4.92	11.2	0.554	4.13	0.852	0.500	12.7	111.1	34.2	0	0
mcp1k	57661	receiver_type	23014-26018	1	11	11	23014	-4.70	-4.61	7.9	0.733	2.78	0.983	shower	11	11	26018	-3.92	-3.76	8.4	0.714	6.97	0.948	0.067	249.7	82.7	2.5	0	0
mcp1k	57661	receiver_type	23014-26018	1	11	11	23014	-4.70	-4.61	7.9	0.733	2.78	0.983	shower	11	11	26018	-3.76	-3.92	8.4	0.714	6.97	0.948	0.067	250.6	80.9	178.3	0	0
mcp1k	57661	receiver_type	23014-25016	1	11	11	23014	-4.61	-4.70	7.9	0.733	2.78	0.983	shower	11	11	25016	-4.30	-4.92	19.4	0.805	4.54	0.903	0.000	11.4	55.9	172.7	0	0
mcp1k	57661	receiver_type	23014-25016	1	11	11	23014	-4.61	-4.70	7.9	0.733	2.78	0.983	shower	11	11	25016	-4.92	-4.30	19.4	0.805	4.54	0.903	0.000	13.4	144.9	5.6	0	0
mcp1k	57661	receiver_type	23014-25017	1	11	11	23014	-4.61	-4.70	7.9	0.733	2.78	0.983	shower	11	11	25017	-4.92	-0.66	11.2	0.554	4.13	0.852	0.500	13.4	144.9	34.8	0	0
mcp1k	57661	receiver_type	23014-25017	1	11	11	23014	-4.61	-4.70	7.9	0.733	2.78	0.983	shower	11	11	25017	-0.66	-4.92	11.2	0.554	4.13	0.852	0.500	12.2	104.6	146.6	0	0
mcp1k	57661	receiver_type	23014-26018	1	11	11	23014	-4.61	-4.70	7.9	0.733	2.78	0.983	shower	11	11	26018	-3.92	-3.76	8.4	0.714	6.97	0.948	0.067	250.8	99.5	176.8	0	0
mcp1k	57661	receiver_type	23014-26018	1	11	11	23014	-4.61	-4.70	7.9	0.733	2.78	0.983	shower	11	11	26018	-3.76	-3.92	8.4	0.714	6.97	0.948	0.067	252.0	101.2	2.5	0	0
mcp1k	57661	receiver_type	23014-25016	2	11	11	25016	-4.30	-4.92	19.4	0.805	4.54	0.903	shower	11	11	23014	-4.70	-4.61	7.9	0.733	2.78	0.983	0.357	17.0	153.6	7.8	0	0
mcp1k	57661	receiver_type	23014-25016	2	11	11	25016	-4.30	-4.92	19.4	0.805	4.54	0.903	shower	11	11	23014	-4.61	-4.70	7.9	0.733	2.78	0.983	0.357	11.4	131.3	172.7	0	0
mcp1k	57661	receiver_type	25016-26018	2	11	11	25016	-4.30	-4.92	19.4	0.805	4.54	0.903	shower	11	11	26018	-3.92	-3.76	8.4	0.714	6.97	0.948	0.067	261.2	107.7	169.8	0	0
mcp1k	57661	receiver_type	25016-26018	2	11	11	25016	-4.30	-4.92	19.4	0.805	4.54	0.903	shower	11	11	26018	-3.76	-3.92	8.4	0.714	6.97	0.948	0.067	262.6	109.4	8.7	0	0
mcp1k	57661	receiver_type	23014-25016	2	11	11	25016	-4.92	-4.30	19.4	0.805	4.54	0.903	shower	11	11	23014	-4.70	-4.61	7.9	0.733	2.78	0.983	0.357	8.3	107.5	173.8	0	0
mcp1k	57661	receiver_type	23014-25016	2	11	11	25016	-4.92	-4.30	19.4	0.805	4.54	0.903	shower	11	11	23014	-4.61	-4.70	7.9	0.733	2.78	0.983	0.357	13.4	139.7	5.6	0	0
mcp1k	57661	receiver_type	25016-26018	2	11	11	25016	-4.92	-4.30	19.4	0.805	4.54	0.903	shower	11	11	26018	-3.92	-3.76	8.4	0.714	6.97	0.948	0.067	256.9	78.0	8.7	0	0
