# doc pdhd/10 d10_coverage.py det=pdhd status=0 files=61
det	event	run	block	apa	npts	L	status	wire_med	frac_hi96	hit_u	pres_u	cov_u	covch_u	qhit_u	qpt_u	qpcm_u	hit_v	pres_v	cov_v	covch_v	qhit_v	qpt_v	qpcm_v	hit_w	pres_w	cov_w	covch_w	qhit_w	qpt_w	qpcm_w
pdhd	029107_23_d30hpost	029107	1160	3	166	106.782	0	426.5	0	166	166	1	1	7.37716e+06	44440.7	69086.2	160	166	0.963855	1	8.28255e+06	51765.9	77565.1	166	166	1	1	3.77814e+06	22759.9	35381.9
pdhd	029107_23_d30hpost	029107	1180	3	204	127.335	0	340	0	110	204	0.539216	1	3.77312e+06	34301.1	29631.4	110	115	0.539216	0.563725	8.02214e+06	72928.6	63000.1	109	204	0.534314	1	1.81112e+06	16615.8	14223.3
pdhd	029107_24_d30hpost	029107	190	2	128	83.2768	0	912	1	123	123	0.960938	0.960938	5.91109e+06	48057.7	70981.3	126	126	0.984375	0.984375	6.79095e+06	53896.4	81546.7	126	128	0.984375	1	2.16751e+06	17202.4	26027.7
pdhd	029107_24_d30hpost	029107	330	2	250	158.177	0	693.5	0	242	250	0.968	1	2.03971e+07	84285.6	128951	236	250	0.944	1	9.78954e+06	41481.1	61889.9	240	240	0.96	0.96	4.36947e+06	18206.1	27624
pdhd	029107_24_d30hpost	029107	940	1	179	109.644	0	377	0	99	119	0.553073	0.664804	1.66871e+06	16855.7	15219.4	103	179	0.575419	1	3.35991e+06	32620.5	30643.9	103	134	0.575419	0.748603	2.12026e+06	20585	19337.7
pdhd	029107_25_d30hpost	029107	270	0	199	129.954	0	610	0	98	109	0.492462	0.547739	4.95571e+06	50568.5	38134.4	140	188	0.703518	0.944724	3.38341e+06	24167.2	26035.5	104	109	0.522613	0.547739	1.6677e+06	16035.6	12833
pdhd	029107_25_d30hpost	029107	860	1	263	165.713	0	332	0	263	263	1	1	1.32786e+07	50489	80130.3	261	262	0.992395	0.996198	1.02178e+07	39148.7	61659.8	263	263	1	1	4.03229e+06	15331.9	24333
pdhd	029107_25_d30hpost	029107	860	3	440	277.238	0	237	0	439	440	0.997727	1	2.18507e+07	49773.9	78815.8	434	439	0.986364	0.997727	1.81942e+07	41922.2	65626.7	439	439	0.997727	0.997727	6.97785e+06	15894.9	25169.2
pdhd	029107_25_d30hpost	029107	880	1	88	51.9014	0	371.5	0	9	18	0.102273	0.204545	119054	13228.2	2293.85	9	17	0.102273	0.193182	114232	12692.4	2200.94	9	22	0.102273	0.25	76259	8473.22	1469.31
pdhd	029107_26_d30hpost	029107	270	0	229	143.739	0	790	0.0262009	153	166	0.668122	0.724891	3.69284e+06	24136.2	25691.3	142	219	0.620087	0.956332	5.78576e+06	40744.8	40251.9	142	221	0.620087	0.965066	1.32838e+06	9354.8	9241.62
pdhd	029107_26_d30hpost	029107	350	0	271	171.366	0	551	0	253	271	0.933579	1	9.48555e+06	37492.3	55352.6	270	271	0.99631	1	1.14953e+07	42575.2	67080.4	270	271	0.99631	1	5.2335e+06	19383.3	30539.9
pdhd	029107_26_d30hpost	029107	530	2	231	141.092	0	889	0.640693	59	179	0.255411	0.774892	2.3962e+06	40613.6	16983.2	66	119	0.285714	0.515152	2.07982e+06	31512.5	14740.9	55	131	0.238095	0.5671	2.3373e+06	42496.3	16565.8
pdhd	029107_26_d30hpost	029107	570	0	314	194.984	0	634	0	231	254	0.735669	0.808917	6.6316e+06	28708.2	34010.9	286	313	0.910828	0.996815	6.48605e+06	22678.5	33264.5	213	312	0.678344	0.993631	2.03327e+06	9545.88	10427.9
pdhd	029107_26_d30hpost	029107	850	1	109	68.3555	0	29	0	106	106	0.972477	0.972477	2.61543e+06	24673.9	38262.2	90	90	0.825688	0.825688	1.88514e+06	20946	27578.4	109	109	1	1	1.51524e+06	13901.2	22167
pdhd	029107_26_d30hpost	029107	860	3	123	78.9186	0	182	0	83	95	0.674797	0.772358	2.69117e+06	32423.7	34100.5	82	91	0.666667	0.739837	1.7826e+06	21739	22587.8	98	105	0.796748	0.853659	1.99063e+06	20312.6	25223.8
pdhd	029107_26_d30hpost	029107	1080	3	368	234.432	0	171.5	0	368	368	1	1	2.7362e+07	74353.2	116716	368	368	1	1	1.76918e+07	48075.6	75466.8	368	368	1	1	9.85782e+06	26787.5	42049.8
pdhd	029107_26_d30hpost	029107	1150	0	201	127.83	0	909	0.955224	197	201	0.9801	1	5.20287e+06	26410.5	40701.4	201	201	1	1	7.40299e+06	36830.8	57912.6	198	201	0.985075	1	4.02641e+06	20335.4	31498.1
pdhd	029107_26_d30hpost	029107	1150	2	348	221.318	0	575	0	333	348	0.956897	1	1.32777e+07	39872.9	59993.6	340	347	0.977011	0.997126	1.24462e+07	36606.3	56236.5	340	347	0.977011	0.997126	4.437e+06	13050	20048.1
pdhd	029107_26_d30hpost	029107	1150	3	488	310.354	0	338.5	0	480	486	0.983607	0.995902	1.28657e+07	26803.5	41454.8	479	488	0.981557	1	8.934e+06	18651.3	28786.5	482	487	0.987705	0.997951	6.14673e+06	12752.5	19805.5
pdhd	029107_27_d30hpost	029107	360	2	209	126.474	0	932	1	32	144	0.15311	0.688995	150322	4697.56	1188.56	29	176	0.138756	0.842105	91895	3168.79	726.594	13	127	0.062201	0.607656	30344	2334.15	239.923
pdhd	029107_27_d30hpost	029107	1090	1	39	24.3464	0	458	0	3	4	0.0769231	0.102564	42612	14204	1750.24	3	30	0.0769231	0.769231	45104	15034.7	1852.59	1	39	0.025641	1	14424	14424	592.449
pdhd	029107_27_d30hpost	029107	1090	3	236	147.327	0	35	0	152	158	0.644068	0.669492	6.02829e+06	39659.8	40917.8	154	162	0.652542	0.686441	3.51457e+06	22821.9	23855.6	207	229	0.877119	0.970339	5.68307e+06	27454.5	38574.6
pdhd	029107_27_d30hpost	029107	1180	3	343	214.647	0	225	0	226	230	0.658892	0.670554	9.50028e+06	42036.6	44259.9	240	246	0.699708	0.717201	4.25491e+07	177288	198228	224	228	0.653061	0.664723	4.52199e+06	20187.4	21067
pdhd	029107_27_d30hpost	029107	1220	3	144	88.0619	0	431	0	41	143	0.284722	0.993056	162244	3957.17	1842.39	12	61	0.0833333	0.423611	59698	4974.83	677.909	10	50	0.0694444	0.347222	27790	2779	315.573
pdhd	029107_27_d30hpost	029107	1240	3	70	42.954	0	83.5	0	38	38	0.542857	0.542857	716093	18844.6	16671.2	4	13	0.0571429	0.185714	48418	12104.5	1127.21	4	9	0.0571429	0.128571	44890	11222.5	1045.07
pdhd	029107_28_d30hpost	029107	320	2	612	369.997	0	926	1	89	593	0.145425	0.968954	516721	5805.85	1396.55	118	589	0.19281	0.962418	396580	3360.85	1071.85	62	565	0.101307	0.923203	186536	3008.65	504.155
pdhd	029107_28_d30hpost	029107	420	2	329	203.765	0	644	0	236	320	0.717325	0.972644	1.26478e+07	53592.4	62070.6	233	290	0.708207	0.881459	8.24376e+06	35380.9	40457.2	244	327	0.741641	0.993921	4.25378e+06	17433.5	20875.9
pdhd	029107_28_d30hpost	029107	540	0	91	57.9258	0	929	1	74	76	0.813187	0.835165	1.12666e+06	15225.1	19450	83	84	0.912088	0.923077	2.85772e+06	34430.3	49334.1	75	81	0.824176	0.89011	481235	6416.47	8307.78
pdhd	029107_28_d30hpost	029107	930	1	297	190.734	0	318	0	293	297	0.986532	1	1.29766e+07	44288.9	68035.2	288	289	0.969697	0.973064	1.05597e+07	36665.8	55363.7	294	295	0.989899	0.993266	4.23434e+06	14402.5	22200.2
pdhd	029107_28_d30hpost	029107	930	3	446	286.422	0	228.5	0	445	446	0.997758	1	2.11806e+07	47596.8	73948.8	443	446	0.993274	1	1.96645e+07	44389.4	68655.7	439	446	0.984305	1	6.91685e+06	15755.9	24149.1
pdhd	029107_28_d30hpost	029107	1060	3	164	103.467	0	356.5	0	112	144	0.682927	0.878049	6.69218e+06	59751.7	64679.3	99	116	0.603659	0.707317	3.99813e+06	40385.1	38641.5	110	164	0.670732	1	1.84433e+06	16766.6	17825.3
pdhd	029107_29_d30hpost	029107	380	0	591	370.596	0	681	0.0642978	568	591	0.961083	1	2.29856e+07	40467.7	62023.5	567	591	0.959391	1	1.75814e+07	31007.7	47440.8	574	590	0.971235	0.998308	9.90836e+06	17262	26736.3
pdhd	029107_29_d30hpost	029107	631	2	354	215.55	0	933.5	1	53	311	0.149718	0.878531	624897	11790.5	2899.08	62	345	0.175141	0.974576	253889	4094.98	1177.86	33	333	0.0932203	0.940678	64014	1939.82	296.98
pdhd	029107_2_d30hpost	029107	390	2	176	107.031	0	921	1	54	121	0.306818	0.6875	1.56662e+06	29011.6	14637.1	68	176	0.386364	1	5.6657e+06	83319	52935.1	55	124	0.3125	0.704545	705464	12826.6	6591.21
pdhd	029107_2_d30hpost	029107	430	2	689	435.761	0	943	1	602	627	0.87373	0.910015	3.90762e+07	64910.6	89673.4	598	667	0.867925	0.96807	3.68741e+07	61662.3	84619.9	641	689	0.930334	1	2.77826e+07	43342.7	63756.6
pdhd	029107_2_d30hpost	029107	441	0	466	298.222	0	718.5	0.193133	466	466	1	1	1.72962e+07	37116.4	57997.8	466	466	1	1	3.70695e+07	79548.2	124301	461	465	0.98927	0.997854	8.85032e+06	19198.1	29676.9
pdhd	029107_2_d30hpost	029107	441	2	128	81.9151	0	544	0	87	102	0.679688	0.796875	2.52585e+06	29032.7	30834.9	102	120	0.796875	0.9375	4.11051e+06	40299.2	50180.1	89	93	0.695312	0.726562	1.31164e+06	14737.6	16012.2
pdhd	029107_2_d30hpost	029107	640	0	621	385.096	0	722	0.193237	540	621	0.869565	1	1.08645e+07	20119.4	28212.4	480	500	0.772947	0.805153	1.15339e+07	24029	29950.8	452	620	0.727858	0.99839	3.91475e+06	8660.95	10165.6
pdhd	029107_2_d30hpost	029107	1080	1	601	389.647	0	464	0	596	596	0.991681	0.991681	3.30013e+07	55371.3	84695.3	595	595	0.990017	0.990017	3.13467e+07	52683.5	80448.9	601	601	1	1	2.25567e+07	37532	57890.1
pdhd	029107_2_d30hpost	029107	1170	1	84	50.3454	0	152	0	8	49	0.0952381	0.583333	45154	5644.25	896.884	7	20	0.0833333	0.238095	37409	5344.14	743.047	4	11	0.047619	0.130952	9510	2377.5	188.895
pdhd	029107_2_d30hpost	029107	1230	1	70	42.2019	0	255.5	0	42	46	0.6	0.657143	1.86037e+06	44294.6	44082.7	20	39	0.285714	0.557143	766132	38306.6	18154	18	30	0.257143	0.428571	490004	27222.4	11610.9
pdhd	029107_3_d30hpost	029107	180	0	156	96.3199	0	669	0	129	133	0.826923	0.852564	3.37094e+06	26131.3	34997.3	108	155	0.692308	0.99359	5.17845e+06	47948.6	53763.1	119	150	0.762821	0.961538	1.6404e+06	13784.9	17030.8
pdhd	029107_3_d30hpost	029107	230	0	274	167.596	0	648.5	0	155	202	0.565693	0.737226	4.80059e+06	30971.5	28643.9	152	254	0.554745	0.927007	7.67014e+06	50461.4	45765.7	155	216	0.565693	0.788321	2.68763e+06	17339.6	16036.4
pdhd	029107_3_d30hpost	029107	250	0	213	136.53	0	732	0	177	204	0.830986	0.957746	6.18561e+06	34946.9	45305.8	204	213	0.957746	1	1.63503e+07	80148.5	119756	196	211	0.920188	0.99061	4.42765e+06	22590.1	32429.8
pdhd	029107_3_d30hpost	029107	340	0	158	98.6745	0	541	0	90	129	0.56962	0.816456	3.4128e+06	37920	34586.5	87	101	0.550633	0.639241	4.24033e+06	48739.4	42972.9	84	158	0.531646	1	842138	10025.5	8534.51
pdhd	029107_3_d30hpost	029107	920	1	66	40.2013	0	26	0	11	44	0.166667	0.666667	36960	3360	919.373	5	5	0.0757576	0.0757576	40881	8176.2	1016.91	4	8	0.0606061	0.121212	15443	3860.75	384.142
pdhd	029107_3_d30hpost	029107	940	1	177	106.512	0	404	0	17	69	0.0960452	0.389831	110867	6521.59	1040.89	13	89	0.0734463	0.502825	95244	7326.46	894.209	10	34	0.0564972	0.19209	47463	4746.3	445.612
pdhd	029107_3_d30hpost	029107	1020	1	159	101.893	0	80	0	156	156	0.981132	0.981132	1.13974e+07	73060	111856	158	159	0.993711	1	4.34013e+06	27469.2	42595	159	159	1	1	2.76083e+06	17363.7	27095.3
pdhd	029107_3_d30hpost	029107	1100	3	671	419.546	0	302	0	518	527	0.771982	0.785395	2.94774e+07	56906.3	70260.3	476	598	0.709389	0.891207	3.45431e+07	72569.5	82334.4	535	553	0.797317	0.824143	5.1957e+07	97115.8	123841
pdhd	029107_4_d30hpost	029107	220	0	241	152.217	0	923	1	63	200	0.261411	0.829876	1.83736e+06	29164.5	12070.7	17	94	0.0705394	0.390041	632506	37206.2	4155.3	47	158	0.195021	0.655602	463956	9871.4	3048
pdhd	029107_4_d30hpost	029107	280	0	75	45.8082	0	683	0	72	74	0.96	0.986667	1.80192e+06	25026.7	39336.2	0	0	0	0	0	0	0	68	72	0.906667	0.96	561370	8255.44	12254.8
pdhd	029107_4_d30hpost	029107	340	0	246	153.67	0	626.5	0	60	120	0.243902	0.487805	1.40199e+06	23366.5	9123.38	0	0	0	0	0	0	0	68	244	0.276423	0.99187	674325	9916.54	4388.14
pdhd	029107_4_d30hpost	029107	580	2	331	211.638	0	694	0.0755287	314	331	0.94864	1	1.31382e+07	41841.6	62078.8	330	330	0.996979	0.996979	1.93143e+07	58528	91260.6	297	307	0.897281	0.927492	4.55199e+06	15326.6	21508.3
pdhd	029107_4_d30hpost	029107	1170	3	111	71.15	0	163	0	83	111	0.747748	1	1.29052e+06	15548.5	18138.1	111	111	1	1	4.13434e+06	37246.3	58107.4	110	111	0.990991	1	1.76176e+06	16016	24761.3
pdhd	029107_4_d30hpost	029107	1220	1	342	218.922	0	280	0	311	335	0.909357	0.979532	1.55248e+07	49918.8	70914.4	314	319	0.918129	0.932749	1.18768e+07	37824.1	54251	340	342	0.994152	1	1.04026e+07	30596	47517.5
pdhd	029107_5_d30hpost	029107	260	0	309	191.538	0	764	0	175	239	0.566343	0.773463	2.48895e+06	14222.6	12994.6	134	153	0.433657	0.495146	1.15542e+06	8622.54	6032.34	159	308	0.514563	0.996764	1.40648e+06	8845.77	7343.08
pdhd	029107_5_d30hpost	029107	270	2	65	40.4004	0	525	0	61	63	0.938462	0.969231	2.01445e+06	33023.7	49862	56	58	0.861538	0.892308	1.1581e+06	20680.3	28665.5	64	65	0.984615	1	913501	14273.5	22611.2
pdhd	029107_5_d30hpost	029107	310	0	340	216.576	0	697	0.0588235	311	328	0.914706	0.964706	1.18207e+07	38008.7	54579.8	315	324	0.926471	0.952941	1.46805e+07	46604.9	67784.5	317	338	0.932353	0.994118	5.12802e+06	16176.7	23677.6
pdhd	029107_5_d30hpost	029107	360	2	604	385.424	0	643	0	603	604	0.998344	1	1.73985e+07	28853.2	45141.2	575	604	0.951987	1	1.67322e+07	29099.4	43412.4	595	604	0.985099	1	6.72322e+06	11299.5	17443.7
pdhd	029107_5_d30hpost	029107	500	0	427	277.189	0	913	0.836066	421	427	0.985948	1	3.01082e+07	71515.9	108620	427	427	1	1	1.71802e+07	40234.7	61980.1	426	427	0.997658	1	1.9777e+07	46424.8	71348.3
pdhd	029107_5_d30hpost	029107	500	2	338	219.414	0	502	0	250	264	0.739645	0.781065	2.52232e+07	100893	114957	334	334	0.988166	0.988166	1.54906e+07	46379.1	70599.8	337	338	0.997041	1	1.95741e+07	58083.5	89210.8
pdhd	029107_5_d30hpost	029107	900	3	54	34.2267	0	430.5	0	54	54	1	1	1.74099e+06	32240.5	50866.3	54	54	1	1	1.49335e+06	27654.7	43631.2	54	54	1	1	645351	11950.9	18855.2
pdhd	029107_5_d30hpost	029107	940	1	208	125.558	0	153	0	23	51	0.110577	0.245192	219188	9529.91	1745.71	17	96	0.0817308	0.461538	173300	10194.1	1380.24	17	73	0.0817308	0.350962	96636	5684.47	769.652
pdhd	029107_5_d30hpost	029107	1030	1	74	44.451	0	192.5	0	3	18	0.0405405	0.243243	23961	7987	539.043	6	28	0.0810811	0.378378	26309	4384.83	591.866	3	17	0.0405405	0.22973	14727	4909	331.309
pdhd	029107_5_d30hpost	029107	1040	1	49	29.1882	0	50	0	5	8	0.102041	0.163265	67233	13446.6	2303.43	6	32	0.122449	0.653061	99652	16608.7	3414.11	2	10	0.0408163	0.204082	25232	12616	864.458
pdhd	029107_5_d30hpost	029107	1160	3	94	60.6403	0	55	0	75	81	0.797872	0.861702	1.52902e+06	20386.9	25214.6	93	94	0.989362	1	2.54744e+06	27391.9	42009.1	79	81	0.840426	0.861702	1.19855e+06	15171.5	19764.9
pdhd	029107_5_d30hpost	029107	1210	3	88	53.6121	0	2	0	67	78	0.761364	0.886364	1.5032e+06	22435.8	28038.4	62	66	0.704545	0.75	1.49423e+06	24100.4	27871.1	77	88	0.875	1	997536	12955	18606.6
pdhd	029107_6_d30hpost	029107	530	0	54	34.4702	0	920	1	54	54	1	1	1.08037e+06	20006.8	31342.1	53	54	0.981481	1	1.42151e+06	26820.9	41238.8	50	54	0.925926	1	653492	13069.8	18958.2
pdhd	029107_6_d30hpost	029107	1130	1	103	61.0833	0	181	0	27	42	0.262136	0.407767	124003	4592.7	2030.06	12	49	0.116505	0.475728	64981	5415.08	1063.81	11	72	0.106796	0.699029	95861	8714.64	1569.35
pdhd	029107_7_d30hpost	029107	330	0	75	45.3254	0	768	0	4	4	0.0533333	0.0533333	51171	12792.8	1128.97	5	9	0.0666667	0.12	110994	22198.8	2448.83	3	6	0.04	0.08	42848	14282.7	945.342
pdhd	029107_7_d30hpost	029107	450	2	333	205.884	0	774	0.258258	30	230	0.0900901	0.690691	1.73926e+07	579752	84477.5	109	284	0.327327	0.852853	1.1593e+06	10635.8	5630.85	91	181	0.273273	0.543544	959113	10539.7	4658.52
pdhd	029107_7_d30hpost	029107	500	2	494	310.804	0	763.5	0.196356	360	446	0.728745	0.902834	2.96612e+07	82392.3	95433.9	348	451	0.704453	0.912955	1.57797e+07	45344.1	50770.7	348	486	0.704453	0.983806	8.57465e+06	24639.8	27588.6
pdhd	029107_7_d30hpost	029107	850	1	337	214.666	0	88	0	318	323	0.94362	0.958457	1.57253e+07	49450.6	73254.8	321	330	0.952522	0.979228	1.05765e+07	32948.7	49269.8	322	337	0.95549	1	8.9206e+06	27703.7	41555.8
pdhd	029107_8_d30hpost	029107	330	0	68	42.4414	0	522.5	0	15	41	0.220588	0.602941	478046	31869.7	11263.7	49	51	0.720588	0.75	1.83046e+06	37356.4	43129.1	11	18	0.161765	0.264706	68824	6256.73	1621.62
pdhd	029107_8_d30hpost	029107	391	0	91	55.984	0	527	0	12	28	0.131868	0.307692	113597	9466.42	2029.1	43	54	0.472527	0.593407	911874	21206.4	16288.1	45	91	0.494505	1	338273	7517.18	6042.31
pdhd	029107_8_d30hpost	029107	610	2	73	44.1751	0	910	1	4	59	0.0547945	0.808219	29596	7399	669.97	4	14	0.0547945	0.191781	38903	9725.75	880.654	2	32	0.0273973	0.438356	5866	2933	132.79
pdhd	029107_8_d30hpost	029107	1170	1	757	485.335	0	328	0	751	751	0.992074	0.992074	3.27751e+07	43641.9	67530.8	757	757	1	1	3.33987e+07	44119.8	68815.8	757	757	1	1	2.10652e+07	27827.1	43403.3
pdhd	029107_8_d30hpost	029107	1230	3	98	58.6874	0	444.5	0	18	98	0.183673	1	32925	1829.17	561.023	9	22	0.0918367	0.22449	47725	5302.78	813.206	7	7	0.0714286	0.0714286	43095	6156.43	734.314
pdhd	029107_9_d30hpost	029107	370	0	135	86.4194	0	521	0	89	135	0.659259	1	4.64407e+06	52180.6	53738.7	134	135	0.992593	1	4.68827e+06	34987.1	54250.2	134	135	0.992593	1	3.26865e+06	24392.9	37823.1
pdhd	029107_9_d30hpost	029107	610	0	524	331.878	0	713	0.198473	524	524	1	1	5.079e+07	96927.5	153038	524	524	1	1	1.84856e+07	35277.8	55699.8	398	444	0.759542	0.847328	5.9964e+06	15066.3	18068
pdhd	029107_9_d30hpost	029107	610	2	460	291.344	0	719.5	0.2	459	459	0.997826	0.997826	5.72068e+07	124633	196355	446	451	0.969565	0.980435	2.15889e+07	48405.7	74101.2	444	448	0.965217	0.973913	8.94601e+06	20148.7	30706
pdhd	029107_9_d30hpost	029107	1170	1	621	397.613	0	145	0	621	621	1	1	9.61221e+07	154786	241748	615	615	0.990338	0.990338	3.10534e+07	50493.4	78099.6	621	621	1	1	2.76632e+07	44546.2	69573.1
