# doc pdhd/10 d10_coverage.py det=pdhd status=0 files=61
det	event	run	block	apa	npts	L	status	wire_med	frac_hi96	hit_u	pres_u	cov_u	covch_u	qhit_u	qpt_u	qpcm_u	hit_v	pres_v	cov_v	covch_v	qhit_v	qpt_v	qpcm_v	hit_w	pres_w	cov_w	covch_w	qhit_w	qpt_w	qpcm_w
pdhd	028084_0_d30hpost	028084	430	2	224	140.814	0	511	0	214	214	0.955357	0.955357	1.20676e+07	56390.6	85699	222	224	0.991071	1	1.20786e+07	54408	85777	224	224	1	1	5.20257e+06	23225.7	36946.5
pdhd	028084_0_d30hpost	028084	610	2	93	60.1085	0	511	0	32	91	0.344086	0.978495	241509	7547.16	4017.88	88	93	0.946237	1	2.75016e+06	31251.8	45753.2	36	80	0.387097	0.860215	1.14325e+06	31756.9	19019.7
pdhd	028084_0_d30hpost	028084	1080	3	228	142.727	0	445	0	142	172	0.622807	0.754386	3.57755e+06	25194	25065.7	145	228	0.635965	1	3.3514e+06	23113.1	23481.2	140	228	0.614035	1	2.05951e+06	14710.8	14429.7
pdhd	028084_0_d30hpost	028084	1170	3	514	333.005	0	343.5	0	512	514	0.996109	1	1.85131e+07	36158.5	55594.2	508	511	0.988327	0.994163	1.5873e+07	31246	47666	512	512	0.996109	0.996109	8.38558e+06	16378.1	25181.6
pdhd	028084_10_d30hpost	028084	310	0	222	138.517	0	577	0	201	208	0.905405	0.936937	5.54756e+06	27599.8	40049.7	208	219	0.936937	0.986486	8.99624e+06	43251.2	64946.9	188	221	0.846847	0.995495	1.73316e+06	9218.96	12512.3
pdhd	028084_10_d30hpost	028084	350	0	104	64.352	0	733	0	83	104	0.798077	1	2.28442e+06	27523.2	35498.9	82	104	0.788462	1	2.42693e+06	29596.7	37713.4	73	104	0.701923	1	836176	11454.5	12993.8
pdhd	028084_10_d30hpost	028084	390	2	898	570.408	0	680	0	846	868	0.942094	0.966592	3.78803e+07	44775.7	66409.1	848	879	0.944321	0.978842	3.96663e+07	46776.3	69540.2	722	881	0.804009	0.981069	1.82767e+07	25314	32041.5
pdhd	028084_10_d30hpost	028084	931	3	466	300.65	0	444	0	408	452	0.875536	0.969957	1.05068e+07	25752.1	34947.1	394	422	0.845494	0.905579	8.50734e+06	21592.2	28296.5	466	466	1	1	6.72824e+06	14438.3	22379
pdhd	028084_10_d30hpost	028084	1050	0	57	36.6233	0	903	1	55	55	0.964912	0.964912	3.5984e+06	65425.4	98254.4	57	57	1	1	3.59042e+06	62989.9	98036.7	57	57	1	1	2.00386e+06	35155.5	54715.6
pdhd	028084_10_d30hpost	028084	1050	1	252	161.913	0	452	0	247	247	0.980159	0.980159	9.96186e+06	40331.4	61525.9	238	242	0.944444	0.960317	8.80086e+06	36978.4	54355.3	246	248	0.97619	0.984127	4.67297e+06	18995.8	28860.9
pdhd	028084_10_d30hpost	028084	1050	3	95	61.0388	0	59	0	7	48	0.0736842	0.505263	69238	9891.14	1134.33	3	6	0.0315789	0.0631579	17911	5970.33	293.436	4	57	0.0421053	0.6	15552	3888	254.789
pdhd	028084_11_d30hpost	028084	440	0	207	125.384	0	782	0	131	145	0.63285	0.700483	7.1209e+06	54358	56792.8	23	53	0.111111	0.256039	1.11544e+06	48497.2	8896.17	48	120	0.231884	0.57971	669315	13944.1	5338.13
pdhd	028084_12_d30hpost	028084	620	2	374	224.494	0	924	1	64	360	0.171123	0.962567	359981	5624.7	1603.52	100	374	0.26738	1	384608	3846.08	1713.22	38	354	0.101604	0.946524	116114	3055.63	517.226
pdhd	028084_12_d30hpost	028084	750	0	474	296.988	0	731	0.116034	253	474	0.533755	1	9.93078e+06	39252.1	33438.4	154	403	0.324895	0.850211	4.95451e+06	32172.1	16682.5	152	473	0.320675	0.99789	1.79898e+06	11835.4	6057.43
pdhd	028084_12_d30hpost	028084	1000	1	254	162.747	0	394	0	254	254	1	1	2.03368e+07	80066.2	124960	249	249	0.980315	0.980315	1.01962e+07	40948.7	62650.8	254	254	1	1	5.43895e+06	21413.2	33419.7
pdhd	028084_12_d30hpost	028084	1000	3	440	281.924	0	159.5	0	439	440	0.997727	1	4.1459e+07	94439.7	147057	430	438	0.977273	0.995455	1.84974e+07	43017.3	65611.4	436	437	0.990909	0.993182	1.1257e+07	25818.9	39929.4
pdhd	028084_12_d30hpost	028084	1080	1	286	183.866	0	318.5	0	253	258	0.884615	0.902098	1.10483e+07	43669.1	60088.8	267	270	0.933566	0.944056	1.76547e+07	66122.3	96019.2	257	258	0.898601	0.902098	4.32136e+06	16814.6	23502.8
pdhd	028084_12_d30hpost	028084	1080	3	321	206.367	0	183	0	262	289	0.816199	0.900312	9.84578e+06	37579.3	47710	225	244	0.700935	0.760125	1.66726e+07	74100.3	80790.8	221	236	0.688474	0.735202	3.82896e+06	17325.6	18554.2
pdhd	028084_12_d30hpost	028084	1130	1	86	52.2945	0	236.5	0	63	86	0.732558	1	1.67644e+06	26610.2	32057.7	35	59	0.406977	0.686047	780222	22292.1	14919.8	43	58	0.5	0.674419	913800	21251.2	17474.1
pdhd	028084_12_d30hpost	028084	1290	3	121	74.2111	0	52	0	73	93	0.603306	0.768595	1.26352e+06	17308.5	17026	39	79	0.322314	0.652893	1.21945e+06	31268	16432.2	20	75	0.165289	0.619835	391657	19582.8	5277.61
pdhd	028084_12_d30hpost	028084	1300	3	789	511.356	0	199	0	704	722	0.892269	0.915082	3.62439e+07	51482.9	70878	687	741	0.870722	0.939163	8.67397e+07	126259	169627	788	788	0.998733	0.998733	3.37083e+07	42777.1	65919.5
pdhd	028084_13_d30hpost	028084	390	0	89	52.4381	0	532	0	26	54	0.292135	0.606742	795246	30586.4	15165.4	6	10	0.0674157	0.11236	33519	5586.5	639.211	23	89	0.258427	1	202668	8811.65	3864.9
pdhd	028084_13_d30hpost	028084	460	2	101	62.7547	0	931	1	58	78	0.574257	0.772277	1.59295e+06	27464.6	25383.7	64	74	0.633663	0.732673	2.04003e+06	31875.5	32508	57	65	0.564356	0.643564	614881	10787.4	9798.17
pdhd	028084_13_d30hpost	028084	490	2	153	91.7594	0	628	0	13	50	0.0849673	0.326797	63165	4858.85	688.377	14	21	0.0915033	0.137255	96392	6885.14	1050.49	11	99	0.0718954	0.647059	20255	1841.36	220.74
pdhd	028084_13_d30hpost	028084	1080	1	427	268.285	0	15	0	322	353	0.754098	0.826698	9.92477e+06	30822.3	36993.4	311	369	0.728337	0.864169	7.52504e+06	24196.3	28048.7	311	425	0.728337	0.995316	5.87501e+06	18890.7	21898.4
pdhd	028084_13_d30hpost	028084	1180	1	228	140.391	0	403	0	78	197	0.342105	0.864035	1.72891e+06	22165.5	12315	105	193	0.460526	0.846491	1.90096e+06	18104.4	13540.5	70	178	0.307018	0.780702	773246	11046.4	5507.82
pdhd	028084_13_d30hpost	028084	1180	3	33	20.3197	0	15	0	8	10	0.242424	0.30303	163911	20488.9	8066.6	7	10	0.212121	0.30303	10444	1492	513.984	2	2	0.0606061	0.0606061	3900	1950	191.932
pdhd	028084_13_d30hpost	028084	1330	3	79	47.588	0	439	0	13	44	0.164557	0.556962	39255	3019.62	824.894	6	21	0.0759494	0.265823	12494	2082.33	262.545	5	22	0.0632911	0.278481	13466	2693.2	282.971
pdhd	028084_14_d30hpost	028084	200	2	110	73.005	0	903.5	1	106	110	0.963636	1	5.5432e+06	52294.4	75929.1	105	109	0.954545	0.990909	5.09265e+06	48501.4	69757.5	110	110	1	1	2.41378e+06	21943.5	33063.2
pdhd	028084_15_d30hpost	028084	280	0	82	52.4943	0	545.5	0	39	74	0.47561	0.902439	737948	18921.7	14057.7	40	42	0.487805	0.512195	1.74237e+06	43559.3	33191.7	36	78	0.439024	0.95122	341832	9495.33	6511.79
pdhd	028084_15_d30hpost	028084	310	0	51	31.7021	0	491	0	51	51	1	1	1.09882e+06	21545.4	34660.7	51	51	1	1	1.45371e+06	28504.1	45855.3	42	49	0.823529	0.960784	259084	6168.67	8172.44
pdhd	028084_15_d30hpost	028084	520	2	109	66.2581	0	934	1	23	91	0.211009	0.834862	103931	4518.74	1568.58	27	109	0.247706	1	116768	4324.74	1762.32	15	87	0.137615	0.798165	25856	1723.73	390.232
pdhd	028084_16_d30hpost	028084	500	2	833	498.898	0	918	0.881152	126	798	0.151261	0.957983	585538	4647.13	1173.66	157	809	0.188475	0.971188	497990	3171.91	998.181	85	745	0.102041	0.894358	188985	2223.35	378.805
pdhd	028084_16_d30hpost	028084	1000	1	294	189.901	0	309.5	0	294	294	1	1	1.07965e+07	36722.7	56853.3	293	294	0.996599	1	7.14583e+06	24388.5	37629.3	294	294	1	1	4.64167e+06	15788	24442.6
pdhd	028084_16_d30hpost	028084	1060	1	637	408.748	0	262	0	619	637	0.971743	1	4.04318e+07	65317.9	98916.2	629	632	0.987441	0.992151	2.35237e+07	37398.5	57550.5	636	637	0.99843	1	1.28304e+07	20173.6	31389.5
pdhd	028084_16_d30hpost	028084	1060	3	50	32.0838	0	6	0	50	50	1	1	8.39226e+06	167845	261573	41	46	0.82	0.92	2.29535e+06	55984.2	71542.3	50	50	1	1	1.99441e+06	39888.1	62162.3
pdhd	028084_17_d30hpost	028084	410	2	507	321.105	0	816	0.207101	432	444	0.852071	0.87574	2.53733e+07	58734.5	79018.8	436	457	0.859961	0.901381	2.04186e+07	46831.6	63588.5	457	507	0.901381	1	1.02482e+07	22424.9	31915.3
pdhd	028084_17_d30hpost	028084	450	2	101	62.0999	0	606	0	24	32	0.237624	0.316832	561600	23400	9043.49	42	63	0.415842	0.623762	1.41651e+06	33726.5	22810.2	35	63	0.346535	0.623762	336946	9627.03	5425.87
pdhd	028084_17_d30hpost	028084	470	2	230	141.714	0	915	1	113	135	0.491304	0.586957	4.21508e+06	37301.6	29743.5	75	114	0.326087	0.495652	3.50062e+06	46675	24701.9	74	164	0.321739	0.713043	1.02136e+06	13802.2	7207.18
pdhd	028084_17_d30hpost	028084	550	0	532	346.94	0	804.5	0.327068	531	532	0.99812	1	5.96115e+07	112263	171821	531	531	0.99812	0.99812	2.33735e+07	44017.9	67370.6	531	531	0.99812	0.99812	1.59385e+07	30016.1	45940.4
pdhd	028084_17_d30hpost	028084	550	2	31	20.2164	0	486	0	31	31	1	1	2.79591e+06	90190.5	138299	30	31	0.967742	1	1.39011e+06	46336.9	68761.3	31	31	1	1	820463	26466.5	40584
pdhd	028084_18_d30hpost	028084	190	2	209	129.62	0	892	0.861244	42	157	0.200957	0.751196	1.86374e+06	44374.9	14378.5	28	206	0.133971	0.985646	54738	1954.93	422.296	47	190	0.22488	0.909091	2.71131e+06	57687.5	20917.4
pdhd	028084_18_d30hpost	028084	360	0	562	347.923	0	657	0	410	517	0.729537	0.919929	2.51868e+07	61431.3	72392	403	432	0.717082	0.768683	1.95499e+07	48511	56190.5	203	521	0.36121	0.927046	2.23376e+06	11003.7	6420.28
pdhd	028084_18_d30hpost	028084	490	0	445	283.465	0	902	1	441	445	0.991011	1	2.06906e+07	46917.3	72991.6	435	445	0.977528	1	2.27274e+07	52247	80177.2	420	445	0.94382	1	1.23002e+07	29286.1	43392.2
pdhd	028084_18_d30hpost	028084	571	2	76	54.142	0	949.5	1	16	76	0.210526	1	162237	10139.8	2996.51	51	76	0.671053	1	597954	11724.6	11044.2	4	45	0.0526316	0.592105	35842	8960.5	661.999
pdhd	028084_18_d30hpost	028084	1060	1	564	362.576	0	219	0	563	563	0.998227	0.998227	1.45509e+07	25845.2	40131.9	552	558	0.978723	0.989362	1.41352e+07	25607.3	38985.5	563	564	0.998227	1	7.90534e+06	14041.5	21803.3
pdhd	028084_18_d30hpost	028084	1370	3	46	27.8563	0	26.5	0	6	9	0.130435	0.195652	44700	7450	1604.67	5	37	0.108696	0.804348	42251	8450.2	1516.75	4	18	0.0869565	0.391304	20073	5018.25	720.592
pdhd	028084_19_d30hpost	028084	631	2	281	168.642	0	812	0.345196	16	159	0.0569395	0.565836	102938	6433.62	610.395	28	152	0.0996441	0.540925	131068	4681	777.198	9	168	0.0320285	0.597865	15322	1702.44	90.8554
pdhd	028084_19_d30hpost	028084	1420	3	79	48.156	0	421	0	7	7	0.0886076	0.0886076	67757	9679.57	1407.03	21	37	0.265823	0.468354	378510	18024.3	7860.09	6	30	0.0759494	0.379747	25391	4231.83	527.266
pdhd	028084_1_d30hpost	028084	250	0	84	53.3594	0	500.5	0	84	84	1	1	5.66979e+06	67497.5	106257	84	84	1	1	3.42443e+06	40767.1	64176.7	84	84	1	1	2.64111e+06	31441.8	49496.7
pdhd	028084_1_d30hpost	028084	290	2	49	30.0959	0	563	0	44	44	0.897959	0.897959	870063	19774.2	28909.7	49	49	1	1	1.59471e+06	32545.1	52987.6	46	46	0.938776	0.938776	482752	10494.6	16040.4
pdhd	028084_1_d30hpost	028084	331	2	638	401.931	0	719.5	0.194357	115	246	0.180251	0.38558	1.46245e+06	12716.9	3638.55	205	327	0.321317	0.512539	1.64077e+08	800374	408221	109	214	0.170846	0.335423	1.26713e+06	11625.1	3152.61
pdhd	028084_1_d30hpost	028084	390	0	209	130.134	0	913	0.913876	135	154	0.645933	0.736842	2.91311e+06	21578.6	22385.4	165	209	0.789474	1	6.8126e+06	41288.5	52350.5	137	204	0.655502	0.976077	1.51355e+06	11047.8	11630.7
pdhd	028084_1_d30hpost	028084	390	2	86	53.5481	0	505	0	77	81	0.895349	0.94186	1.30264e+06	16917.4	24326.6	48	57	0.55814	0.662791	934481	19468.4	17451.2	76	79	0.883721	0.918605	740073	9737.8	13820.7
pdhd	028084_1_d30hpost	028084	480	0	59	37.4574	0	494	0	59	59	1	1	1.83866e+06	31163.7	49086.7	58	59	0.983051	1	2.47667e+06	42701.3	66119.7	59	59	1	1	1.30796e+06	22168.8	34918.6
pdhd	028084_1_d30hpost	028084	530	0	107	67.199	0	924	1	98	107	0.915888	1	3.3561e+06	34246	49942.7	100	107	0.934579	1	4.54667e+06	45466.7	67659.8	91	107	0.850467	1	656896	7218.64	9775.38
pdhd	028084_1_d30hpost	028084	530	2	187	117.441	0	566	0	116	141	0.620321	0.754011	920399	7934.47	7837.1	127	143	0.679144	0.764706	7.51735e+06	59191.7	64009.4	120	124	0.641711	0.663102	2.03674e+06	16972.9	17342.7
pdhd	028084_1_d30hpost	028084	1310	1	19	12.9961	0	477	0	16	16	0.842105	0.842105	331772	20735.8	25528.6	19	19	1	1	280352	14755.4	21572	19	19	1	1	211040	11107.4	16238.7
pdhd	028084_1_d30hpost	028084	1310	3	141	96.4448	0	18	0	77	99	0.546099	0.702128	1.18816e+06	15430.7	12319.6	90	127	0.638298	0.900709	2.53584e+06	28176	26293.2	90	135	0.638298	0.957447	1.12261e+06	12473.4	11639.9
pdhd	028084_1_d30hpost	028084	1420	3	325	208.428	0	118	0	325	325	1	1	2.74342e+07	84412.8	131624	325	325	1	1	1.73125e+07	53269.1	83062.1	324	325	0.996923	1	1.78849e+07	55200.3	85808.6
pdhd	028084_20_d30hpost	028084	200	0	395	252.147	0	812	0	364	368	0.921519	0.931646	1.56765e+07	43067.3	62172.1	360	371	0.911392	0.939241	1.70031e+07	47230.8	67433.1	284	395	0.718987	1	6.55184e+06	23069.9	25984.2
pdhd	028084_20_d30hpost	028084	260	0	176	108.858	0	600.5	0	167	176	0.948864	1	4.00196e+06	23963.8	36763.2	144	176	0.818182	1	2.15954e+06	14996.8	19838.2	162	176	0.920455	1	1.12217e+06	6926.96	10308.6
pdhd	028084_20_d30hpost	028084	390	0	351	222.234	0	805	0	343	351	0.977208	1	1.37096e+07	39969.6	61689.8	337	345	0.960114	0.982906	1.38403e+07	41069.2	62278.2	227	351	0.646724	1	3.14812e+06	13868.4	14165.8
pdhd	028084_20_d30hpost	028084	601	2	675	408.987	0	925	0.939259	117	639	0.173333	0.946667	1.00055e+06	8551.74	2446.42	116	656	0.171852	0.971852	523256	4510.83	1279.4	52	653	0.077037	0.967407	135135	2598.75	330.414
pdhd	028084_20_d30hpost	028084	650	0	102	61.9291	0	707	0	52	70	0.509804	0.686275	576216	11081.1	9304.44	61	102	0.598039	1	1.4878e+06	24390.2	24024.2	56	101	0.54902	0.990196	727325	12987.9	11744.5
pdhd	028084_20_d30hpost	028084	1060	1	188	120.085	0	177	0	188	188	1	1	1.03409e+07	55005	86113.3	188	188	1	1	7.85876e+06	41801.9	65443	188	188	1	1	4.27373e+06	22732.6	35589.1
pdhd	028084_20_d30hpost	028084	1240	2	383	239.428	0	766	0.0208877	270	383	0.704961	1	1.07395e+07	39775.8	44854.7	258	296	0.673629	0.772846	8.84855e+06	34296.7	36957	254	277	0.663185	0.723238	3.38368e+06	13321.6	14132.3
pdhd	028084_20_d30hpost	028084	1240	3	203	126.903	0	449	0	102	155	0.502463	0.763547	2.61145e+06	25602.4	20578.2	109	153	0.536946	0.753695	1.89119e+06	17350.4	14902.6	101	157	0.497537	0.773399	1.15027e+06	11388.8	9064.18
pdhd	028084_21_d30hpost	028084	170	0	102	62.231	0	538.5	0	97	102	0.95098	1	3.15292e+06	32504.3	50664.8	102	102	1	1	5.35178e+06	52468.4	85998.6	102	102	1	1	2.45977e+06	24115.4	39526.5
pdhd	028084_21_d30hpost	028084	270	0	218	142.654	0	762	0	218	218	1	1	6.78934e+06	31143.8	47593.1	206	218	0.944954	1	1.58093e+07	76744.1	110823	215	216	0.986239	0.990826	4.46019e+06	20745.1	31265.8
pdhd	028084_21_d30hpost	028084	560	2	759	488.61	0	674	0	754	754	0.993412	0.993412	4.00613e+07	53131.7	81990.4	756	757	0.996047	0.997365	8.38084e+07	110858	171524	757	757	0.997365	0.997365	4.01731e+07	53068.9	82219.3
pdhd	028084_21_d30hpost	028084	620	2	182	113.982	0	777.5	0.120879	96	172	0.527473	0.945055	4.02076e+06	41882.9	35275.5	95	128	0.521978	0.703297	5.41202e+06	56968.7	47481.5	95	127	0.521978	0.697802	1.36215e+06	14338.4	11950.6
pdhd	028084_21_d30hpost	028084	1250	3	386	244.484	0	150.5	0	386	386	1	1	2.17368e+07	56312.8	88908.5	383	386	0.992228	1	1.69859e+07	44349.7	69476.6	386	386	1	1	1.24788e+07	32328.5	51041.2
pdhd	028084_21_d30hpost	028084	1290	1	87	55.8631	0	441	0	87	87	1	1	4.578e+06	52620.6	81950.3	87	87	1	1	7.49372e+06	86134.8	134144	87	87	1	1	2.03913e+06	23438.3	36502.3
pdhd	028084_21_d30hpost	028084	1290	3	220	141.263	0	116	0	220	220	1	1	7.64834e+06	34765.2	54142.6	220	220	1	1	1.51509e+07	68867.7	107253	220	220	1	1	3.64694e+06	16577	25816.6
pdhd	028084_21_d30hpost	028084	1310	1	448	286.312	0	11	0	224	358	0.5	0.799107	9.16854e+06	40931	32022.9	222	319	0.495536	0.712054	2.67471e+06	12048.2	9341.93	245	443	0.546875	0.988839	1.01471e+07	41416.6	35440.6
pdhd	028084_22_d30hpost	028084	560	2	612	381.342	0	684.5	0.0735294	340	567	0.555556	0.926471	1.59551e+07	46926.9	41839.4	353	605	0.576797	0.988562	3.25711e+07	92269.3	85411.6	321	498	0.52451	0.813725	1.36014e+07	42371.8	35667.1
pdhd	028084_22_d30hpost	028084	1030	1	168	104.971	0	49.5	0	84	150	0.5	0.892857	2.16162e+06	25733.6	20592.6	67	153	0.39881	0.910714	1.68626e+06	25168	16064.1	68	121	0.404762	0.720238	958894	14101.4	9134.87
pdhd	028084_22_d30hpost	028084	1190	3	148	88.6962	0	103	0	17	66	0.114865	0.445946	68733	4043.12	774.926	14	69	0.0945946	0.466216	79992	5713.71	901.865	15	72	0.101351	0.486486	44624	2974.93	503.111
pdhd	028084_22_d30hpost	028084	1260	3	356	221.342	0	136.5	0	155	224	0.435393	0.629213	6.42017e+06	41420.5	29005.7	157	205	0.441011	0.575843	5.36943e+06	34200.2	24258.6	146	176	0.410112	0.494382	2.16868e+06	14854	9797.88
pdhd	028084_23_d30hpost	028084	630	2	69	41.2828	0	821	0	5	69	0.0724638	1	13940	2788	337.671	3	15	0.0434783	0.217391	11120	3706.67	269.361	3	9	0.0434783	0.130435	2340	780	56.6821
pdhd	028084_23_d30hpost	028084	1220	3	100	64.1715	0	276.5	0	85	89	0.85	0.89	8.40943e+06	98934.5	131046	99	100	0.99	1	4.44185e+06	44867.2	69218.5	99	99	0.99	0.99	2.73598e+06	27636.2	42635.5
pdhd	028084_24_d30hpost	028084	330	0	110	69.1305	0	907.5	1	69	85	0.627273	0.772727	1.26961e+06	18400.1	18365.4	38	58	0.345455	0.527273	1.57806e+06	41528	22827.3	35	110	0.318182	1	604975	17285	8751.21
pdhd	028084_24_d30hpost	028084	590	2	245	150.794	0	576	0	6	209	0.0244898	0.853061	80032	13338.7	530.737	102	241	0.416327	0.983673	2.29282e+06	22478.6	15205	41	209	0.167347	0.853061	335395	8180.37	2224.19
pdhd	028084_24_d30hpost	028084	990	1	629	403.84	0	276	0	610	611	0.969793	0.971383	1.34591e+07	22064	33327.7	629	629	1	1	1.56608e+07	24898	38779.8	629	629	1	1	8.19474e+06	13028.2	20292
pdhd	028084_24_d30hpost	028084	1010	1	240	144.178	0	100	0	17	118	0.0708333	0.491667	119458	7026.94	828.547	19	153	0.0791667	0.6375	113865	5992.89	789.755	10	117	0.0416667	0.4875	49523	4952.3	343.486
pdhd	028084_24_d30hpost	028084	1080	1	307	195.818	0	436	0	281	294	0.915309	0.957655	9.31162e+06	33137.4	47552.5	269	291	0.876221	0.947883	7.55621e+06	28090	38588	274	307	0.892508	1	4.8677e+06	17765.3	24858.3
pdhd	028084_24_d30hpost	028084	1110	1	76	48.5101	0	52	0	76	76	1	1	3.43657e+06	45218	70842.3	76	76	1	1	2.46814e+06	32475.6	50878.9	76	76	1	1	1.84149e+06	24230.1	37960.9
pdhd	028084_25_d30hpost	028084	280	0	217	138.435	0	551	0	214	216	0.986175	0.995392	1.16792e+07	54575.9	84366	217	217	1	1	8.99266e+06	41440.8	64959.2	217	217	1	1	4.70181e+06	21667.3	33963.9
pdhd	028084_25_d30hpost	028084	390	2	271	170.966	0	914	0.918819	268	268	0.98893	0.98893	1.49178e+07	55663.4	87256	271	271	1	1	2.88682e+07	106525	168853	264	271	0.97417	1	9.86912e+06	37383	57725.7
pdhd	028084_25_d30hpost	028084	760	1	80	48.1631	0	101	0	6	32	0.075	0.4	68233	11372.2	1416.71	5	26	0.0625	0.325	36412	7282.4	756.014	5	7	0.0625	0.0875	43121	8624.2	895.311
pdhd	028084_25_d30hpost	028084	840	1	268	172.831	0	290	0	268	268	1	1	2.75548e+07	102816	159432	265	265	0.988806	0.988806	1.60781e+07	60671.9	93027.6	268	268	1	1	1.5308e+07	57119.3	88571.9
pdhd	028084_25_d30hpost	028084	1131	3	118	74.5311	0	443	0	115	115	0.974576	0.974576	4.16434e+06	36211.6	55873.8	116	118	0.983051	1	4.09793e+06	35327	54982.8	118	118	1	1	1.84814e+06	15662.2	24796.9
pdhd	028084_26_d30hpost	028084	320	0	495	312.948	0	691	0.109091	495	495	1	1	4.80587e+07	97088.3	153568	495	495	1	1	1.89359e+07	38254.3	60508	494	494	0.99798	0.99798	1.07138e+07	21687.9	34235.2
pdhd	028084_26_d30hpost	028084	1110	3	484	310.907	0	371	0	483	483	0.997934	0.997934	2.54455e+07	52682.1	81842.7	475	475	0.981405	0.981405	1.84924e+07	38931.4	59479	483	483	0.997934	0.997934	1.02575e+07	21237	32992
pdhd	028084_26_d30hpost	028084	1160	3	84	51.0982	0	94.5	0	12	34	0.142857	0.404762	443709	36975.8	8683.46	12	39	0.142857	0.464286	407652	33971	7977.81	18	37	0.214286	0.440476	236459	13136.6	4627.54
pdhd	028084_26_d30hpost	028084	1190	3	81	48.4728	0	447	0	5	81	0.0617284	1	18153	3630.6	374.499	4	40	0.0493827	0.493827	32757	8189.25	675.782	3	26	0.037037	0.320988	8419	2806.33	173.685
pdhd	028084_27_d30hpost	028084	380	2	209	124.828	0	851	0.444976	50	89	0.239234	0.425837	1.03856e+06	20771.2	8319.97	18	61	0.0861244	0.291866	225215	12511.9	1804.21	17	60	0.0813397	0.287081	75359	4432.88	603.705
pdhd	028084_27_d30hpost	028084	450	2	266	164.925	0	793	0.281955	89	124	0.334586	0.466165	8.14666e+06	91535.6	49396.2	97	145	0.364662	0.545113	3.41208e+06	35176	20688.7	78	104	0.293233	0.390977	1.30159e+06	16687.1	7892.03
pdhd	028084_27_d30hpost	028084	530	0	71	49.3656	0	926	0.774648	31	62	0.43662	0.873239	577049	18614.5	11689.3	28	42	0.394366	0.591549	1.91556e+06	68412.9	38803.5	25	30	0.352113	0.422535	498527	19941.1	10098.7
pdhd	028084_27_d30hpost	028084	530	2	249	173.127	0	535	0	249	249	1	1	1.36022e+07	54627.5	78567.9	249	249	1	1	1.0419e+07	41843.5	60181.4	247	247	0.991968	0.991968	3.88294e+06	15720.4	22428.3
pdhd	028084_27_d30hpost	028084	920	1	358	226.94	0	188	0	356	356	0.994413	0.994413	1.41007e+07	39608.6	62134	347	347	0.969274	0.969274	2.04858e+07	59036.8	90269.6	358	358	1	1	6.30837e+06	17621.2	27797.6
pdhd	028084_27_d30hpost	028084	1100	3	86	52.185	0	154	0	22	22	0.255814	0.255814	531174	24144.3	10178.7	37	44	0.430233	0.511628	758617	20503.2	14537.1	35	44	0.406977	0.511628	248494	7099.83	4761.79
pdhd	028084_28_d30hpost	028084	360	0	208	130.269	0	524	0	51	163	0.245192	0.783654	1.17161e+06	22972.7	8993.79	47	75	0.225962	0.360577	1.67863e+06	35715.6	12885.9	74	208	0.355769	1	948621	12819.2	7282.03
pdhd	028084_28_d30hpost	028084	1030	1	466	300.018	0	418.5	0	462	462	0.991416	0.991416	2.07601e+07	44935.3	69196.3	466	466	1	1	2.92612e+07	62792.4	97531.6	462	466	0.991416	1	1.37717e+07	29808.8	45902.9
pdhd	028084_28_d30hpost	028084	1030	3	528	339.935	0	64.5	0	528	528	1	1	2.43064e+07	46034.9	71503.2	528	528	1	1	2.90693e+07	55055.5	85514.5	523	528	0.99053	1	1.51992e+07	29061.5	44712
