apa	ntrk	npts	frame_q_per_cm	ctpc_q_per_cm	fit_q_per_cm	ctpc_over_frame	fit_over_ctpc
0	21	4628	259.3	243.6	49094	44802	40798	0.913	0.911
1	13	3770	6357.1	6470.7	45326	43977	44051	0.970	1.002
2	24	7289	4241.4	3836.0	27198	29458	28469	1.083	0.966
3	18	4536	5918.2	6032.7	44018	44279	32351	1.006	0.731
