# doc pdhd/11 d11_fit_image.py  fit point -> nearest charge in the event (cm)
arm	event	block	cluster	npts	status	med	f3	f10	negq
BOTH	028084_24_d11both	1360	136	406	7	0.4881	0.0197	0	0.06404
BOTH	028084_25_d11both	190	19	21	7	0.4425	0	0	0
BOTH	028084_25_d11both	220	22	111	2	0.533	0.1351	0.02703	0.06306
BOTH	028084_25_d11both	240	24	633	4	0.5235	0.05529	0.00316	0.1359
BOTH	028084_25_d11both	260	26	580	3	0.4685	0	0	0.08103
BOTH	028084_25_d11both	280	28	217	0	0.4766	0	0	0.05069
BOTH	028084_25_d11both	290	29	350	7	0.47	0.05143	0	0.1629
BOTH	028084_25_d11both	350	35	776	3	0.4577	0	0	0.002577
BOTH	028084_25_d11both	360	36	297	0	0.4982	0.01347	0	0.05051
BOTH	028084_25_d11both	390	39	271	0	0.4941	0	0	0.08856
BOTH	028084_25_d11both	810	81	137	7	0.7425	0.2117	0.06569	0.3942
BOTH	028084_25_d11both	811	81	143	2	0.9021	0.2448	0.09091	0.3776
BOTH	028084_25_d11both	840	84	268	0	0.5241	0	0	0
BOTH	028084_25_d11both	910	91	876	4	0.537	0	0	0.03995
BOTH	028084_25_d11both	980	98	517	2	0.5543	0.1992	0.06383	0.147
BOTH	028084_25_d11both	1130	113	110	3	0.5745	0	0	0.05455
BOTH	028084_25_d11both	1131	113	117	0	0.565	0	0	0.07692
BOTH	028084_25_d11both	1140	114	948	2	0.5396	0.07384	0.0116	0.08439
BOTH	028084_26_d11both	240	24	63	7	0.3818	0	0	0
BOTH	028084_26_d11both	320	32	495	0	0.4424	0	0	0.09293
BOTH	028084_26_d11both	380	38	207	4	0.9776	0.314	0.07246	0.657
BOTH	028084_26_d11both	400	40	512	7	0.4924	0	0	0.1406
BOTH	028084_26_d11both	410	41	251	3	0.5029	0.003984	0	0.1076
BOTH	028084_26_d11both	430	43	238	0	0.5383	0	0	0.07143
BOTH	028084_26_d11both	530	53	252	2	0.4934	0.119	0.06349	0.1349
BOTH	028084_26_d11both	920	92	527	2	0.5624	0.03036	0.00759	0.09867
BOTH	028084_26_d11both	940	94	494	2	0.5538	0.0749	0.04049	0.08704
BOTH	028084_26_d11both	1010	101	97	3	0.5012	0	0	0
BOTH	028084_26_d11both	1050	105	713	2	0.5479	0	0	0.007013
BOTH	028084_26_d11both	1070	107	27	3	12.28	0.7037	0.6667	0.8889
BOTH	028084_26_d11both	1090	109	71	2	0.9444	0.2676	0.07042	0.5211
BOTH	028084_26_d11both	1110	111	484	0	0.5548	0	0	0.02273
BOTH	028084_26_d11both	1150	115	394	4	0.5821	0.02284	0	0.04061
BOTH	028084_26_d11both	1160	116	23	0	0.6618	0.08696	0	0.7391
BOTH	028084_26_d11both	1180	118	72	3	2.621	0.4722	0.09722	0.6528
BOTH	028084_27_d11both	260	26	502	2	0.5006	0.02988	0	0.02789
BOTH	028084_27_d11both	310	31	449	5	0.4695	0.02895	0	0.118
BOTH	028084_27_d11both	320	32	184	2	0.4861	0.05435	0.005435	0.1141
BOTH	028084_27_d11both	380	38	58	0	2.132	0.4138	0	0.7241
BOTH	028084_27_d11both	450	45	114	0	0.5915	0.1228	0	0.2368
BOTH	028084_27_d11both	530	53	299	0	0.5088	0.05351	0.04682	0.08027
BOTH	028084_27_d11both	880	88	432	2	0.5576	0.03935	0	0.1042
BOTH	028084_27_d11both	881	88	418	3	0.5508	0.04067	0	0.1316
BOTH	028084_27_d11both	920	92	358	0	0.4442	0	0	0.00838
BOTH	028084_27_d11both	990	99	308	2	0.6064	0.2013	0.1656	0.05195
BOTH	028084_27_d11both	1030	103	503	2	0.4897	0.01789	0	0.04374
BOTH	028084_27_d11both	1060	106	180	2	0.4749	0.03889	0.02222	0.1
BOTH	028084_27_d11both	1070	107	224	3	0.4714	0.04464	0	0.09821
BOTH	028084_27_d11both	1100	110	38	0	0.7087	0.2632	0	0.6316
BOTH	028084_27_d11both	1110	111	904	7	0.5399	0.006637	0	0.05088
BOTH	028084_27_d11both	1120	112	488	2	0.4811	0	0	0.004098
BOTH	028084_28_d11both	270	27	141	7	0.5915	0	0	0.2624
BOTH	028084_28_d11both	300	30	255	7	2.005	0.4157	0.102	0.4275
BOTH	028084_28_d11both	320	32	769	7	0.4436	0	0	0.09363
BOTH	028084_28_d11both	360	36	208	0	11.84	0.7356	0.5337	0.4135
BOTH	028084_28_d11both	380	38	232	2	0.4604	0	0	0.0819
BOTH	028084_28_d11both	390	39	1022	7	0.4948	0	0	0.091
BOTH	028084_28_d11both	410	41	271	2	0.4282	0.07011	0	0.107
BOTH	028084_28_d11both	430	43	554	3	0.4415	0	0	0.05957
BOTH	028084_28_d11both	440	44	343	4	0.4795	0	0	0.09621
BOTH	028084_28_d11both	490	49	621	3	0.5082	0	0	0.03221
BOTH	028084_28_d11both	510	51	427	3	0.5147	0	0	0.1475
BOTH	028084_28_d11both	620	62	541	2	0.4801	0.007394	0	0.09427
BOTH	028084_28_d11both	990	99	80	3	0.5531	0	0	0.1125
BOTH	028084_28_d11both	1030	103	994	0	0.5237	0	0	0.02213
BOTH	028084_28_d11both	1050	105	85	0	7.607	0.6588	0.4	0.6824
BOTH	028084_28_d11both	1070	107	175	0	0.5328	0.1143	0	0.3257
BOTH	028084_28_d11both	1090	109	231	2	0.5977	0.2338	0.09524	0.3766
BOTH	028084_28_d11both	1110	111	595	3	0.5433	0	0	0.02689
BOTH	028084_28_d11both	1130	113	519	4	0.5402	0	0	0.02312
BOTH	028084_28_d11both	1160	116	480	2	0.5084	0	0	0.06875
BOTH	028084_28_d11both	1180	118	781	7	0.4471	0.002561	0	0.03329
BOTH	028084_28_d11both	1210	121	457	3	0.5691	0	0	0.01751
BOTH	028084_28_d11both	1240	124	599	3	0.5816	0.08848	0.04841	0.1135
BOTH	028084_28_d11both	1260	126	336	7	0.5679	0	0	0.02083
BOTH	028084_28_d11both	1270	127	62	3	0.59	0	0	0
BOTH	028084_28_d11both	1280	128	703	0	0.4785	0.02418	0	0.1735
BOTH	028084_28_d11both	1310	131	1185	7	0.5037	0	0	0.04641
BOTH	028084_28_d11both	1320	132	337	7	0.523	0	0	0.02374
BOTH	028084_28_d11both	1330	133	936	0	0.53	0	0	0.003205
BOTH	028084_29_d11both	380	38	127	0	4.079	0.5354	0.3465	0.685
BOTH	028084_29_d11both	400	40	112	7	2.636	0.4821	0.2411	0.3036
BOTH	028084_29_d11both	440	44	317	0	0.6134	0.1262	0.006309	0.1199
BOTH	028084_29_d11both	480	48	46	0	0.8353	0.1739	0.02174	0.913
BOTH	028084_29_d11both	500	50	575	7	0.4342	0.008696	0	0.01217
BOTH	028084_29_d11both	530	53	493	0	0.444	0	0	0.02434
BOTH	028084_29_d11both	550	55	30	3	9.105	0.8	0.3333	0.9
BOTH	028084_29_d11both	560	56	944	2	0.4741	0.04873	0.02119	0.08898
BOTH	028084_29_d11both	580	58	353	2	0.5889	0.3173	0.2436	0.2295
BOTH	028084_29_d11both	610	61	342	3	0.5023	0	0	0.002924
BOTH	028084_29_d11both	1010	101	93	3	0.4427	0	0	0.03226
BOTH	028084_29_d11both	1011	101	90	0	0.462	0	0	0.05556
BOTH	028084_29_d11both	1120	112	159	2	0.8347	0.4403	0.3711	0.4906
BOTH	028084_29_d11both	1121	112	153	0	0.8327	0.4444	0.3725	0.4902
BOTH	028084_29_d11both	1220	122	34	7	0.5495	0	0	0.3529
BOTH	028084_29_d11both	1221	122	31	0	0.5608	0	0	0.3871
BOTH	028084_29_d11both	1300	130	268	3	0.5517	0	0	0
BOTH	028084_29_d11both	1330	133	1040	7	0.5323	0	0	0.02596
BOTH	028084_2_d11both	80	8	103	7	0.4684	0	0	0.2136
BOTH	028084_2_d11both	100	10	251	7	0.4959	0.05976	0	0.05179
BOTH	028084_2_d11both	160	16	423	2	6.51	0.617	0.4232	0.2648
BOTH	028084_2_d11both	190	19	518	4	0.4993	0.05405	0	0.05985
BOTH	028084_2_d11both	200	20	331	2	0.5196	0.1722	0.06949	0.09668
BOTH	028084_2_d11both	260	26	230	2	1.364	0.3957	0.1609	0.1913
BOTH	028084_2_d11both	270	27	115	2	0.4938	0.008696	0	0.1043
BOTH	028084_2_d11both	310	31	727	0	0.4847	0.1018	0.03989	0.07153
BOTH	028084_2_d11both	400	40	653	0	0.4829	0	0	0.03522
BOTH	028084_2_d11both	490	49	385	2	0.6566	0.2597	0.09091	0.08312
BOTH	028084_2_d11both	540	54	909	2	0.4661	0.0286	0.0275	0.0154
BOTH	028084_2_d11both	570	57	110	2	0.5828	0.1909	0	0.3182
BOTH	028084_2_d11both	580	58	879	7	0.4321	0	0	0.05119
BOTH	028084_2_d11both	590	59	372	7	0.5412	0.05376	0	0.0672
BOTH	028084_2_d11both	650	65	103	2	5.573	0.6311	0.2913	0.05825
BOTH	028084_2_d11both	651	65	70	4	7.792	0.7429	0.4	0
BOTH	028084_2_d11both	670	67	22	3	0.7515	0	0	0.5455
BOTH	028084_2_d11both	720	72	472	3	0.5055	0	0	0.04873
BOTH	028084_2_d11both	730	73	41	0	2.364	0.439	0.1463	0.878
BOTH	028084_2_d11both	1020	102	470	7	0.5359	0.01277	0	0.0617
BOTH	028084_2_d11both	1040	104	557	4	0.5461	0.1131	0.04488	0.1616
BOTH	028084_2_d11both	1080	108	403	2	0.4989	0	0	0
BOTH	028084_2_d11both	1150	115	405	3	0.5102	0	0	0.009877
BOTH	028084_2_d11both	1160	116	372	0	0.6303	0.2742	0.07527	0.3763
BOTH	028084_2_d11both	1180	118	230	0	5.349	0.5652	0.3957	0.3
BOTH	028084_2_d11both	1220	122	72	0	4.447	0.6111	0.1111	0.1667
BOTH	028084_2_d11both	1240	124	745	3	0.4999	0.01074	0.01074	0.03087
BOTH	028084_2_d11both	1250	125	591	3	0.5192	0	0	0.01015
BOTH	028084_2_d11both	1260	126	632	2	0.5277	0	0	0.0981
BOTH	028084_2_d11both	1320	132	308	3	0.5359	0	0	0.01623
BOTH	028084_2_d11both	1330	133	668	7	0.5454	0	0	0.09132
BOTH	028084_2_d11both	1350	135	1153	7	0.5192	0	0	0.02862
BOTH	028084_2_d11both	1370	137	599	7	0.5568	0.07346	0	0.04174
BOTH	028084_30_d11both	260	26	231	0	0.427	0	0	0.09524
BOTH	028084_30_d11both	280	28	442	2	0.4846	0.03167	0.03167	0.08371
BOTH	028084_30_d11both	310	31	536	4	0.4655	0	0	0.06716
BOTH	028084_30_d11both	340	34	274	2	0.5302	0.01825	0	0.09489
BOTH	028084_30_d11both	350	35	446	4	0.5182	0	0	0.09641
BOTH	028084_30_d11both	370	37	510	3	0.4456	0	0	0.01765
BOTH	028084_30_d11both	380	38	677	2	0.5207	0.02659	0.008863	0.0325
BOTH	028084_30_d11both	430	43	44	0	5.822	0.6364	0.1136	0.6364
BOTH	028084_30_d11both	600	60	151	2	0.5016	0.1523	0.04636	0.05298
BOTH	028084_30_d11both	980	98	352	3	0.5445	0.08239	0.02557	0.1392
BOTH	028084_30_d11both	1000	100	936	0	0.51	0	0	0.005342
BOTH	028084_30_d11both	1020	102	172	7	0.522	0	0	0.0814
BOTH	028084_30_d11both	1090	109	21	0	0.9732	0.4286	0.1905	0.9048
BOTH	028084_30_d11both	1110	111	256	2	0.506	0.05078	0.01562	0.1406
BOTH	028084_30_d11both	1150	115	371	7	0.5716	0.06469	0.02156	0.1456
BOTH	028084_3_d11both	180	18	55	7	0.4236	0	0	0.1273
BOTH	028084_3_d11both	220	22	363	4	2.129	0.4601	0.3003	0.4904
BOTH	028084_3_d11both	230	23	60	4	0.3804	0	0	0.2667
BOTH	028084_3_d11both	250	25	393	2	0.5244	0.09415	0.03817	0.1298
BOTH	028084_3_d11both	270	27	359	2	0.5246	0.09471	0.04735	0.156
BOTH	028084_3_d11both	280	28	168	2	11.35	0.6726	0.5238	0.1488
BOTH	028084_3_d11both	300	30	395	2	0.506	0.1468	0.08861	0.2101
BOTH	028084_3_d11both	340	34	487	3	0.54	0	0	0.03901
BOTH	028084_3_d11both	370	37	141	0	1.134	0.3333	0.03546	0.5816
BOTH	028084_3_d11both	390	39	402	3	0.5034	0	0	0.02985
BOTH	028084_3_d11both	420	42	408	2	0.498	0.004902	0	0.1029
BOTH	028084_3_d11both	460	46	38	0	0.6921	0.02632	0	0.7632
BOTH	028084_3_d11both	490	49	47	0	7.24	0.7234	0.3617	0.234
BOTH	028084_3_d11both	510	51	204	2	3.772	0.5098	0.3971	0.3873
BOTH	028084_3_d11both	720	72	494	0	0.5197	0.1397	0.08704	0.2024
BOTH	028084_3_d11both	740	74	105	0	3.618	0.5429	0.2381	0.3524
BOTH	028084_3_d11both	820	82	253	7	0.5515	0	0	0.003953
BOTH	028084_3_d11both	850	85	861	2	0.5467	0	0	0.02787
BOTH	028084_3_d11both	890	89	88	0	0.5828	0	0	0.2273
BOTH	028084_3_d11both	920	92	396	3	0.5425	0	0	0.007576
BOTH	028084_3_d11both	960	96	38	0	2.135	0.4474	0.07895	0.7895
BOTH	028084_3_d11both	970	97	226	3	0.5402	0	0	0.03097
BOTH	028084_3_d11both	1000	100	207	0	0.7319	0.4203	0.3092	0.1787
BOTH	028084_4_d11both	150	15	80	5	0.4825	0	0	0.125
BOTH	028084_4_d11both	180	18	727	2	0.4935	0.02338	0.001376	0.06878
BOTH	028084_4_d11both	270	27	102	0	0.4875	0.02941	0	0.1373
BOTH	028084_4_d11both	290	29	604	7	0.564	0.1904	0.1308	0.447
BOTH	028084_4_d11both	370	37	743	7	0.4203	0	0	0.07806
BOTH	028084_4_d11both	380	38	100	0	6.368	0.66	0.31	0.55
BOTH	028084_4_d11both	390	39	388	0	0.4525	0	0	0.04897
BOTH	028084_4_d11both	430	43	59	0	1.047	0.1695	0.01695	0.7119
BOTH	028084_4_d11both	450	45	428	7	0.476	0.004673	0	0.05374
BOTH	028084_4_d11both	460	46	106	2	0.5822	0.2264	0.03774	0.2642
BOTH	028084_4_d11both	490	49	314	0	2.295	0.4682	0.2261	0.5382
BOTH	028084_4_d11both	510	51	640	0	0.5463	0.1094	0.07187	0.1781
BOTH	028084_4_d11both	520	52	751	7	0.4395	0	0	0.01332
BOTH	028084_4_d11both	560	56	259	2	0.5888	0.3012	0.1969	0.2201
BOTH	028084_4_d11both	570	57	433	2	6.819	0.6189	0.4134	0.3649
BOTH	028084_4_d11both	940	94	181	7	0.4427	0.0221	0	0.105
BOTH	028084_4_d11both	990	99	667	4	0.5303	0	0	0.02399
BOTH	028084_4_d11both	1100	110	508	2	0.6301	0.02559	0	0.08268
BOTH	028084_4_d11both	1150	115	464	2	0.5366	0.03664	0.02586	0.07759
BOTH	028084_5_d11both	300	30	381	3	0.4169	0	0	0.0315
BOTH	028084_5_d11both	320	32	675	2	0.4414	0	0	0.0563
BOTH	028084_5_d11both	340	34	778	2	0.5062	0.09383	0.0617	0.1208
BOTH	028084_5_d11both	400	40	269	2	0.5041	0.145	0.05204	0.3271
BOTH	028084_5_d11both	410	41	235	7	0.4726	0	0	0.1106
BOTH	028084_5_d11both	450	45	210	3	0.5177	0.02857	0.02857	0.2333
BOTH	028084_5_d11both	520	52	438	7	2.105	0.4338	0.1393	0.653
BOTH	028084_5_d11both	900	90	140	3	0.5344	0	0	0
BOTH	028084_5_d11both	990	99	383	2	0.7812	0.4256	0.2454	0.1802
BOTH	028084_5_d11both	1010	101	273	3	0.5248	0	0	0.04762
BOTH	028084_5_d11both	1020	102	934	3	0.4843	0.06103	0.03426	0.1113
BOTH	028084_5_d11both	1060	106	690	7	0.4571	0	0	0.01449
BOTH	028084_5_d11both	1080	108	23	0	1.918	0.3913	0	0.9565
BOTH	028084_5_d11both	1090	109	182	2	0.6043	0.04945	0	0.4011
BOTH	028084_5_d11both	1110	111	930	2	8.885	0.6591	0.4742	0.3505
BOTH	028084_5_d11both	1130	113	516	3	0.5245	0	0	0.03488
BOTH	028084_5_d11both	1150	115	69	0	0.4595	0	0	0.01449
BOTH	028084_5_d11both	1160	116	193	3	0.4692	0	0	0.02073
BOTH	028084_5_d11both	1170	117	291	2	0.7121	0.3436	0.11	0.1237
BOTH	028084_5_d11both	1220	122	360	2	0.5256	0.025	0	0.01944
BOTH	028084_5_d11both	1250	125	837	2	0.5075	0.05496	0.03943	0.08961
BOTH	028084_5_d11both	1290	129	196	4	0.534	0.2143	0.03061	0.3776
BOTH	028084_5_d11both	1350	135	1024	2	0.5377	0.05273	0.02344	0.08691
BOTH	028084_6_d11both	200	20	78	3	0.487	0	0	0.4744
BOTH	028084_6_d11both	210	21	324	2	1.238	0.358	0.07099	0.3302
BOTH	028084_6_d11both	350	35	524	2	0.4995	0.009542	0.009542	0.1088
BOTH	028084_6_d11both	410	41	367	0	0.4501	0	0	0.04087
BOTH	028084_6_d11both	490	49	161	7	1.207	0.2484	0.08075	0.677
BOTH	028084_6_d11both	491	49	160	7	1.183	0.2562	0.08125	0.6687
BOTH	028084_6_d11both	500	50	49	0	0.9223	0.1633	0.102	0.7551
BOTH	028084_6_d11both	540	54	145	2	0.6857	0.2	0.08276	0.4621
BOTH	028084_6_d11both	550	55	197	7	0.3958	0	0	0.04569
BOTH	028084_6_d11both	600	60	97	7	10.15	0.8247	0.5052	0.4948
BOTH	028084_6_d11both	601	60	114	7	9.149	0.8333	0.4737	0.4474
BOTH	028084_6_d11both	610	61	105	0	6.883	0.6286	0.3714	0.1429
BOTH	028084_6_d11both	620	62	23	3	0.7294	0	0	0.1739
BOTH	028084_6_d11both	900	90	103	3	0.5297	0	0	0
BOTH	028084_6_d11both	920	92	501	0	0.5451	0.03393	0.00998	0.07784
BOTH	028084_6_d11both	960	96	423	2	0.49	0.1111	0.05437	0.06383
BOTH	028084_6_d11both	970	97	296	2	0.5983	0.1182	0.06081	0.152
BOTH	028084_6_d11both	980	98	117	2	0.3064	0	0	0.1282
BOTH	028084_6_d11both	1060	106	420	2	0.5079	0	0	0.0119
BOTH	028084_6_d11both	1080	108	796	4	0.5338	0.06281	0.04648	0.02387
BOTH	028084_6_d11both	1090	109	459	2	0.4923	0	0	0.02614
BOTH	028084_6_d11both	1110	111	66	0	0.5768	0.2576	0.1061	0.3788
BOTH	028084_6_d11both	1120	112	118	7	1.35	0.322	0.05932	0.661
BOTH	028084_6_d11both	1140	114	302	0	0.5106	0.01656	0	0.0596
BOTH	028084_6_d11both	1210	121	1638	2	0.4707	0.02442	0.01709	0.07448
BOTH	028084_6_d11both	1211	121	1654	2	0.4649	0.03144	0.01632	0.07618
BOTH	028084_6_d11both	1240	124	396	2	0.5573	0.06313	0.03788	0.07576
BOTH	028084_7_d11both	250	25	74	7	0.4296	0	0	0.06757
BOTH	028084_7_d11both	260	26	48	0	0.5106	0	0	0.9375
BOTH	028084_7_d11both	270	27	166	3	0.3579	0	0	0.04217
BOTH	028084_7_d11both	340	34	574	7	0.4601	0	0	0.1307
BOTH	028084_7_d11both	370	37	265	2	2.136	0.4717	0.1321	0.4755
BOTH	028084_7_d11both	380	38	429	2	0.5595	0.1515	0.0373	0.1818
BOTH	028084_7_d11both	400	40	416	2	0.484	0	0	0.238
BOTH	028084_7_d11both	440	44	1044	4	0.465	0	0	0.08908
BOTH	028084_7_d11both	450	45	529	2	0.5016	0.03592	0.007561	0.07561
BOTH	028084_7_d11both	560	56	608	0	0.5164	0	0	0.01151
BOTH	028084_7_d11both	600	60	332	2	0.5566	0.0994	0.06024	0.1114
BOTH	028084_7_d11both	610	61	208	2	0.5016	0.004808	0.004808	0.1106
BOTH	028084_7_d11both	690	69	158	2	1.111	0.3734	0.2215	0.4873
BOTH	028084_7_d11both	700	70	318	2	0.5394	0	0	0.1226
BOTH	028084_7_d11both	980	98	94	3	0.53	0	0	0.06383
BOTH	028084_7_d11both	1000	100	37	7	0.8157	0	0	0.7568
BOTH	028084_7_d11both	1040	104	175	7	0.4972	0	0	0.01714
BOTH	028084_7_d11both	1080	108	57	0	4.066	0.614	0.1228	0.9298
BOTH	028084_7_d11both	1140	114	83	4	0.8148	0.1687	0	0.5783
BOTH	028084_7_d11both	1150	115	20	0	0.7903	0.05	0	0.75
BOTH	028084_7_d11both	1230	123	727	0	0.5609	0	0	0.011
BOTH	028084_7_d11both	1320	132	21	0	1.071	0.3333	0	0.8095
BOTH	028084_7_d11both	1340	134	428	0	0.5273	0	0	0.009346
BOTH	028084_7_d11both	1350	135	133	7	0.5362	0	0	0.01504
BOTH	028084_8_d11both	270	27	643	2	0.5528	0.1757	0.1291	0.1244
BOTH	028084_8_d11both	300	30	907	2	0.4389	0.02646	0.003308	0.07497
BOTH	028084_8_d11both	330	33	278	7	0.4636	0	0	0.1906
BOTH	028084_8_d11both	350	35	539	0	0.656	0.1076	0.007421	0.102
BOTH	028084_8_d11both	380	38	252	4	0.4993	0	0	0.03571
BOTH	028084_8_d11both	400	40	99	0	1.171	0.2323	0.0303	0.7677
BOTH	028084_8_d11both	420	42	368	3	0.5278	0	0	0.01902
BOTH	028084_8_d11both	430	43	186	2	0.9165	0.414	0.2688	0.4731
BOTH	028084_8_d11both	431	43	178	0	1.045	0.4382	0.2809	0.3989
BOTH	028084_8_d11both	450	45	331	3	0.5123	0	0	0.02417
BOTH	028084_8_d11both	470	47	182	4	1.259	0.3571	0.0989	0.5385
BOTH	028084_8_d11both	480	48	106	0	0.8613	0.03774	0	0.783
BOTH	028084_8_d11both	880	88	192	7	0.5699	0	0	0
BOTH	028084_8_d11both	960	96	132	0	1.738	0.4015	0.1136	0.3409
BOTH	028084_8_d11both	980	98	295	2	0.5019	0.1356	0.07119	0.2169
BOTH	028084_8_d11both	1020	102	560	7	0.5259	0.05893	0.0375	0.08214
BOTH	028084_8_d11both	1040	104	460	5	0.5141	0.01739	0	0.05217
BOTH	028084_8_d11both	1080	108	515	7	0.5678	0	0	0.01942
BOTH	028084_8_d11both	1110	111	118	2	0.5485	0	0	0.07627
BOTH	028084_8_d11both	1200	120	231	0	0.6319	0.355	0.2597	0.4329
BOTH	028084_8_d11both	1210	121	523	0	0.517	0	0	0.01912
BOTH	028084_9_d11both	110	11	377	3	0.4559	0	0	0.002653
BOTH	028084_9_d11both	200	20	788	2	0.4837	0.03426	0.01904	0.05076
BOTH	028084_9_d11both	240	24	577	0	0.4789	0	0	0.09185
BOTH	028084_9_d11both	250	25	91	2	0.4974	0	0	0.1319
BOTH	028084_9_d11both	270	27	180	0	1.529	0.3889	0.1056	0.4722
BOTH	028084_9_d11both	280	28	242	3	0.5423	0	0	0.157
BOTH	028084_9_d11both	360	36	165	0	1.225	0.3758	0.1212	0.5697
BOTH	028084_9_d11both	410	41	78	3	0.4035	0	0	0
BOTH	028084_9_d11both	470	47	963	2	0.9283	0.07788	0.03946	0.05504
BOTH	028084_9_d11both	480	48	675	4	1.576	0.4267	0.36	0.3911
BOTH	028084_9_d11both	500	50	120	4	0.8136	0.3583	0.125	0.45
BOTH	028084_9_d11both	510	51	26	0	0.6644	0	0	0.5385
BOTH	028084_9_d11both	930	93	187	7	0.5049	0	0	0
BOTH	028084_9_d11both	940	94	367	7	0.4955	0	0	0.002725
BOTH	028084_9_d11both	980	98	34	0	0.724	0.2353	0	0.4706
BOTH	028084_9_d11both	1020	102	757	2	0.5573	0.003963	0	0.02642
BOTH	028084_9_d11both	1100	110	139	2	0.6175	0.1871	0.09353	0.259
BOTH	028084_9_d11both	1210	121	248	7	0.6148	0.129	0	0.2379
BOTH	028084_9_d11both	1250	125	701	2	0.4831	0.02853	0	0.1084
BOTH	028084_9_d11both	1260	126	877	7	0.5136	0	0	0.01938
BOTH	028084_9_d11both	1270	127	492	2	0.5656	0.05285	0.02846	0.09959
