# doc pdhd/11 d11_fit_image.py  fit point -> nearest charge in the event (cm)
arm	event	block	cluster	npts	status	med	f3	f10	negq
OFF	028084_0_d11off	230	23	66	3	0.4495	0	0	0
OFF	028084_0_d11off	260	26	366	3	0.5585	0	0	0.0765
OFF	028084_0_d11off	280	28	565	2	0.4916	0.08142	0.0354	0.1434
OFF	028084_0_d11off	300	30	920	4	0.4966	0.08152	0.02174	0.1511
OFF	028084_0_d11off	350	35	1004	2	0.5348	0.2201	0.1016	0.253
OFF	028084_0_d11off	430	43	224	0	0.4107	0	0	0.1473
OFF	028084_0_d11off	440	44	979	4	0.5341	0.1073	0.05618	0.1553
OFF	028084_0_d11off	510	51	236	4	7.842	0.7161	0.4153	0.678
OFF	028084_0_d11off	610	61	93	0	7.085	0.6344	0.4086	0.2688
OFF	028084_0_d11off	910	91	100	2	0.6145	0	0	0
OFF	028084_0_d11off	960	96	68	3	8.558	0.7647	0.4265	0.9265
OFF	028084_0_d11off	970	97	233	2	6.647	0.6309	0.4077	0.515
OFF	028084_0_d11off	1050	105	285	2	0.589	0.193	0.02807	0.4316
OFF	028084_0_d11off	1051	105	280	2	0.6017	0.2	0.02857	0.3929
OFF	028084_0_d11off	1070	107	243	3	0.5728	0.2263	0.1276	0.3251
OFF	028084_0_d11off	1080	108	228	0	0.6949	0.307	0.1667	0.4254
OFF	028084_0_d11off	1140	114	752	2	0.5597	0.06383	0.03191	0.07314
OFF	028084_0_d11off	1150	115	323	2	2.278	0.4149	0.08978	0.6347
OFF	028084_0_d11off	1170	117	514	0	0.5482	0	0	0.01946
OFF	028084_0_d11off	1210	121	284	3	0.5565	0	0	0
OFF	028084_0_d11off	1250	125	263	3	0.503	0	0	0.02281
OFF	028084_0_d11off	1290	129	611	4	0.5747	0.09002	0.008183	0.18
OFF	028084_0_d11off	1300	130	1174	2	0.5573	0.04344	0.005963	0.07411
OFF	028084_0_d11off	1310	131	650	3	0.525	0	0	0.03231
OFF	028084_10_d11off	250	25	31	7	0.4719	0	0	0
OFF	028084_10_d11off	310	31	222	0	0.5018	0	0	0.4414
OFF	028084_10_d11off	340	34	1007	7	0.4732	0	0	0.03873
OFF	028084_10_d11off	350	35	104	0	0.6463	0.125	0	0.4904
OFF	028084_10_d11off	360	36	707	2	0.4815	0.05941	0.01414	0.08628
OFF	028084_10_d11off	390	39	898	0	0.3935	0.04009	0.01448	0.05791
OFF	028084_10_d11off	400	40	392	2	0.5263	0.2143	0.1556	0.1888
OFF	028084_10_d11off	410	41	355	3	0.4722	0	0	0.07042
OFF	028084_10_d11off	460	46	261	3	0.3879	0.003831	0	0.003831
OFF	028084_10_d11off	480	48	475	3	0.5088	0	0	0.01895
OFF	028084_10_d11off	490	49	673	7	0.4671	0	0	0.03269
OFF	028084_10_d11off	530	53	682	7	0.4655	0	0	0.08065
OFF	028084_10_d11off	720	72	103	7	0.5163	0	0	0.01942
OFF	028084_10_d11off	750	75	589	2	0.5278	0	0	0.005093
OFF	028084_10_d11off	800	80	863	3	0.5406	0	0	0.002317
OFF	028084_10_d11off	910	91	420	3	0.5793	0	0	0.01667
OFF	028084_10_d11off	930	93	464	2	0.5751	0.09914	0.04957	0.1336
OFF	028084_10_d11off	931	93	466	0	0.5817	0.09871	0.0515	0.1223
OFF	028084_10_d11off	950	95	118	3	0.577	0	0	0
OFF	028084_10_d11off	1050	105	404	0	0.5953	0.2203	0.1708	0.2327
OFF	028084_10_d11off	1060	106	1112	2	0.551	0.17	0.1052	0.1169
OFF	028084_10_d11off	1061	106	1110	2	0.5456	0.1712	0.1054	0.1189
OFF	028084_11_d11off	60	6	408	7	0.4916	0	0	0.08578
OFF	028084_11_d11off	350	35	385	7	0.5138	0.03896	0	0.2883
OFF	028084_11_d11off	440	44	207	0	11.16	0.7874	0.5604	0.5459
OFF	028084_11_d11off	450	45	441	2	1.218	0.4354	0.2222	0.3061
OFF	028084_11_d11off	451	45	433	2	1.435	0.4457	0.2194	0.3048
OFF	028084_11_d11off	520	52	1036	2	0.5121	0.09266	0.06371	0.1342
OFF	028084_11_d11off	550	55	510	2	0.5138	0.1216	0.07843	0.1373
OFF	028084_11_d11off	580	58	362	2	0.5627	0.1768	0.1105	0.2265
OFF	028084_11_d11off	610	61	226	3	0.4692	0	0	0
OFF	028084_11_d11off	660	66	400	4	0.4794	0	0	0.1575
OFF	028084_11_d11off	1050	105	207	2	11.72	0.715	0.5556	0.09179
OFF	028084_11_d11off	1090	109	356	2	0.5763	0.3146	0.2584	0.1067
OFF	028084_11_d11off	1150	115	647	4	0.5346	0	0	0.04637
OFF	028084_11_d11off	1160	116	256	7	0.5893	0.3008	0.207	0.3398
OFF	028084_11_d11off	1170	117	50	3	0.488	0	0	0.08
OFF	028084_11_d11off	1270	127	691	2	0.5398	0.11	0.06078	0.1433
OFF	028084_11_d11off	1290	129	215	3	0.8079	0.3814	0.1488	0.06977
OFF	028084_11_d11off	1320	132	1198	7	0.5156	0	0	0.04758
OFF	028084_12_d11off	290	29	403	3	0.6124	0.2109	0.04218	0.134
OFF	028084_12_d11off	300	30	415	2	3.871	0.5446	0.212	0.3422
OFF	028084_12_d11off	320	32	236	2	0.5536	0	0	0.08051
OFF	028084_12_d11off	340	34	710	4	0.4383	0	0	0.09718
OFF	028084_12_d11off	350	35	395	2	0.5619	0.319	0.1975	0.4405
OFF	028084_12_d11off	360	36	115	3	0.5436	0	0	0.6783
OFF	028084_12_d11off	430	43	433	7	0.465	0	0	0.08314
OFF	028084_12_d11off	470	47	461	7	0.4876	0	0	0.03037
OFF	028084_12_d11off	500	50	254	3	0.4712	0	0	0.02756
OFF	028084_12_d11off	510	51	754	2	0.5583	0.2056	0.0252	0.2414
OFF	028084_12_d11off	530	53	102	7	0.4779	0	0	0.05882
OFF	028084_12_d11off	620	62	374	0	3.829	0.5989	0.07487	0.9412
OFF	028084_12_d11off	650	65	171	2	7.262	0.7544	0.3392	0.5263
OFF	028084_12_d11off	700	70	103	3	6.908	0.7476	0.3301	0.7087
OFF	028084_12_d11off	750	75	474	0	7.663	0.616	0.4641	0.2004
OFF	028084_12_d11off	1000	100	694	0	0.4912	0	0	0.004323
OFF	028084_12_d11off	1080	108	607	0	0.4993	0.1631	0.05766	0.2043
OFF	028084_12_d11off	1120	112	751	2	0.5488	0.1505	0.08788	0.1957
OFF	028084_12_d11off	1130	113	86	0	1.061	0.2907	0	0.6279
OFF	028084_12_d11off	1140	114	136	7	0.4355	0	0	0.03676
OFF	028084_12_d11off	1150	115	183	3	0.5836	0.04918	0	0.1038
OFF	028084_12_d11off	1240	124	410	7	0.5001	0	0	0.01951
OFF	028084_12_d11off	1290	129	121	0	5.058	0.6198	0.2314	0.4215
OFF	028084_12_d11off	1300	130	789	0	0.5928	0.1128	0.08619	0.147
OFF	028084_12_d11off	1350	135	540	7	0.5293	0	0	0.01111
OFF	028084_12_d11off	1370	137	308	2	0.6887	0.263	0.1071	0.3182
OFF	028084_13_d11off	320	32	444	2	0.5262	0.1667	0.1126	0.1374
OFF	028084_13_d11off	330	33	716	3	0.4901	0	0	0.08659
OFF	028084_13_d11off	380	38	562	3	0.4895	0.04626	0	0.1512
OFF	028084_13_d11off	390	39	89	0	8.53	0.7978	0.4382	0.191
OFF	028084_13_d11off	450	45	340	2	0.7313	0.35	0.1382	0.25
OFF	028084_13_d11off	460	46	101	0	0.655	0.3069	0.06931	0.5248
OFF	028084_13_d11off	490	49	153	0	10.02	0.8105	0.5033	0.3725
OFF	028084_13_d11off	560	56	193	2	7.875	0.7358	0.3886	0.07254
OFF	028084_13_d11off	640	64	156	7	0.4603	0	0	0.03846
OFF	028084_13_d11off	1080	108	427	0	0.6186	0.1944	0.1405	0.2787
OFF	028084_13_d11off	1180	118	261	0	6.783	0.6973	0.3602	0.5096
OFF	028084_13_d11off	1190	119	191	2	0.6914	0.4031	0.2932	0.267
OFF	028084_13_d11off	1220	122	298	7	0.4922	0	0	0.04698
OFF	028084_13_d11off	1240	124	187	3	0.4781	0	0	0.05882
OFF	028084_13_d11off	1270	127	903	2	0.5247	0.1838	0.1318	0.1274
OFF	028084_13_d11off	1330	133	79	0	10.14	0.7975	0.5063	0.3671
OFF	028084_14_d11off	200	20	110	0	0.4919	0	0	0.08182
OFF	028084_14_d11off	220	22	176	7	0.5212	0	0	0.1023
OFF	028084_14_d11off	290	29	376	2	9.295	0.6702	0.4814	0.2793
OFF	028084_14_d11off	300	30	888	7	0.4533	0	0	0.05293
OFF	028084_14_d11off	440	44	105	2	0.5075	0	0	0.009524
OFF	028084_14_d11off	830	83	865	4	0.5254	0.148	0.09133	0.1896
OFF	028084_14_d11off	920	92	381	2	0.6723	0.3491	0.2283	0.4672
OFF	028084_14_d11off	1010	101	976	7	0.5122	0.005123	0	0.06045
OFF	028084_14_d11off	1020	102	860	3	0.5542	0.04884	0	0.1047
OFF	028084_15_d11off	240	24	95	3	0.5507	0	0	0.2842
OFF	028084_15_d11off	280	28	82	0	1.095	0.4146	0.1463	0.09756
OFF	028084_15_d11off	310	31	51	0	0.5307	0	0	0.7059
OFF	028084_15_d11off	330	33	820	7	0.5022	0	0	0.07439
OFF	028084_15_d11off	420	42	328	7	0.4573	0	0	0.07927
OFF	028084_15_d11off	440	44	183	7	0.9842	0.1913	0	0.2951
OFF	028084_15_d11off	470	47	221	5	1.226	0.4072	0.07692	0.2896
OFF	028084_15_d11off	500	50	400	4	0.8669	0.2575	0.2	0.2075
OFF	028084_15_d11off	520	52	109	0	3.78	0.5688	0.1101	0.6055
OFF	028084_15_d11off	540	54	616	3	3.612	0.5714	0.1169	0.9529
OFF	028084_15_d11off	560	56	322	4	0.5705	0.3168	0.2453	0.2516
OFF	028084_15_d11off	890	89	85	7	0.3639	0	0	0.08235
OFF	028084_15_d11off	920	92	224	7	0.5788	0.03125	0	0.1116
OFF	028084_15_d11off	960	96	340	7	0.4946	0	0	0.005882
OFF	028084_15_d11off	1010	101	225	7	0.5113	0	0	0.008889
OFF	028084_15_d11off	1050	105	260	3	0.5353	0	0	0.003846
OFF	028084_15_d11off	1080	108	484	4	0.9475	0.04959	0	0.04959
OFF	028084_16_d11off	380	38	175	3	0.5069	0	0	0
OFF	028084_16_d11off	470	47	279	2	0.597	0.1541	0.01075	0.2007
OFF	028084_16_d11off	471	47	275	3	0.607	0.16	0.01091	0.2291
OFF	028084_16_d11off	480	48	489	7	0.7367	0.2802	0.04499	0.4826
OFF	028084_16_d11off	500	50	833	0	3.933	0.6026	0.09244	0.94
OFF	028084_16_d11off	540	54	156	7	11.08	0.6795	0.5192	0.3462
OFF	028084_16_d11off	560	56	45	3	5.475	0.6889	0.1556	0.9556
OFF	028084_16_d11off	570	57	177	7	0.5027	0	0	0
OFF	028084_16_d11off	760	76	261	7	0.5297	0	0	0.5134
OFF	028084_16_d11off	850	85	149	7	0.4641	0	0	0.006711
OFF	028084_16_d11off	900	90	516	2	0.6415	0.374	0.281	0.3159
OFF	028084_16_d11off	960	96	367	2	0.5692	0.07629	0.00545	0.1444
OFF	028084_16_d11off	980	98	182	2	4.002	0.6154	0.1978	0.04396
OFF	028084_16_d11off	1000	100	294	0	0.4855	0	0	0.01361
OFF	028084_16_d11off	1010	101	631	3	0.4656	0	0	0.007924
OFF	028084_16_d11off	1020	102	255	2	0.4782	0.06275	0	0.1922
OFF	028084_16_d11off	1040	104	823	7	0.466	0	0	0.02309
OFF	028084_16_d11off	1050	105	176	7	0.5222	0	0	0.01705
OFF	028084_16_d11off	1060	106	687	0	0.4983	0	0	0.0524
OFF	028084_16_d11off	1100	110	215	4	0.5152	0	0	0.06977
OFF	028084_16_d11off	1170	117	180	4	0.568	0	0	0.02222
OFF	028084_16_d11off	1180	118	163	7	0.498	0	0	0.03067
OFF	028084_17_d11off	290	29	340	4	0.5032	0	0	0.1588
OFF	028084_17_d11off	340	34	537	2	0.5039	0.07821	0.054	0.1825
OFF	028084_17_d11off	350	35	526	5	0.5344	0.02091	0	0.4373
OFF	028084_17_d11off	410	41	507	0	0.5385	0.1203	0.07298	0.146
OFF	028084_17_d11off	420	42	334	3	0.5054	0	0	0.08084
OFF	028084_17_d11off	450	45	101	0	3.246	0.5149	0.1683	0.8911
OFF	028084_17_d11off	470	47	230	0	6.583	0.6087	0.4174	0.5913
OFF	028084_17_d11off	550	55	563	0	0.4189	0	0	0.0444
OFF	028084_17_d11off	910	91	459	7	0.5089	0	0	0.02614
OFF	028084_17_d11off	930	93	1040	2	0.5628	0.05096	0.02596	0.09327
OFF	028084_17_d11off	970	97	618	2	0.595	0.06472	0.01942	0.123
OFF	028084_17_d11off	971	97	611	2	0.5988	0.0671	0.01964	0.09984
OFF	028084_17_d11off	1100	110	219	3	0.7291	0.3744	0.03653	0.3562
OFF	028084_17_d11off	1130	113	285	2	0.589	0.2281	0.1474	0.2982
OFF	028084_17_d11off	1150	115	104	2	0.636	0.2212	0	0.3654
OFF	028084_17_d11off	1151	115	95	7	0.6877	0.2316	0	0.3474
OFF	028084_17_d11off	1160	116	595	4	0.4715	0.02521	0	0.04538
OFF	028084_17_d11off	1170	117	316	2	0.5759	0.2816	0.2057	0.1171
OFF	028084_17_d11off	1220	122	118	2	0.4996	0	0	0.04237
OFF	028084_17_d11off	1250	125	129	7	0.4217	0	0	0.03876
OFF	028084_17_d11off	1260	126	339	3	1.131	0.4572	0.3245	0.3776
OFF	028084_18_d11off	180	18	134	7	0.5231	0	0	0.03731
OFF	028084_18_d11off	190	19	209	0	11.56	0.7321	0.6124	0.2249
OFF	028084_18_d11off	240	24	234	2	0.5874	0	0	0.1923
OFF	028084_18_d11off	330	33	586	7	0.7434	0.1212	0.02048	0.2031
OFF	028084_18_d11off	360	36	562	0	1.56	0.3594	0.1762	0.2331
OFF	028084_18_d11off	390	39	522	4	0.5685	0.05747	0.009579	0.3755
OFF	028084_18_d11off	440	44	715	2	2.613	0.4657	0.1133	0.6699
OFF	028084_18_d11off	441	44	689	2	2.604	0.4659	0.1176	0.5965
OFF	028084_18_d11off	450	45	337	3	0.4964	0	0	0.0178
OFF	028084_18_d11off	470	47	946	2	0.6253	0.1533	0.05497	0.2748
OFF	028084_18_d11off	471	47	898	2	0.6213	0.1581	0.05902	0.2494
OFF	028084_18_d11off	490	49	445	0	0.4304	0	0	0.1034
OFF	028084_18_d11off	570	57	87	3	1.919	0.4138	0.06897	0.7701
OFF	028084_18_d11off	571	57	76	0	1.902	0.3947	0.05263	0.7895
OFF	028084_18_d11off	590	59	132	3	0.4282	0	0	0.01515
OFF	028084_18_d11off	670	67	891	7	0.4746	0.005612	0	0.09428
OFF	028084_18_d11off	870	87	246	2	0.4209	0	0	0.05691
OFF	028084_18_d11off	1060	106	564	0	0.5837	0	0	0.0195
OFF	028084_18_d11off	1100	110	245	2	0.7179	0.4122	0.3143	0.2245
OFF	028084_18_d11off	1150	115	141	3	0.4556	0	0	0.05674
OFF	028084_18_d11off	1160	116	70	3	5.724	0.6286	0.2857	0.7857
OFF	028084_18_d11off	1161	116	72	3	5.412	0.625	0.2917	0.05556
OFF	028084_18_d11off	1190	119	307	3	0.5214	0	0	0
OFF	028084_18_d11off	1240	124	357	4	0.6033	0.1793	0.05602	0.2213
OFF	028084_18_d11off	1370	137	46	0	6.035	0.7174	0.2174	0.6304
OFF	028084_18_d11off	1390	139	1088	3	0.4802	0	0	0.02941
OFF	028084_19_d11off	400	40	459	7	0.5291	0	0	0.1634
OFF	028084_19_d11off	440	44	282	2	0.6461	0.3369	0.234	0.1277
OFF	028084_19_d11off	500	50	457	2	3.82	0.5777	0.07877	0.8118
OFF	028084_19_d11off	590	59	496	2	0.467	0.03427	0	0.1109
OFF	028084_19_d11off	610	61	318	2	3.171	0.5157	0.2107	0.3302
OFF	028084_19_d11off	611	61	322	2	3.084	0.5062	0.205	0.3478
OFF	028084_19_d11off	630	63	280	7	7.814	0.8107	0.3929	0.4464
OFF	028084_19_d11off	631	63	281	0	7.858	0.8149	0.3986	0.395
OFF	028084_19_d11off	730	73	185	7	0.4768	0	0	0.07568
OFF	028084_19_d11off	1150	115	73	3	0.4667	0	0	0.05479
OFF	028084_19_d11off	1230	123	681	3	0.6391	0.2614	0.1336	0.2628
OFF	028084_19_d11off	1300	130	887	2	0.4604	0.1071	0.0372	0.07215
OFF	028084_19_d11off	1320	132	147	7	0.558	0	0	0.05442
OFF	028084_19_d11off	1370	137	330	3	0.6263	0.2606	0.1879	0.2545
OFF	028084_19_d11off	1390	139	654	4	0.5275	0.1621	0.1269	0.1468
OFF	028084_19_d11off	1420	142	79	0	5.14	0.6835	0.2405	0.6709
OFF	028084_19_d11off	1450	145	221	7	0.5025	0	0	0.01357
OFF	028084_1_d11off	250	25	84	0	0.4123	0	0	0.04762
OFF	028084_1_d11off	280	28	218	3	0.428	0	0	0.02752
OFF	028084_1_d11off	290	29	49	0	0.5064	0	0	0
OFF	028084_1_d11off	330	33	649	3	14.68	0.7612	0.5963	0.1787
OFF	028084_1_d11off	331	33	638	0	15.26	0.768	0.6034	0.1912
OFF	028084_1_d11off	380	38	759	3	0.4713	0	0	0.08564
OFF	028084_1_d11off	390	39	295	0	0.6783	0.2475	0.07458	0.3085
OFF	028084_1_d11off	460	46	388	2	5.924	0.5851	0.3737	0.1598
OFF	028084_1_d11off	480	48	59	0	0.3782	0	0	0.1695
OFF	028084_1_d11off	500	50	116	7	0.5296	0.1207	0	0.06034
OFF	028084_1_d11off	530	53	294	0	0.6542	0.2313	0.102	0.2823
OFF	028084_1_d11off	560	56	187	7	2.092	0.4652	0.2086	0.4759
OFF	028084_1_d11off	600	60	136	3	0.4973	0	0	0.04412
OFF	028084_1_d11off	650	65	223	3	0.485	0	0	0.04933
OFF	028084_1_d11off	670	67	164	7	0.5174	0	0	0
OFF	028084_1_d11off	710	71	256	2	0.5658	0.1797	0.07812	0.125
OFF	028084_1_d11off	1180	118	255	3	0.5337	0	0	0
OFF	028084_1_d11off	1200	120	311	3	5.104	0.6527	0.2347	0.8296
OFF	028084_1_d11off	1210	121	760	3	0.5414	0	0	0.001316
OFF	028084_1_d11off	1280	128	607	7	0.6566	0.06425	0.02471	0.1038
OFF	028084_1_d11off	1310	131	160	0	0.5938	0.2812	0.1437	0.2562
OFF	028084_1_d11off	1420	142	325	0	0.5628	0	0	0.009231
OFF	028084_1_d11off	1470	147	282	7	4.249	0.5887	0.2766	0.727
OFF	028084_1_d11off	1560	156	1109	7	0.5671	0.1055	0.02705	0.04959
OFF	028084_20_d11off	200	20	395	0	0.4847	0.1342	0.04051	0.1797
OFF	028084_20_d11off	240	24	189	2	0.4511	0	0	0.1005
OFF	028084_20_d11off	260	26	176	0	0.5943	0.02273	0	0.5909
OFF	028084_20_d11off	280	28	124	2	0.4889	0	0	0.09677
OFF	028084_20_d11off	310	31	552	7	0.4442	0	0	0.05616
OFF	028084_20_d11off	320	32	190	2	2.841	0.4895	0.1789	0.2737
OFF	028084_20_d11off	321	32	209	2	2.295	0.4737	0.1627	0.2967
OFF	028084_20_d11off	340	34	470	2	0.6884	0.2149	0.0617	0.2489
OFF	028084_20_d11off	370	37	369	2	0.5462	0.2141	0.1491	0.2493
OFF	028084_20_d11off	380	38	944	4	0.503	0.1271	0.1017	0.1388
OFF	028084_20_d11off	390	39	351	0	0.5934	0.1823	0.0114	0.07692
OFF	028084_20_d11off	400	40	215	2	4.271	0.5953	0.2512	0.1767
OFF	028084_20_d11off	410	41	572	4	0.5047	0	0	0.09091
OFF	028084_20_d11off	480	48	583	2	0.4924	0.03259	0	0.09434
OFF	028084_20_d11off	530	53	471	3	0.5948	0.2505	0.02335	0.3864
OFF	028084_20_d11off	600	60	680	2	4.122	0.6015	0.1191	0.9294
OFF	028084_20_d11off	601	60	675	0	4.054	0.6104	0.1185	0.9259
OFF	028084_20_d11off	640	64	54	7	7.027	0.7407	0.3148	0.4444
OFF	028084_20_d11off	650	65	102	0	0.8586	0.3824	0.1176	0.2745
OFF	028084_20_d11off	1030	103	741	2	0.4112	0	0	0
OFF	028084_20_d11off	1060	106	188	0	0.5829	0	0	0
OFF	028084_20_d11off	1130	113	694	7	0.5664	0	0	0.005764
OFF	028084_20_d11off	1150	115	410	2	0.5761	0.1707	0.1146	0.2146
OFF	028084_20_d11off	1170	117	319	2	3.627	0.5141	0.3605	0.3197
OFF	028084_20_d11off	1240	124	586	0	0.6309	0.3294	0.2253	0.3908
OFF	028084_21_d11off	170	17	102	0	0.4258	0	0	0.1176
OFF	028084_21_d11off	230	23	99	2	1.269	0.2929	0.0202	0.1515
OFF	028084_21_d11off	260	26	1050	3	0.5188	0.04	0.004762	0.1124
OFF	028084_21_d11off	270	27	218	0	0.4887	0	0	0.1789
OFF	028084_21_d11off	300	30	692	2	5.481	0.6431	0.2991	0.5491
OFF	028084_21_d11off	360	36	269	7	0.4611	0	0	0.1301
OFF	028084_21_d11off	390	39	227	7	0.4206	0	0	0.1101
OFF	028084_21_d11off	490	49	742	3	0.4826	0	0	0.008086
OFF	028084_21_d11off	550	55	334	2	0.5299	0.1707	0.0988	0.2934
OFF	028084_21_d11off	560	56	759	0	0.5251	0	0	0.03821
OFF	028084_21_d11off	620	62	182	0	0.7384	0.4396	0.3077	0.1703
OFF	028084_21_d11off	770	77	338	7	0.511	0	0	0.0355
OFF	028084_21_d11off	1040	104	517	2	0.6829	0.3617	0.2689	0.1605
OFF	028084_21_d11off	1060	106	125	7	0.4862	0	0	0
OFF	028084_21_d11off	1070	107	591	3	0.4951	0	0	0.01523
OFF	028084_21_d11off	1080	108	596	2	0.6804	0.1477	0.01342	0.3356
OFF	028084_21_d11off	1081	108	614	2	0.6928	0.1596	0.01303	0.3681
OFF	028084_21_d11off	1090	109	985	3	0.456	0	0	0.01929
OFF	028084_21_d11off	1091	109	1005	3	0.4462	0	0	0.02289
OFF	028084_21_d11off	1170	117	601	2	0.6363	0.1947	0.1564	0.2013
OFF	028084_21_d11off	1250	125	386	0	0.5229	0	0	0.06736
OFF	028084_21_d11off	1290	129	307	0	0.4499	0	0	0.01629
OFF	028084_21_d11off	1310	131	448	0	2.673	0.4955	0.4085	0.4263
OFF	028084_21_d11off	1330	133	931	2	0.5452	0.1343	0.1085	0.1504
OFF	028084_22_d11off	30	3	296	2	0.4478	0	0	0.1182
OFF	028084_22_d11off	310	31	238	2	3.434	0.5294	0.1597	0.584
OFF	028084_22_d11off	330	33	247	7	0.6295	0.1215	0	0.1296
OFF	028084_22_d11off	380	38	169	2	6.852	0.6923	0.355	0.7692
OFF	028084_22_d11off	390	39	87	7	0.4185	0	0	0.04598
OFF	028084_22_d11off	440	44	554	2	0.5305	0.1805	0.139	0.2509
OFF	028084_22_d11off	510	51	239	4	3.77	0.5356	0.1841	0.5356
OFF	028084_22_d11off	560	56	612	0	0.8078	0.3627	0.1846	0.4052
OFF	028084_22_d11off	570	57	465	3	0.5851	0.1462	0.09462	0.1634
OFF	028084_22_d11off	580	58	112	2	4.662	0.6071	0.2679	0
OFF	028084_22_d11off	910	91	104	3	0.5148	0	0	0
OFF	028084_22_d11off	930	93	318	2	0.5263	0.1478	0.03774	0.2704
OFF	028084_22_d11off	1020	102	846	2	0.545	0.13	0.104	0.07683
OFF	028084_22_d11off	1030	103	168	0	2.963	0.5	0.2321	0.4762
OFF	028084_22_d11off	1050	105	245	7	0.5497	0	0	0
OFF	028084_22_d11off	1070	107	273	2	5.697	0.5678	0.3919	0.5018
OFF	028084_22_d11off	1120	112	173	3	0.7447	0.4393	0.3121	0.2139
OFF	028084_22_d11off	1140	114	251	2	0.745	0.4183	0.3267	0.2629
OFF	028084_22_d11off	1190	119	148	0	4.592	0.6554	0.1149	0.5405
OFF	028084_22_d11off	1200	120	814	4	0.5471	0.03071	0.002457	0.08477
OFF	028084_22_d11off	1260	126	356	0	4.659	0.5337	0.3989	0.4916
OFF	028084_23_d11off	270	27	139	7	0.4583	0	0	0.02158
OFF	028084_23_d11off	350	35	885	4	0.4758	0	0	0.05989
OFF	028084_23_d11off	380	38	256	7	0.5047	0.08594	0	0.1602
OFF	028084_23_d11off	430	43	573	3	0.4627	0	0	0.1518
OFF	028084_23_d11off	440	44	280	2	0.7737	0.3679	0.1679	0.3679
OFF	028084_23_d11off	450	45	909	3	0.5128	0.05611	0.0231	0.1727
OFF	028084_23_d11off	451	45	916	3	0.5088	0.05677	0.02402	0.2031
OFF	028084_23_d11off	460	46	210	5	5.512	0.6333	0.3524	0.4476
OFF	028084_23_d11off	490	49	360	2	4.334	0.5667	0.2833	0.1306
OFF	028084_23_d11off	510	51	613	4	0.5529	0.1044	0.06525	0.1109
OFF	028084_23_d11off	530	53	170	4	2.733	0.4824	0.2118	0.2294
OFF	028084_23_d11off	630	63	69	0	10.26	0.8696	0.5217	0.3333
OFF	028084_23_d11off	1020	102	535	3	0.5118	0	0	0.04486
OFF	028084_23_d11off	1130	113	145	3	0.4301	0	0	0.02069
OFF	028084_23_d11off	1140	114	416	2	0.5249	0.2043	0.149	0.2332
OFF	028084_23_d11off	1160	116	323	3	0.5129	0	0	0.0743
OFF	028084_23_d11off	1190	119	233	3	0.6237	0.279	0.1803	0.3305
OFF	028084_23_d11off	1220	122	100	0	0.4215	0	0	0
OFF	028084_23_d11off	1250	125	1373	2	0.5592	0.1151	0.08084	0.1464
OFF	028084_23_d11off	1270	127	620	7	0.5071	0	0	0.06452
OFF	028084_24_d11off	120	12	163	7	0.5278	0	0	0.1288
OFF	028084_24_d11off	210	21	694	3	0.4677	0	0	0.06484
OFF	028084_24_d11off	240	24	236	2	4.69	0.6525	0.1737	0.3432
OFF	028084_24_d11off	280	28	436	2	0.6027	0.2821	0.2087	0.1789
OFF	028084_24_d11off	320	32	193	3	0.4481	0	0	0.1451
OFF	028084_24_d11off	330	33	110	0	5.755	0.5818	0.3636	0.1727
OFF	028084_24_d11off	420	42	387	2	0.5165	0.09302	0.03101	0.07752
OFF	028084_24_d11off	450	45	839	2	4.412	0.6281	0.1657	0.8546
OFF	028084_24_d11off	451	45	849	2	4.404	0.6337	0.1743	0.8587
OFF	028084_24_d11off	470	47	513	2	0.517	0.1365	0.08772	0.1618
OFF	028084_24_d11off	490	49	724	3	0.5896	0.25	0.134	0.2749
OFF	028084_24_d11off	500	50	131	7	0.5537	0.0687	0	0.1374
OFF	028084_24_d11off	550	55	283	7	0.5173	0.01767	0	0.053
OFF	028084_24_d11off	580	58	483	3	0.7104	0.4327	0.2402	0.4017
OFF	028084_24_d11off	590	59	245	0	8.786	0.7755	0.4449	0.6571
OFF	028084_24_d11off	610	61	266	3	0.4989	0	0	0
OFF	028084_24_d11off	630	63	197	7	0.5054	0	0	0.04569
OFF	028084_24_d11off	660	66	221	2	0.6912	0.4344	0.3258	0.4163
OFF	028084_24_d11off	950	95	44	7	1.64	0.3864	0	0.06818
OFF	028084_24_d11off	970	97	597	3	0.5335	0	0	0
OFF	028084_24_d11off	990	99	629	0	0.5602	0	0	0.01113
OFF	028084_24_d11off	1010	101	240	0	8.293	0.7958	0.4292	0.6042
OFF	028084_24_d11off	1050	105	418	2	0.5406	0.1316	0.05024	0.2536
OFF	028084_24_d11off	1080	108	307	0	0.5007	0.05537	0	0.1661
OFF	028084_24_d11off	1090	109	331	2	11.31	0.7613	0.5408	0.2568
OFF	028084_24_d11off	1110	111	76	0	0.4167	0	0	0
OFF	028084_24_d11off	1120	112	74	7	0.4182	0	0	0.08108
OFF	028084_24_d11off	1160	116	776	7	0.4153	0	0	0.006443
OFF	028084_24_d11off	1180	118	680	2	0.5829	0.1721	0.125	0.1868
OFF	028084_24_d11off	1230	123	611	2	0.5113	0	0	0.006547
OFF	028084_24_d11off	1290	129	200	2	0.6712	0.37	0.25	0.435
OFF	028084_24_d11off	1340	134	37	3	0.5024	0	0	0
