arm	cid	ident	apa	face	nnew	norig	ncomp	ncomp_ss	nsup	legacy_rm	run_rm	nruns	maxrun_cm
029107_1_d07bbum	112	112	2	0	1184	908	82	82	782	297	0	53	4.3
029107_1_d07bbum	113	113	2	0	794	33	1	1	32	0	761	2	239.6
029107_1_d07bbum	113	113	3	1	1216	335	9	9	351	19	820	21	239.9
029107_1_d07bbum	114	114	0	0	13	9	1	1	11	0	0	1	0.4
029107_1_d07bbum	115	115	0	0	16	16	1	1	16	0	0	0	0.0
029107_1_d07bbum	116	116	0	0	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	117	117	0	0	11	11	1	1	11	0	0	0	0.0
029107_1_d07bbum	118	118	0	0	8	5	1	1	7	0	0	1	0.0
029107_1_d07bbum	119	119	0	0	14	14	1	1	14	0	0	0	0.0
029107_1_d07bbum	120	120	0	0	8	7	1	1	8	0	0	0	0.0
029107_1_d07bbum	121	121	0	0	7	7	1	1	7	0	0	0	0.0
029107_1_d07bbum	122	122	0	0	7	7	2	2	7	0	0	0	0.0
029107_1_d07bbum	123	123	0	0	9	4	1	1	5	0	0	2	0.3
029107_1_d07bbum	124	124	0	0	8	5	1	1	7	0	0	1	0.0
029107_1_d07bbum	125	125	0	0	9	9	3	3	9	0	0	0	0.0
029107_1_d07bbum	126	126	0	0	6	8	1	1	6	0	0	0	0.0
029107_1_d07bbum	127	127	0	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	128	128	0	0	294	98	15	15	93	54	127	12	50.2
029107_1_d07bbum	129	129	0	0	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	130	130	0	0	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	131	131	0	0	8	5	1	1	7	0	0	1	0.0
029107_1_d07bbum	132	132	0	0	8	8	1	1	8	0	0	0	0.0
029107_1_d07bbum	133	133	0	0	8	8	1	1	8	0	0	0	0.0
029107_1_d07bbum	134	134	0	0	7	7	1	1	7	0	0	0	0.0
029107_1_d07bbum	135	135	0	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	136	136	0	0	7	7	1	1	7	0	0	0	0.0
029107_1_d07bbum	137	137	0	0	17	20	1	1	15	0	0	1	0.4
029107_1_d07bbum	138	138	0	0	9	8	1	1	9	0	0	0	0.0
029107_1_d07bbum	139	139	0	0	5	5	2	2	5	0	0	0	0.0
029107_1_d07bbum	140	140	0	0	6	6	2	2	6	0	0	0	0.0
029107_1_d07bbum	141	141	0	0	15	15	1	1	15	0	0	0	0.0
029107_1_d07bbum	142	142	0	0	12	12	1	1	12	0	0	0	0.0
029107_1_d07bbum	143	143	0	0	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	144	144	0	0	12	10	1	1	9	0	0	2	0.4
029107_1_d07bbum	145	145	0	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	146	146	0	0	11	22	1	1	10	0	0	1	0.0
029107_1_d07bbum	147	147	0	0	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	148	148	0	0	12	15	1	1	11	0	0	1	0.0
029107_1_d07bbum	149	149	0	0	15	10	1	1	13	0	0	1	0.3
029107_1_d07bbum	150	150	0	0	86	61	3	3	53	9	0	3	4.7
029107_1_d07bbum	151	151	0	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	152	152	0	0	10	8	1	1	8	0	0	1	0.4
029107_1_d07bbum	153	153	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	154	154	2	0	8	8	1	1	8	0	0	0	0.0
029107_1_d07bbum	155	155	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	156	156	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	157	157	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	158	158	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	159	159	2	0	4	6	1	1	4	0	0	0	0.0
029107_1_d07bbum	160	160	2	0	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	162	162	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	163	163	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	164	164	0	0	13	13	1	1	13	0	0	0	0.0
029107_1_d07bbum	165	165	2	0	4	6	1	1	4	0	0	0	0.0
029107_1_d07bbum	166	166	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	167	167	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	168	168	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	169	169	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	170	170	2	0	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	171	171	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	172	172	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	173	173	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	174	174	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	175	175	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	176	176	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	177	177	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	178	178	2	0	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	179	179	2	0	9	5	1	1	7	0	0	2	0.0
029107_1_d07bbum	180	180	2	0	4	4	2	2	4	0	0	0	0.0
029107_1_d07bbum	181	181	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	182	182	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	183	183	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	184	184	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	185	185	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	186	186	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	187	187	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	188	188	2	0	5	8	1	1	5	0	0	0	0.0
029107_1_d07bbum	189	189	2	0	8	5	1	1	6	0	0	1	0.4
029107_1_d07bbum	190	190	2	0	9	8	1	1	9	0	0	0	0.0
029107_1_d07bbum	191	191	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	192	192	2	0	10	11	1	1	10	0	0	0	0.0
029107_1_d07bbum	193	193	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	194	194	2	0	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	196	196	2	0	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	197	197	2	0	8	8	1	1	8	0	0	0	0.0
029107_1_d07bbum	198	198	2	0	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	200	200	2	0	4	2	1	1	4	0	0	0	0.0
029107_1_d07bbum	201	201	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	202	202	2	0	9	8	1	1	8	0	0	1	0.0
029107_1_d07bbum	203	203	2	0	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	204	204	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	205	205	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	206	206	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	207	207	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	208	208	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	209	209	2	0	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	210	210	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	211	211	0	0	13	11	4	4	13	0	0	0	0.0
029107_1_d07bbum	212	212	1	1	9	7	1	1	7	0	0	1	0.4
029107_1_d07bbum	213	213	1	1	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	214	214	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	215	215	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	216	216	1	1	8	8	1	1	8	0	0	0	0.0
029107_1_d07bbum	217	217	1	1	2	2	1	1	2	0	0	0	0.0
029107_1_d07bbum	218	218	1	1	9	9	1	1	9	0	0	0	0.0
029107_1_d07bbum	219	219	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	220	220	1	1	9	9	1	1	9	0	0	0	0.0
029107_1_d07bbum	221	221	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	222	222	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	223	223	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	224	224	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	225	225	1	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	226	226	1	1	10	7	1	1	8	0	0	1	0.4
029107_1_d07bbum	227	227	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	228	228	1	1	5	4	1	1	5	0	0	0	0.0
029107_1_d07bbum	229	229	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	230	230	1	1	17	14	1	1	15	0	0	1	0.5
029107_1_d07bbum	231	231	1	1	10	8	1	1	9	0	0	1	0.0
029107_1_d07bbum	232	232	3	1	8	5	1	1	7	0	0	1	0.0
029107_1_d07bbum	233	233	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	234	234	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	235	235	3	1	6	9	1	1	6	0	0	0	0.0
029107_1_d07bbum	236	236	1	1	105	19	4	4	22	4	77	3	31.8
029107_1_d07bbum	237	237	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	238	238	1	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	239	239	1	1	9	3	1	1	5	0	0	2	0.4
029107_1_d07bbum	240	240	1	1	12	7	1	1	8	0	0	2	0.4
029107_1_d07bbum	241	241	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	242	242	3	1	9	9	1	1	9	0	0	0	0.0
029107_1_d07bbum	243	243	3	1	8	7	1	1	7	0	0	1	0.0
029107_1_d07bbum	244	244	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	245	245	3	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	246	246	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	247	247	1	1	3	2	2	2	3	0	0	0	0.0
029107_1_d07bbum	248	248	1	1	8	3	1	1	6	0	0	1	0.3
029107_1_d07bbum	250	250	1	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	251	251	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	252	252	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	253	253	1	1	33	37	1	1	20	0	0	7	4.2
029107_1_d07bbum	254	254	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	255	255	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	256	256	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	257	257	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	258	258	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	259	259	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	260	260	3	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	261	261	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	262	262	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	263	263	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	264	264	1	1	7	7	1	1	7	0	0	0	0.0
029107_1_d07bbum	265	265	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	266	266	1	1	13	11	1	1	10	0	0	2	0.4
029107_1_d07bbum	267	267	1	1	9	4	1	1	5	0	0	2	0.5
029107_1_d07bbum	268	268	1	1	6	5	1	1	6	0	0	0	0.0
029107_1_d07bbum	269	269	1	1	58	40	2	2	43	1	0	6	1.9
029107_1_d07bbum	270	270	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	271	271	1	1	2	2	1	1	2	0	0	0	0.0
029107_1_d07bbum	272	272	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	273	273	1	1	8	6	1	1	8	0	0	0	0.0
029107_1_d07bbum	274	274	1	1	25	30	1	1	25	0	0	0	0.0
029107_1_d07bbum	275	275	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	276	276	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	277	277	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	278	278	1	1	7	8	1	1	7	0	0	0	0.0
029107_1_d07bbum	279	279	1	1	27	25	2	2	27	0	0	0	0.0
029107_1_d07bbum	280	280	1	1	31	36	1	1	30	0	0	1	0.0
029107_1_d07bbum	281	281	1	1	8	14	1	1	6	0	0	2	0.0
029107_1_d07bbum	282	282	1	1	293	11	8	8	13	70	210	1	54.2
029107_1_d07bbum	283	283	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	284	284	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	285	285	3	1	1212	262	155	155	301	503	101	77	38.0
029107_1_d07bbum	286	286	3	1	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	287	287	3	1	18	14	1	1	14	0	0	3	0.5
029107_1_d07bbum	288	288	3	1	7	7	1	1	7	0	0	0	0.0
029107_1_d07bbum	289	289	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	290	290	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	291	291	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	292	292	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	293	293	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	295	295	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	296	296	3	1	11	5	1	1	8	0	0	2	0.3
029107_1_d07bbum	297	297	3	1	19	3	1	1	8	0	0	3	4.6
029107_1_d07bbum	298	298	3	1	7	7	1	1	7	0	0	0	0.0
029107_1_d07bbum	299	299	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	300	300	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	301	301	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	302	302	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	303	303	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	304	304	1	1	8	5	1	1	7	0	0	1	0.0
029107_1_d07bbum	305	305	1	1	11	11	2	2	11	0	0	0	0.0
029107_1_d07bbum	306	306	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	307	307	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	308	308	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	309	309	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	310	310	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	311	311	1	1	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	312	312	1	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	313	313	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	314	314	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	315	315	1	1	12	11	1	1	12	0	0	0	0.0
029107_1_d07bbum	316	316	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	317	317	1	1	10	8	1	1	8	0	0	1	0.6
029107_1_d07bbum	318	318	1	1	45	39	2	2	39	6	0	0	0.0
029107_1_d07bbum	319	319	1	1	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	320	320	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	321	321	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	322	322	1	1	7	7	1	1	7	0	0	0	0.0
029107_1_d07bbum	323	323	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	324	324	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	325	325	3	1	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	326	326	3	1	11	16	2	2	11	0	0	0	0.0
029107_1_d07bbum	327	327	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	328	328	3	1	8	5	1	1	6	0	0	1	0.5
029107_1_d07bbum	329	329	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	330	330	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	331	331	3	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	332	332	3	1	16	17	1	1	15	0	0	1	0.0
029107_1_d07bbum	333	333	3	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	334	334	3	1	5	3	1	1	5	0	0	0	0.0
029107_1_d07bbum	335	335	3	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	336	336	3	1	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	337	337	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	338	338	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	339	339	3	1	9	5	1	1	7	0	0	2	0.0
029107_1_d07bbum	340	340	3	1	7	4	1	1	5	0	0	1	0.4
029107_1_d07bbum	341	341	3	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	342	342	3	1	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	343	343	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	344	344	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	345	345	3	1	8	8	1	1	7	0	0	1	0.0
029107_1_d07bbum	347	347	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	348	348	3	1	9	9	1	1	9	0	0	0	0.0
029107_1_d07bbum	349	349	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	350	350	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	351	351	3	1	15	6	1	1	9	0	0	4	0.5
029107_1_d07bbum	352	352	3	1	23	13	1	1	15	0	0	2	17.2
029107_1_d07bbum	353	353	3	1	10	9	1	1	10	0	0	0	0.0
029107_1_d07bbum	354	354	3	1	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	356	356	0	0	10	8	1	1	9	0	0	1	0.0
029107_1_d07bbum	357	357	0	0	10	13	1	1	9	0	0	1	0.0
029107_1_d07bbum	358	358	0	0	16	17	1	1	13	0	0	2	0.4
029107_1_d07bbum	359	359	0	0	4	4	2	2	4	0	0	0	0.0
029107_1_d07bbum	360	360	0	0	6	6	2	2	6	0	0	0	0.0
029107_1_d07bbum	361	361	0	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	362	362	0	0	13	7	1	1	10	0	0	2	0.5
029107_1_d07bbum	363	363	0	0	19	23	1	1	19	0	0	0	0.0
029107_1_d07bbum	364	364	2	0	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	365	365	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	366	366	3	1	112	7	5	5	14	18	65	13	60.0
029107_1_d07bbum	367	367	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	368	368	3	1	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	369	369	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	370	370	3	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	371	371	3	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	372	372	3	1	7	7	1	1	7	0	0	0	0.0
029107_1_d07bbum	373	373	0	0	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	374	374	0	0	10	8	1	1	7	0	0	3	0.0
029107_1_d07bbum	375	375	0	0	8	2	1	1	4	0	0	2	0.5
029107_1_d07bbum	376	376	0	0	182	114	11	11	108	27	0	12	18.0
029107_1_d07bbum	377	377	0	0	11	6	1	1	10	0	0	1	0.0
029107_1_d07bbum	378	378	0	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	379	379	0	0	17	21	1	1	16	0	0	1	0.0
029107_1_d07bbum	380	380	0	0	14	14	1	1	10	0	0	3	0.5
029107_1_d07bbum	381	381	1	1	10	7	1	1	8	0	0	1	0.4
029107_1_d07bbum	382	382	1	1	8	7	1	1	7	0	0	1	0.0
029107_1_d07bbum	383	383	3	1	8	5	1	1	7	0	0	1	0.0
029107_1_d07bbum	384	384	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	385	385	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	386	386	3	1	8	6	1	1	8	0	0	0	0.0
029107_1_d07bbum	387	387	3	1	16	16	1	1	15	0	0	1	0.0
029107_1_d07bbum	388	388	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	389	389	3	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	390	390	3	1	23	15	3	3	17	4	0	2	0.0
029107_1_d07bbum	391	391	2	0	8	5	1	1	7	0	0	1	0.0
029107_1_d07bbum	392	392	2	0	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	393	393	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	394	394	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	395	395	2	0	7	7	1	1	7	0	0	0	0.0
029107_1_d07bbum	396	396	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	397	397	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	398	398	2	0	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	399	399	2	0	9	5	1	1	7	0	0	2	0.0
029107_1_d07bbum	400	400	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	401	401	2	0	17	13	1	1	14	0	0	2	0.4
029107_1_d07bbum	402	402	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	403	403	2	0	9	6	1	1	8	0	0	1	0.0
029107_1_d07bbum	404	404	2	0	12	11	3	3	11	1	0	0	0.0
029107_1_d07bbum	405	405	2	0	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	406	406	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	407	407	2	0	8	8	1	1	8	0	0	0	0.0
029107_1_d07bbum	408	408	2	0	8	8	1	1	8	0	0	0	0.0
029107_1_d07bbum	409	409	2	0	23	11	3	3	14	3	0	4	0.7
029107_1_d07bbum	410	410	2	0	565	15	15	15	22	41	501	4	75.6
029107_1_d07bbum	411	411	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	412	412	1	1	8	8	1	1	8	0	0	0	0.0
029107_1_d07bbum	413	413	1	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	414	414	1	1	7	7	1	1	7	0	0	0	0.0
029107_1_d07bbum	415	415	1	1	5	8	1	1	5	0	0	0	0.0
029107_1_d07bbum	416	416	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	417	417	1	1	8	3	1	1	5	0	0	2	0.5
029107_1_d07bbum	418	418	1	1	11	11	1	1	11	0	0	0	0.0
029107_1_d07bbum	419	419	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	420	420	1	1	185	40	13	13	37	49	74	9	123.9
029107_1_d07bbum	421	421	1	1	8	8	1	1	8	0	0	0	0.0
029107_1_d07bbum	422	422	1	1	9	6	1	1	7	0	0	1	0.3
029107_1_d07bbum	423	423	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	424	424	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	425	425	1	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	426	426	1	1	8	8	1	1	8	0	0	0	0.0
029107_1_d07bbum	427	427	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	428	428	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	429	429	1	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	430	430	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	431	431	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	432	432	3	1	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	433	433	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	434	434	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	435	435	3	1	8	5	1	1	6	0	0	1	0.4
029107_1_d07bbum	436	436	3	1	40	13	3	3	15	6	19	1	21.5
029107_1_d07bbum	2	2	2	0	2	2	1	1	2	0	0	0	0.0
029107_1_d07bbum	8	8	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	13	13	2	0	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	16	16	2	0	2	2	1	1	2	0	0	0	0.0
029107_1_d07bbum	20	20	2	0	2	2	1	1	2	0	0	0	0.0
029107_1_d07bbum	22	22	2	0	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	23	23	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	36	36	0	0	969	700	37	37	630	216	0	9	18.4
029107_1_d07bbum	46	46	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	60	60	1	1	2	2	1	1	2	0	0	0	0.0
029107_1_d07bbum	92	92	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	140	140	0	0	6	6	2	2	6	0	0	0	0.0
029107_1_d07bbum	156	156	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	158	158	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	166	166	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	168	168	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	170	170	2	0	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	174	174	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	178	178	2	0	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	180	180	2	0	4	4	2	2	4	0	0	0	0.0
029107_1_d07bbum	189	189	2	0	8	5	1	1	6	0	0	1	0.4
029107_1_d07bbum	191	191	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	192	192	2	0	8	6	1	1	7	0	0	1	0.0
029107_1_d07bbum	194	194	2	0	6	6	1	1	6	0	0	0	0.0
029107_1_d07bbum	201	201	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	203	203	2	0	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	206	206	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	209	209	2	0	3	3	1	1	3	0	0	0	0.0
029107_1_d07bbum	210	210	2	0	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	214	214	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	217	217	1	1	2	2	1	1	2	0	0	0	0.0
029107_1_d07bbum	233	233	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	244	244	3	1	5	5	1	1	5	0	0	0	0.0
029107_1_d07bbum	247	247	1	1	3	2	2	2	3	0	0	0	0.0
029107_1_d07bbum	259	259	3	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	271	271	1	1	2	2	1	1	2	0	0	0	0.0
029107_1_d07bbum	276	276	1	1	4	4	1	1	4	0	0	0	0.0
029107_1_d07bbum	284	284	3	1	4	4	1	1	4	0	0	0	0.0
