run,evt,anode,plane,ch_lo,ch_hi,t_lo,t_hi,n_channels,length_max,gauss_max,fill_factor_min,fwhm_frac_min,raw_asym_extreme,roi_energy_frac_max,triggered_by
39324,1,0,U,48,49,1235,1353,2,119,9489.0,0.333,0.210,+0.692,0.860,L_long+asym
39324,1,0,U,79,82,347,597,2,243,10033.0,0.340,0.272,-0.929,1.000,L_long+asym
39324,1,0,V,1050,1054,445,577,1,133,12188.0,0.443,0.444,-0.977,1.000,L_long+asym
39324,1,0,V,1351,1351,3458,3504,1,47,1961.0,0.482,0.426,-1.000,0.997,asym
39324,1,0,V,1394,1395,5076,5143,1,68,9042.0,0.418,0.353,+0.720,1.000,asym
