# doc pdvd/55 sec 17 -- CheckSTM_Michel failure register, arm d53v.
# One row per (item, failure class).  Regenerate with pdhd/stm_michel_scan/mkfailures.py after a fix to see whether a class shrank.
# 'scan' columns are the hand scan (doc 55); everything else is the chain's own payload.
item	scan_id	tranche	failure_class	scan_verdict	chain_is_stm	chain_reject	detail
039252_2/39	44	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 11.10 cm back along the fit
039252_9/101	84	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 5.00 cm back along the fit
039253_13/73	111	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 8.20 cm back along the fit
039253_17/77	131	2	K_stop_moved_by_scan	STM_MICHEL	0	shape_flat|profile_sparse	scan moved the stop 10.10 cm back along the fit
039253_2/13	135	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 3.40 cm back along the fit
039253_3/29	142	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 3.50 cm back along the fit
039253_3/61	143	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 2.10 cm back along the fit
039253_7/80	163	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 9.20 cm back along the fit
039349_10/58	183	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 9.65 cm back along the fit
039349_18/36	221	1	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 9.50 cm back along the fit
039349_19/52	225	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 7.00 cm back along the fit
039349_26/40	266	1	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 4.00 cm back along the fit
039349_28/60	278	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 18.06 cm back along the fit
039349_30/45	292	2	K_stop_moved_by_scan	STM_MICHEL	0	shape_flat|profile_sparse	scan moved the stop 3.80 cm back along the fit
039349_31/51	298	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 6.50 cm back along the fit
039349_34/48	311	2	K_stop_moved_by_scan	STM_ONLY	0	shape_flat|profile_sparse	scan moved the stop 5.50 cm back along the fit
039349_36/63	319	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 1.80 cm back along the fit
039349_38/57	328	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 3.80 cm back along the fit
039349_44/28	358	2	K_stop_moved_by_scan	FRAG_STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 4.30 cm back along the fit
039349_5/54	383	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 4.31 cm back along the fit
039349_51/29	396	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 9.00 cm back along the fit
039349_52/36	399	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 6.50 cm back along the fit
039349_54/56	411	2	K_stop_moved_by_scan	STM_MICHEL	0	shape_flat|profile_sparse	scan moved the stop 11.35 cm back along the fit
039349_56/36	422	2	K_stop_moved_by_scan	STM_MICHEL	0	shape_flat	scan moved the stop 1.50 cm back along the fit
039349_58/69	431	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 3.00 cm back along the fit
039349_60/40	441	2	K_stop_moved_by_scan	STM_MICHEL	0	shape_flat	scan moved the stop 6.10 cm back along the fit
039349_61/21	446	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 13.90 cm back along the fit
039349_67/78	481	1	K_stop_moved_by_scan	STM_MICHEL	0	shape_flat	scan moved the stop 4.80 cm back along the fit
039349_7/4	492	2	K_stop_moved_by_scan	STM_MICHEL	0	shape_flat|profile_sparse	scan moved the stop 5.90 cm back along the fit
039349_71/37	505	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 6.50 cm back along the fit
039349_81/25	549	2	K_stop_moved_by_scan	STM_MICHEL	0	no_bragg|shape_flat	scan moved the stop 6.00 cm back along the fit
039349_81/44	551	2	K_stop_moved_by_scan	STM_MICHEL	0	shape_flat	scan moved the stop 7.53 cm back along the fit
039252_12/114	15	2	L_plateau_off_mip	THRU	0	no_bragg|plateau_off_mip	chain flags plateau_off_mip
039252_12/130	17	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039252_12/88	12	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039252_13/91	20	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|stop_near_boundary|plateau_off_mip	chain flags plateau_off_mip
039252_14/62	22	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039252_14/64	23	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039252_16/108	37	2	L_plateau_off_mip	STM_ONLY	0	plateau_off_mip	chain flags plateau_off_mip
039252_17/88	40	2	L_plateau_off_mip	STM_MICHEL	0	plateau_off_mip	chain flags plateau_off_mip
039252_2/87	49	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|stop_near_boundary|plateau_off_mip	chain flags plateau_off_mip
039252_6/106	65	2	L_plateau_off_mip	STM_ONLY	0	plateau_off_mip	chain flags plateau_off_mip
039252_7/37	69	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039252_8/102	78	2	L_plateau_off_mip	STM_MICHEL	0	no_bragg|plateau_off_mip	chain flags plateau_off_mip
039252_8/77	73	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|stop_near_boundary|plateau_off_mip	chain flags plateau_off_mip
039252_8/97	77	2	L_plateau_off_mip	THRU	0	plateau_off_mip	chain flags plateau_off_mip
039253_0/40	85	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039253_1/105	94	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039253_12/88	109	2	L_plateau_off_mip	THRU	0	continuation|stop_near_boundary|plateau_off_mip	chain flags plateau_off_mip
039253_17/91	132	2	L_plateau_off_mip	MESSY	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039253_4/95	149	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039253_8/53	169	2	L_plateau_off_mip	MESSY	0	shape_flat|plateau_off_mip	chain flags plateau_off_mip
039349_10/54	182	2	L_plateau_off_mip	MESSY	0	no_bragg|plateau_off_mip	chain flags plateau_off_mip
039349_16/56	211	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039349_16/70	212	2	L_plateau_off_mip	STM_ONLY	0	plateau_off_mip	chain flags plateau_off_mip
039349_24/21	254	2	L_plateau_off_mip	UNCLEAR	0	plateau_off_mip	chain flags plateau_off_mip
039349_25/43	260	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039349_25/48	262	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039349_26/34	265	2	L_plateau_off_mip	STM_ONLY	0	plateau_off_mip	chain flags plateau_off_mip
039349_28/52	275	1	L_plateau_off_mip	MESSY	0	shape_flat|plateau_off_mip	chain flags plateau_off_mip
039349_30/41	291	2	L_plateau_off_mip	THRU	0	shape_flat|continuation|plateau_off_mip	chain flags plateau_off_mip
039349_30/66	293	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039349_37/52	323	2	L_plateau_off_mip	THRU	0	plateau_off_mip	chain flags plateau_off_mip
039349_40/49	342	1	L_plateau_off_mip	MESSY	0	plateau_off_mip	chain flags plateau_off_mip
039349_42/41	345	2	L_plateau_off_mip	MESSY	0	stop_unmatched|plateau_off_mip	chain flags plateau_off_mip
039349_43/62	353	2	L_plateau_off_mip	THRU	0	stop_unmatched|stop_near_boundary|plateau_off_mip	chain flags plateau_off_mip
039349_54/65	413	2	L_plateau_off_mip	FRAG_THRU	0	stop_near_boundary|plateau_off_mip	chain flags plateau_off_mip
039349_54/66	414	2	L_plateau_off_mip	THRU	0	shape_flat|plateau_off_mip	chain flags plateau_off_mip
039349_56/18	418	2	L_plateau_off_mip	THRU	0	plateau_off_mip	chain flags plateau_off_mip
039349_60/47	443	2	L_plateau_off_mip	MESSY	0	plateau_off_mip	chain flags plateau_off_mip
039349_63/47	459	2	L_plateau_off_mip	THRU	0	no_bragg|plateau_off_mip	chain flags plateau_off_mip
039349_68/71	489	2	L_plateau_off_mip	MESSY	0	plateau_off_mip	chain flags plateau_off_mip
039349_7/65	497	2	L_plateau_off_mip	STM_ONLY	0	plateau_off_mip	chain flags plateau_off_mip
039349_71/27	503	2	L_plateau_off_mip	FRAG_THRU	0	no_bragg|shape_flat|stop_near_boundary|plateau_off_mip	chain flags plateau_off_mip
039349_71/51	507	2	L_plateau_off_mip	THRU	0	plateau_off_mip	chain flags plateau_off_mip
039349_71/59	508	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039349_74/28	520	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039349_77/26	531	2	L_plateau_off_mip	THRU	0	shape_flat|plateau_off_mip	chain flags plateau_off_mip
039349_77/52	533	2	L_plateau_off_mip	MESSY	0	plateau_off_mip	chain flags plateau_off_mip
039349_79/71	538	2	L_plateau_off_mip	THRU	0	no_bragg|shape_flat|plateau_off_mip	chain flags plateau_off_mip
039349_80/48	544	2	L_plateau_off_mip	THRU	0	shape_flat|plateau_off_mip	chain flags plateau_off_mip
039349_81/54	554	1	L_plateau_off_mip	MESSY	0	shape_flat|plateau_off_mip	chain flags plateau_off_mip
039252_13/66	18	2	L_profile_sparse	MESSY	0	profile_sparse	chain flags profile_sparse
039252_16/32	31	2	L_profile_sparse	STM_MICHEL	0	profile_sparse	chain flags profile_sparse
039252_16/91	35	2	L_profile_sparse	MESSY	0	shape_flat|profile_sparse	chain flags profile_sparse
039252_16/98	36	2	L_profile_sparse	STM_MICHEL	0	shape_flat|profile_sparse	chain flags profile_sparse
039252_3/90	57	2	L_profile_sparse	THRU	0	shape_flat|profile_sparse	chain flags profile_sparse
039252_6/88	61	2	L_profile_sparse	THRU	0	shape_flat|profile_sparse	chain flags profile_sparse
039253_11/44	101	2	L_profile_sparse	THRU	0	shape_flat|profile_sparse	chain flags profile_sparse
039253_15/81	122	2	L_profile_sparse	THRU	0	shape_flat|profile_sparse	chain flags profile_sparse
039253_16/95	126	2	L_profile_sparse	THRU	0	shape_flat|profile_sparse	chain flags profile_sparse
039253_17/77	131	2	L_profile_sparse	STM_MICHEL	0	shape_flat|profile_sparse	chain flags profile_sparse
039253_6/76	157	2	L_profile_sparse	THRU	0	shape_flat|profile_sparse	chain flags profile_sparse
039253_6/90	161	2	L_profile_sparse	STM_MICHEL	0	profile_sparse	chain flags profile_sparse
039349_11/43	187	2	L_profile_sparse	THRU	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_12/45	194	1	L_profile_sparse	FRAG_THRU	0	profile_sparse	chain flags profile_sparse
039349_2/41	231	2	L_profile_sparse	MESSY	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_20/41	235	2	L_profile_sparse	THRU	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_30/45	292	2	L_profile_sparse	STM_MICHEL	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_34/48	311	2	L_profile_sparse	STM_ONLY	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_37/33	321	2	L_profile_sparse	MESSY	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_41/51	344	2	L_profile_sparse	STM_MICHEL	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_44/66	360	2	L_profile_sparse	THRU	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_44/72	362	2	L_profile_sparse	THRU	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_46/58	368	1	L_profile_sparse	MESSY	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_49/72	382	2	L_profile_sparse	THRU	0	stop_near_boundary|profile_sparse	chain flags profile_sparse
039349_54/56	411	2	L_profile_sparse	STM_MICHEL	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_57/26	427	2	L_profile_sparse	FRAG_THRU	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_60/46	442	2	L_profile_sparse	MESSY	0	profile_sparse	chain flags profile_sparse
039349_68/28	483	2	L_profile_sparse	THRU	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_7/4	492	2	L_profile_sparse	STM_MICHEL	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_75/72	524	1	L_profile_sparse	MESSY	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_77/48	532	2	L_profile_sparse	THRU	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_81/45	552	2	L_profile_sparse	MESSY	0	shape_flat|profile_sparse	chain flags profile_sparse
039349_83/53	563	2	L_profile_sparse	THRU	0	shape_flat|stop_near_boundary|profile_sparse	chain flags profile_sparse
