# doc pdvd/50 r2 d51_dqdx_rr_apa.py det=pdhd ref=stm/pdhd_ref_dqdx.json status=0 max_abs_x=1e+09 low_thr=21844 (0.40 x plateau 54609.2) complete_max_flow=0.05 files=61
det	event	block	cluster	status	npts	nkept	ngood	length	len_kept	pts_per_cm	kink	exit_L	left_L	has_left	f_low	rrmin	rrmax	reach	nbins	contrast	k_muon	shape_muon	k_proton	shape_proton	best	med_chi2	doc55	complete	n_u0	n_u1	n_u2	n_u3	med_0_1	med_1_2	med_2_3	med_3_5	med_5_7	med_7_10	med_10_15	med_15_20	med_20_30	med_30_40	med_40_60	n_0_1	n_1_2	n_2_3	n_3_5	n_5_7	n_7_10	n_10_15	n_15_20	n_20_30	n_30_40	n_40_60
pdhd	028084_27_d51hstm	460	46	0	94	94	85	58.8507	58.8507	1.4443	94	59.4507	0.0000	0	0.0706	0.0000	58.8507	1	8	0.5590	0.7484	0.4366	0.4457	0.4620	muon	2.1493	0	0	0	0	85	0	nan	nan	nan	50437	61279	72794	65239	18008	43027	64476	63780	2	1	2	3	4	4	8	7	8	15	31
pdhd	028084_27_d51hstm	570	57	0	209	209	205	135.6371	135.6371	1.5114	209	133.1537	0.0000	0	0.3854	0.0000	135.6371	1	8	0.5069	0.3579	0.4768	0.2132	0.4838	muon	4.6839	0	0	186	0	19	0	nan	nan	nan	30515	34676	29486	13488	15360	64593	16672	18400	2	2	2	3	3	5	8	8	14	15	29
pdhd	028084_27_d51hstm	930	93	0	359	359	359	226.8375	226.8375	1.5826	359	227.4375	0.0000	0	0.0111	0.0000	226.8375	1	8	0.7816	0.8809	0.2328	0.5247	0.2631	muon	2.1547	0	1	0	359	0	0	nan	nan	nan	64610	52479	58555	56504	87722	50323	64130	54299	2	2	1	4	3	4	8	8	15	16	32
pdhd	028084_27_d51hstm	1070	107	0	164	164	164	104.0110	104.0110	1.5768	164	104.6110	0.0000	0	0.0427	0.0000	104.0110	1	7	2.7085	1.0501	0.1105	0.6295	0.1547	muon	2.7682	0	1	0	0	0	164	nan	nan	nan	79772	nan	67650	77092	67730	67887	65704	64951	2	1	2	3	2	5	8	7	17	14	31
pdhd	028084_27_d51hstm	1110	111	0	38	38	33	51.5782	51.5782	0.6398	38	52.1782	0.0000	0	0.6970	0.0000	51.5782	1	5	9.2453	0.0595	0.7813	0.0357	0.7715	proton	3.4854	0	0	0	0	0	33	nan	nan	nan	22639	4864	1761	nan	nan	nan	2411	2862	2	1	2	3	3	3	0	0	0	4	15
pdhd	028084_28_d51hstm	1060	106	0	171	171	162	107.5450	107.5450	1.5063	171	108.1450	0.0000	0	0.1420	0.0000	107.5450	1	8	0.7982	0.5962	0.3203	0.3550	0.2949	proton	2.7028	0	0	0	162	0	0	nan	nan	nan	42136	50002	50694	49980	44435	45425	44620	15774	2	1	2	3	3	4	8	8	16	15	23
pdhd	028084_28_d51hstm	1100	110	0	495	495	495	316.1135	316.1135	1.5659	495	316.7135	0.0000	0	0.0121	0.0000	316.1135	1	8	3.0604	1.0702	0.1456	0.6374	0.1566	muon	2.0488	0	1	0	495	0	0	nan	nan	nan	69222	99786	91502	81833	69098	62846	57708	63132	2	2	1	4	3	6	8	7	16	17	33
pdhd	028084_28_d51hstm	1310	131	0	936	928	928	599.8192	593.6843	1.5631	927	592.9746	6.8360	1	0.0054	0.0000	593.6843	1	8	2.2143	1.0345	0.1059	0.6161	0.1482	muon	1.3017	0	1	0	0	133	795	nan	nan	nan	79343	73731	73737	78224	65266	68811	64163	64124	2	1	2	4	3	4	8	7	17	15	32
pdhd	028084_29_d51hstm	380	38	0	52	52	50	31.9950	31.9950	1.5627	52	32.5950	0.0000	0	0.4400	0.0000	31.9950	1	6	0.8282	0.3282	0.4469	0.1932	0.4672	muon	2.5611	0	0	50	0	0	0	nan	nan	nan	40594	nan	12626	12538	30790	27180	24216	nan	2	1	2	4	2	6	8	8	14	3	0
pdhd	028084_29_d51hstm	440	44	0	326	326	326	218.2291	218.2291	1.4938	326	218.8291	0.0000	0	0.2239	0.0000	218.2291	1	7	0.3447	0.5991	0.4789	0.3592	0.5028	muon	3.5503	0	0	326	0	0	0	nan	nan	nan	33020	nan	33983	59064	18840	65757	57958	33756	2	1	2	3	2	5	7	8	16	17	32
pdhd	028084_29_d51hstm	530	53	0	498	496	496	319.2268	318.0107	1.5597	495	316.1495	1.7954	1	0.0302	0.0000	318.0107	1	8	1.5249	0.8111	0.3461	0.4831	0.3456	proton	1.6365	0	1	100	0	396	0	nan	nan	nan	77760	60812	102281	44246	37524	38611	85817	33465	2	2	1	3	3	5	7	8	15	17	31
pdhd	028084_29_d51hstm	1011	101	0	90	90	90	54.6259	54.6259	1.6476	90	55.2259	0.0000	0	0.0556	0.0000	54.6259	1	9	0.7013	0.6885	0.4413	0.4136	0.4453	muon	1.9197	0	0	0	0	0	90	40758	nan	nan	46920	44299	53833	53167	59623	61641	53845	57684	3	1	2	3	3	4	9	8	16	17	24
pdhd	028084_29_d51hstm	1150	115	0	160	160	157	101.1125	101.1125	1.5527	160	101.7125	0.0000	0	0.1274	0.0000	101.1125	1	8	0.1969	0.6377	0.7296	0.3798	0.7686	muon	1.8880	0	0	0	0	0	157	nan	nan	nan	14660	21851	45739	60394	36034	74899	72444	75130	2	2	1	3	4	4	7	6	16	15	32
pdhd	028084_2_d51hstm	190	19	0	515	515	514	341.5308	341.5308	1.5050	515	336.9548	0.0000	0	0.1128	0.0000	341.5308	1	8	2.7665	1.0581	0.0639	0.6302	0.1005	muon	3.0849	0	0	397	0	117	0	nan	nan	nan	100819	75614	74528	75782	69914	63484	64668	60435	2	1	1	4	3	4	8	8	16	16	31
pdhd	028084_2_d51hstm	260	26	0	128	84	84	79.4413	51.9352	1.6174	83	51.7850	28.2563	1	0.2262	0.0000	51.9352	1	8	1.5142	0.6837	0.4761	0.4072	0.4729	proton	1.3210	0	0	84	0	0	0	nan	nan	nan	70088	74701	75750	64802	21551	17446	62846	37366	2	1	1	4	3	5	9	8	16	16	19
pdhd	028084_2_d51hstm	270	27	0	99	91	91	64.4331	58.2490	1.5623	90	58.2661	6.7670	1	0.1429	0.0000	58.2490	1	8	1.4628	0.9492	0.2035	0.5653	0.1841	proton	3.2187	0	0	91	0	0	0	nan	nan	nan	80023	78299	72772	105012	63845	51207	41175	48609	2	2	1	4	3	4	8	6	16	15	30
pdhd	028084_2_d51hstm	490	49	0	235	233	233	151.7353	150.4385	1.5488	232	150.3423	1.9930	1	0.0000	0.0000	150.4385	1	8	0.6974	0.9537	0.2949	0.5680	0.3177	muon	2.0964	0	1	0	0	233	0	nan	nan	nan	54726	55690	63272	64933	94741	79422	68514	50388	2	1	2	4	3	4	7	8	16	14	31
pdhd	028084_2_d51hstm	1160	116	0	227	217	216	144.6596	138.8391	1.5558	216	138.6879	6.5716	1	0.0602	0.0000	138.8391	1	8	2.3093	1.0435	0.1091	0.6215	0.1270	muon	1.6945	0	0	0	216	0	0	nan	nan	nan	108415	67306	80329	74210	62620	68831	63888	55801	2	1	1	3	3	6	7	8	16	14	31
pdhd	028084_30_d51hstm	260	26	0	230	230	229	148.8143	148.8143	1.5388	230	149.4143	0.0000	0	0.1528	0.0000	148.8143	1	8	0.5614	0.5860	0.4452	0.3490	0.4740	muon	5.0261	0	0	229	0	0	0	nan	nan	nan	21684	29692	42878	57241	56354	33873	51102	42879	2	2	2	3	3	4	7	9	13	16	30
pdhd	028084_30_d51hstm	330	33	0	115	115	115	72.6143	72.6143	1.5837	115	73.2143	0.0000	0	0.2609	0.0000	72.6143	1	7	0.5336	0.4123	0.1342	0.2470	0.1770	muon	4.3632	0	0	115	0	0	0	nan	nan	nan	nan	26101	28846	26483	27429	29482	26016	25180	2	2	2	2	4	5	8	9	16	14	30
pdhd	028084_30_d51hstm	340	34	0	247	247	247	157.6477	157.6477	1.5668	247	158.2477	0.0000	0	0.1417	0.0000	157.6477	1	8	0.7450	0.5720	0.1765	0.3407	0.1637	proton	5.1581	0	0	247	0	0	0	nan	nan	nan	44018	45840	49713	42044	34809	43958	37278	22641	2	2	1	3	4	4	8	7	16	16	31
pdhd	028084_30_d51hstm	370	37	0	656	656	656	417.3172	417.3172	1.5719	656	417.9172	0.0000	0	0.0000	0.0000	417.3172	1	7	2.0049	1.0077	0.0920	0.6036	0.1225	muon	1.3647	1	1	0	0	656	0	nan	nan	nan	nan	76239	75257	58596	71810	67272	60789	55738	2	2	2	2	4	5	7	8	14	16	30
pdhd	028084_30_d51hstm	1000	100	0	934	934	932	591.8010	591.8010	1.5749	934	592.4010	0.0000	0	0.0064	0.0000	591.8010	1	8	0.5325	0.7482	0.4665	0.4456	0.5002	muon	2.2341	0	1	0	932	0	0	nan	nan	nan	49347	20897	58046	66263	56479	49775	70457	59461	2	1	2	4	3	4	7	8	15	15	29
pdhd	028084_30_d51hstm	1070	107	0	21	21	10	46.9750	46.9750	0.2129	21	47.5750	0.0000	0	1.0000	0.0000	46.9750	1	1	nan	nan	nan	nan	nan	none	0.0000	0	0	0	0	0	10	nan	nan	nan	nan	nan	nan	9788	nan	nan	nan	nan	2	1	0	0	0	0	4	1	0	0	2
pdhd	028084_30_d51hstm	1110	111	0	233	233	232	147.6278	147.6278	1.5715	233	148.2278	0.0000	0	0.0948	0.0000	147.6278	1	7	2.9769	0.9351	0.0586	0.5605	0.1055	muon	2.2106	1	0	0	0	0	232	nan	nan	nan	79806	nan	69173	66165	59077	52380	55098	58168	2	2	2	4	2	4	7	7	15	17	31
pdhd	028084_3_d51hstm	220	22	0	321	321	234	200.7494	200.7494	1.1656	321	201.3494	0.0000	0	0.4573	0.0000	200.7494	1	8	2.2447	0.2582	0.3688	0.1538	0.3838	muon	2.2478	0	0	234	0	0	0	nan	nan	nan	17443	11359	14181	27226	26340	20745	17133	13109	2	2	2	3	3	5	9	9	14	17	10
pdhd	028084_3_d51hstm	230	23	0	72	61	61	47.3616	39.1224	1.5592	60	39.1459	8.8157	1	0.0820	0.0000	39.1224	1	7	3.8196	0.8077	0.6333	0.4731	0.6273	proton	4.6411	0	0	61	0	0	0	nan	nan	nan	20707	83486	126519	59875	97350	50826	29577	nan	2	2	1	3	3	4	7	9	15	15	0
pdhd	028084_3_d51hstm	270	27	0	294	294	292	188.8285	188.8285	1.5464	294	189.4285	0.0000	0	0.2089	0.0000	188.8285	1	8	1.1906	0.4128	0.5574	0.2459	0.5797	muon	5.4019	0	0	292	0	0	0	nan	nan	nan	20077	45378	53658	23643	12322	33634	15002	55796	2	2	1	3	4	4	7	8	14	17	30
pdhd	028084_3_d51hstm	490	49	0	47	47	46	71.2060	71.2060	0.6460	47	71.8060	0.0000	0	0.3043	0.0000	71.2060	1	3	nan	0.2466	0.8816	0.1562	0.9233	muon	0.3082	0	0	0	0	46	0	nan	nan	nan	nan	nan	nan	nan	nan	5806	11098	44631	2	0	0	0	0	0	0	0	6	6	15
pdhd	028084_3_d51hstm	720	72	0	385	385	384	242.3115	242.3115	1.5847	385	242.9115	0.0000	0	0.0495	0.0000	242.3115	1	7	0.6884	1.0733	0.4153	0.6434	0.4389	muon	2.2839	0	1	0	384	0	0	nan	nan	nan	46216	nan	52701	89947	81536	115085	78863	58670	2	2	1	4	2	5	7	9	17	16	32
pdhd	028084_3_d51hstm	860	86	0	861	861	859	554.0277	554.0277	1.5505	861	551.1227	0.0000	0	0.0268	0.0000	554.0277	1	8	1.5862	0.7822	0.1815	0.4659	0.2237	muon	2.2004	0	1	0	458	0	401	nan	nan	nan	56042	49319	51220	53149	57363	54331	57626	49303	2	2	1	3	3	5	7	8	16	15	31
pdhd	028084_3_d51hstm	910	91	0	89	89	89	55.5957	55.5957	1.6008	89	56.1957	0.0000	0	0.2360	0.0000	55.5957	1	8	2.7731	0.4329	0.8018	0.2578	0.8425	muon	2.7044	0	0	0	0	0	89	nan	nan	nan	53158	31640	23183	12437	7071	39079	51198	85465	2	2	1	4	3	5	8	9	15	15	25
pdhd	028084_4_d51hstm	180	18	0	143	143	143	90.6872	90.6872	1.5768	143	91.2872	0.0000	0	0.1958	0.0000	90.6872	1	7	1.6264	0.5720	0.3716	0.3426	0.4048	muon	4.7867	0	0	143	0	0	0	nan	nan	nan	nan	47925	61277	24308	24733	30578	31386	61647	2	2	1	2	4	5	8	10	15	16	30
pdhd	028084_4_d51hstm	200	20	0	679	677	677	430.6123	429.6026	1.5759	676	429.6386	1.5737	1	0.0812	0.0000	429.6026	1	8	1.0491	0.6171	0.2185	0.3675	0.2263	muon	4.0961	0	0	677	0	0	0	nan	nan	nan	50040	39800	41609	68152	34054	46236	34628	32448	2	2	1	4	3	5	7	7	15	15	30
pdhd	028084_4_d51hstm	290	29	0	84	84	84	53.0995	53.0995	1.5819	84	53.6995	0.0000	0	0.0714	0.0000	53.0995	1	8	0.6760	0.7322	0.4284	0.4361	0.4514	muon	5.5482	0	0	84	0	0	0	nan	nan	nan	74694	53713	52085	17792	70719	54024	60652	45603	2	2	1	3	3	4	7	7	16	17	22
pdhd	028084_4_d51hstm	410	41	0	374	374	374	231.4950	231.4950	1.6156	374	232.0950	0.0000	0	0.0294	0.0000	231.4950	1	8	2.3462	1.1396	0.0605	0.6787	0.0771	muon	2.0913	1	1	0	0	374	0	nan	nan	nan	92548	103396	87841	75407	74955	71784	63615	62314	2	2	1	4	3	5	8	8	16	16	32
pdhd	028084_4_d51hstm	1140	114	0	459	445	445	287.7034	278.7697	1.5963	444	278.8009	9.5025	1	0.0045	0.0000	278.7697	1	8	1.3644	1.0593	0.1361	0.6309	0.1331	proton	2.5534	0	1	0	0	0	445	nan	nan	nan	104132	72150	73734	94106	65686	71031	61314	50527	2	2	1	4	3	5	9	9	14	15	33
pdhd	028084_4_d51hstm	1190	119	0	430	400	400	275.9395	257.1931	1.5553	399	256.0588	19.3209	1	0.0250	0.0000	257.1931	1	8	1.5372	1.0527	0.1051	0.6269	0.1143	muon	1.8017	0	1	0	0	135	265	nan	nan	nan	81583	84320	95614	79682	66829	60659	54314	62112	2	2	1	3	3	5	8	7	15	15	30
pdhd	028084_5_d51hstm	1150	115	0	66	66	66	41.7694	41.7694	1.5801	66	42.3694	0.0000	0	0.0000	0.0000	41.7694	1	7	2.6136	1.1391	0.1564	0.6828	0.1565	muon	2.4466	0	1	0	0	0	66	nan	nan	nan	77378	nan	93921	80145	89846	78281	62284	56517	2	2	1	4	2	5	8	8	15	16	3
pdhd	028084_6_d51hstm	420	42	0	366	352	352	234.5989	224.4591	1.5682	351	224.4880	10.7110	1	0.0540	0.0000	224.4591	1	8	2.0215	1.1472	0.1131	0.6833	0.0798	proton	1.4987	0	0	0	0	352	0	nan	nan	nan	129237	93032	92791	80939	68817	70743	62750	51712	2	2	1	3	3	6	8	8	16	15	32
pdhd	028084_6_d51hstm	500	50	0	15	15	15	61.6075	61.6075	0.2435	15	62.2075	0.0000	0	0.6000	0.0000	61.6075	1	1	nan	nan	nan	nan	nan	none	1.6313	0	0	0	0	15	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	28586	1	1	0	0	0	0	0	0	0	2	8
pdhd	028084_6_d51hstm	910	91	0	101	101	101	64.9928	64.9928	1.5540	101	65.5928	0.0000	0	0.0891	0.0000	64.9928	1	8	0.8462	0.4071	0.1958	0.2425	0.2389	muon	2.6786	0	0	0	101	0	0	nan	nan	nan	38057	35743	21449	21798	25620	27934	26168	30123	2	1	2	3	4	4	8	8	17	15	29
pdhd	028084_6_d51hstm	970	97	0	366	336	336	236.1065	217.5361	1.5446	335	217.5664	19.1401	1	0.0000	0.0000	217.5361	1	7	1.1858	1.0292	0.0707	0.6169	0.1033	muon	1.6925	0	1	0	336	0	0	nan	nan	nan	85466	nan	79010	64646	66144	69158	63359	56040	2	2	2	3	2	5	8	9	14	15	31
pdhd	028084_6_d51hstm	1090	109	0	731	731	731	465.3962	465.3962	1.5707	731	465.9962	0.0000	0	0.0000	0.0000	465.3962	1	8	0.6669	0.8983	0.0729	0.5350	0.1232	muon	2.8728	0	1	0	0	0	731	nan	nan	nan	75551	66360	65227	59403	57776	59073	55094	55182	2	1	1	3	3	5	8	8	17	16	32
pdhd	028084_6_d51hstm	1150	115	0	277	277	277	182.4177	182.4177	1.5185	277	183.0177	0.0000	0	0.0108	0.0000	182.4177	1	8	0.4192	0.8333	0.1839	0.4963	0.2152	muon	1.7194	0	1	0	0	0	277	nan	nan	nan	50156	78724	53030	56966	59847	54809	54250	52065	2	2	2	3	3	4	7	7	15	16	31
pdhd	028084_6_d51hstm	1170	117	0	130	130	130	81.3781	81.3781	1.5975	130	81.9781	0.0000	0	0.0538	0.0000	81.3781	1	8	2.1827	1.1336	0.0715	0.6751	0.0819	muon	2.6517	0	0	0	0	0	130	nan	nan	nan	107931	89875	87671	78097	65798	72196	72575	56601	2	2	1	4	3	5	8	8	16	16	31
pdhd	028084_7_d51hstm	340	34	0	402	402	402	257.0151	257.0151	1.5641	402	257.6151	0.0000	0	0.1244	0.0000	257.0151	1	8	0.5454	0.6696	0.1737	0.3988	0.1624	proton	3.6387	0	0	402	0	0	0	nan	nan	nan	57420	62421	65668	41555	42472	31995	47544	30405	2	2	1	3	3	5	8	7	17	16	30
pdhd	028084_7_d51hstm	360	36	0	186	186	181	115.9825	115.9825	1.5606	186	116.5825	0.0000	0	0.6740	0.0000	115.9825	1	8	3.7523	0.2441	0.6315	0.1454	0.6244	proton	1.8277	0	0	181	0	0	0	nan	nan	nan	8399	10367	27097	34854	36917	21086	10324	9059	2	1	2	3	3	5	8	8	15	16	26
pdhd	028084_7_d51hstm	450	45	0	472	472	472	298.7229	298.7229	1.5801	472	299.3229	0.0000	0	0.0021	0.0000	298.7229	1	8	2.4011	1.1063	0.0530	0.6589	0.0708	muon	1.9867	1	1	0	0	472	0	nan	nan	nan	90942	97483	88565	76384	68693	68538	61643	61280	2	2	1	3	4	5	8	8	14	16	32
pdhd	028084_7_d51hstm	560	56	0	608	608	607	385.6597	385.6597	1.5739	608	386.2597	0.0000	0	0.0148	0.0000	385.6597	1	7	2.5919	1.0615	0.0533	0.6358	0.1001	muon	1.4117	1	1	0	0	607	0	nan	nan	nan	nan	81288	74707	76168	68471	61588	65173	62307	2	2	2	2	4	5	8	8	16	14	31
pdhd	028084_7_d51hstm	610	61	0	179	179	179	113.6927	113.6927	1.5744	179	114.2927	0.0000	0	0.0391	0.0000	113.6927	1	7	2.4074	1.1254	0.0878	0.6741	0.0861	proton	2.8361	0	1	0	0	179	0	nan	nan	nan	nan	98101	96310	80381	64628	59673	67660	60168	2	2	2	2	4	5	7	8	16	16	33
pdhd	028084_7_d51hstm	1090	109	0	49	49	28	30.4117	30.4117	0.9207	49	31.0117	0.0000	0	0.8929	0.0000	30.4117	1	3	3.4459	0.1159	0.4066	0.0682	0.4093	muon	0.7067	0	0	0	28	0	0	nan	nan	nan	nan	nan	nan	10843	4186	9113	nan	nan	2	2	1	0	0	2	7	5	8	1	0
pdhd	028084_7_d51hstm	1240	124	0	727	725	725	464.6183	463.0790	1.5656	724	463.0262	2.1920	1	0.0179	0.0000	463.0790	1	8	1.0534	0.9573	0.3246	0.5702	0.3051	proton	1.8280	0	1	0	0	0	725	nan	nan	nan	87568	58335	61839	85003	107336	74849	49289	31545	2	2	1	3	3	5	8	8	15	17	33
pdhd	028084_7_d51hstm	1350	135	0	428	428	428	273.8178	273.8178	1.5631	428	274.4178	0.0000	0	0.0164	0.0000	273.8178	1	8	0.6100	0.9035	0.1614	0.5381	0.1914	muon	1.6010	0	1	0	0	0	428	nan	nan	nan	61657	69450	88008	55616	56025	52338	59295	57938	2	2	1	3	3	5	7	8	17	15	28
pdhd	028084_8_d51hstm	370	37	0	251	251	250	161.5380	161.5380	1.5476	251	162.1380	0.0000	0	0.0560	0.0000	161.5380	1	8	1.2768	0.9066	0.1554	0.5400	0.1554	muon	4.2257	0	0	250	0	0	0	nan	nan	nan	67863	69789	69704	63855	74161	55434	62715	39933	2	1	1	3	3	4	8	8	15	15	33
pdhd	028084_8_d51hstm	390	39	0	16	16	15	89.7819	89.7819	0.1671	16	90.3819	0.0000	0	0.8000	0.0000	89.7819	1	0	nan	nan	nan	nan	nan	none	2.2251	0	0	0	0	15	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	2	1	0	0	0	0	0	1	0	2
pdhd	028084_8_d51hstm	460	46	0	173	136	136	125.2536	87.9451	1.5464	135	87.9519	37.9016	1	0.0000	0.0000	87.9451	1	8	2.1073	1.0544	0.0413	0.6280	0.0711	muon	1.4432	1	1	0	0	136	0	nan	nan	nan	96155	85331	77199	76247	65423	61287	65760	57032	2	1	2	3	3	5	7	8	14	15	32
pdhd	028084_8_d51hstm	1100	110	0	105	105	105	66.7311	66.7311	1.5735	105	67.3311	0.0000	0	0.0000	0.0000	66.7311	1	8	3.0627	1.1291	0.1650	0.6725	0.1812	muon	1.9497	0	1	0	0	0	105	nan	nan	nan	131066	102073	62559	63497	80735	66672	68796	63833	2	2	1	4	3	5	8	7	15	14	32
pdhd	028084_8_d51hstm	1200	120	0	526	526	523	342.7271	342.7271	1.5260	526	342.6511	0.0000	0	0.0249	0.0000	342.7271	1	4	0.0895	1.0613	0.2264	0.6592	0.2435	muon	1.3360	0	1	0	0	259	264	nan	nan	nan	nan	nan	nan	nan	54248	61299	88496	53039	2	1	0	0	0	0	2	8	16	15	31
pdhd	028084_9_d51hstm	240	24	0	574	574	573	364.6970	364.6970	1.5712	574	365.2970	0.0000	0	0.1152	0.0000	364.6970	1	7	1.3116	0.6672	0.3421	0.4000	0.3760	muon	4.5242	0	0	573	0	0	0	nan	nan	nan	66715	nan	23354	57921	41502	40901	39807	55959	2	2	1	4	2	5	7	8	15	17	30
pdhd	028084_9_d51hstm	370	37	0	43	43	34	154.6126	154.6126	0.2199	43	155.2126	0.0000	0	0.7059	0.0000	154.6126	1	1	nan	nan	nan	nan	nan	none	0.8171	0	0	0	0	34	0	nan	nan	nan	nan	nan	nan	nan	nan	8133	nan	nan	2	0	0	0	0	0	0	0	5	0	0
pdhd	028084_9_d51hstm	500	50	0	560	560	560	370.6587	370.6587	1.5108	560	371.2587	0.0000	0	0.4982	0.0000	370.6587	1	6	0.5445	0.4860	0.3096	0.2936	0.2738	proton	1.6083	0	0	0	0	560	0	nan	nan	nan	nan	nan	30914	49333	46837	26660	25910	16984	2	2	1	2	2	5	6	8	15	16	31
pdhd	029107_0_d51hstm	490	49	0	45	45	38	114.5880	114.5880	0.3316	45	115.1880	0.0000	0	0.9474	0.0000	114.5880	1	5	nan	0.0757	1.0989	0.0435	1.1015	muon	0.8591	0	0	0	0	38	0	nan	nan	nan	949	4414	11568	15719	8107	nan	nan	nan	2	1	1	3	3	5	8	7	2	0	0
pdhd	029107_0_d51hstm	500	50	0	272	272	272	173.9623	173.9623	1.5636	272	174.5623	0.0000	0	0.0294	0.0000	173.9623	1	8	0.2010	0.9440	0.4847	0.5622	0.5014	muon	1.8531	0	1	0	0	272	0	nan	nan	nan	26054	61050	109152	85473	75429	68892	64008	60726	2	2	2	3	3	5	8	7	16	16	32
pdhd	029107_0_d51hstm	560	56	0	28	28	28	52.6498	52.6498	0.5318	28	53.2498	0.0000	0	0.5714	0.0000	52.6498	1	3	0.2754	0.3010	0.7329	0.1862	0.6761	proton	1.1649	0	0	0	0	28	0	nan	nan	nan	nan	nan	nan	nan	38212	25295	nan	6056	2	2	0	0	0	0	2	8	8	0	6
pdhd	029107_0_d51hstm	1030	103	0	22	22	20	12.8214	12.8214	1.5599	22	13.4214	0.0000	0	0.7500	0.0000	12.8214	0	4	nan	0.0997	0.6187	0.0570	0.6225	muon	3.9157	0	0	0	20	0	0	nan	nan	nan	13837	3290	6111	13740	nan	nan	nan	nan	2	1	2	3	3	4	5	0	0	0	0
pdhd	029107_0_d51hstm	1270	127	0	73	56	56	44.9290	35.2180	1.5901	55	35.2117	10.3172	1	0.0179	0.0000	35.2180	1	7	1.9843	0.8587	0.1890	0.5030	0.1786	proton	2.8602	0	1	0	0	0	56	nan	nan	nan	85376	83707	83359	55372	37882	50353	46783	nan	2	2	1	4	3	5	8	8	15	8	0
pdhd	029107_10_d51hstm	370	37	0	294	294	294	183.8467	183.8467	1.5992	294	184.4467	0.0000	0	0.4354	0.0000	183.8467	1	8	1.1129	0.3122	0.4096	0.1860	0.4429	muon	2.3363	0	0	294	0	0	0	nan	nan	nan	15217	19349	31681	18056	21205	13466	37061	24102	2	1	2	3	4	4	9	7	16	16	32
pdhd	029107_10_d51hstm	440	44	0	566	566	565	365.7975	365.7975	1.5446	566	364.1231	0.0000	0	0.0425	0.0000	365.7975	1	8	1.0984	0.6485	0.5439	0.3862	0.5622	muon	1.6857	0	1	91	0	474	0	nan	nan	nan	55910	14064	69761	62348	39271	67019	36104	45765	2	2	1	3	4	5	8	7	17	16	28
pdhd	029107_10_d51hstm	500	50	0	182	182	179	111.4870	111.4870	1.6056	182	112.0870	0.0000	0	0.5810	0.0000	111.4870	1	8	2.5244	0.5000	0.5075	0.2978	0.4634	proton	2.3155	0	0	179	0	0	0	nan	nan	nan	56338	71125	77319	43543	35301	14511	17459	15395	2	2	2	3	3	6	8	8	16	16	32
pdhd	029107_10_d51hstm	650	65	0	510	510	510	329.9027	329.9027	1.5459	510	330.5027	0.0000	0	0.0255	0.0000	329.9027	1	7	1.5711	0.8253	0.1696	0.4943	0.1950	muon	2.8024	0	1	0	0	510	0	nan	nan	nan	nan	48754	59063	70819	59700	45505	46486	52821	2	1	2	2	3	4	8	7	15	16	30
pdhd	029107_10_d51hstm	800	80	0	65	65	64	39.6145	39.6145	1.6156	65	40.2145	0.0000	0	0.3750	0.0000	38.8927	1	7	0.8294	0.3629	0.3749	0.2125	0.3975	muon	4.5930	0	0	64	0	0	0	nan	nan	nan	23842	34127	25140	27143	13811	20864	44251	nan	2	2	1	4	3	6	8	7	16	15	0
pdhd	029107_11_d51hstm	180	18	0	84	83	83	53.8787	52.9273	1.5682	82	52.9343	1.5444	1	0.1084	0.0000	52.9273	1	8	3.1137	1.3302	0.3981	0.7922	0.3495	proton	4.8744	0	0	83	0	0	0	nan	nan	nan	157817	136197	131614	119314	79588	83755	75969	27267	2	2	2	3	3	4	7	8	15	16	21
pdhd	029107_11_d51hstm	220	22	0	129	129	129	78.6489	78.6489	1.6402	129	79.2489	0.0000	0	0.3101	0.0000	78.6489	1	8	1.2544	0.3186	0.9989	0.1897	1.0355	muon	1.3001	0	0	129	0	0	0	nan	nan	nan	18660	7318	4585	28288	45391	58981	17878	59510	2	2	1	3	4	5	8	8	17	16	32
pdhd	029107_11_d51hstm	330	33	0	293	293	292	185.2779	185.2779	1.5760	293	185.8779	0.0000	0	0.1986	0.0000	185.2779	1	8	1.3591	0.5064	1.1023	0.3016	1.1232	muon	5.4805	0	0	0	0	292	0	nan	nan	nan	51082	56590	58982	16436	2420	74928	72673	55666	2	2	2	3	3	4	8	8	14	16	31
pdhd	029107_11_d51hstm	341	34	0	14	14	10	98.7491	98.7491	0.1013	14	99.3491	0.0000	0	1.0000	0.0000	98.7491	1	0	nan	nan	nan	nan	nan	none	1.1205	0	0	0	0	10	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	2	0	0	0	0	0	0	0	0	2
pdhd	029107_11_d51hstm	480	48	0	50	50	43	30.6458	30.6458	1.4031	50	31.2458	0.0000	0	0.9535	3.9180	30.6458	0	6	nan	0.1068	0.5288	0.0618	0.5175	proton	1.9048	0	0	43	0	0	0	nan	nan	nan	4612	11448	13346	11658	8632	3118	nan	nan	0	0	0	3	3	5	8	8	14	2	0
