# doc pdvd/50 r2 d51_dqdx_rr_apa.py det=pdhd ref=stm/pdhd_ref_dqdx.json status=0 max_abs_x=1e+09 low_thr=21844 (0.40 x plateau 54609.2) complete_max_flow=0.05 files=61
det	event	block	cluster	status	npts	nkept	ngood	length	len_kept	pts_per_cm	kink	exit_L	left_L	has_left	f_low	rrmin	rrmax	reach	nbins	contrast	k_muon	shape_muon	k_proton	shape_proton	best	med_chi2	doc55	complete	n_u0	n_u1	n_u2	n_u3	med_0_1	med_1_2	med_2_3	med_3_5	med_5_7	med_7_10	med_10_15	med_15_20	med_20_30	med_30_40	med_40_60	n_0_1	n_1_2	n_2_3	n_3_5	n_5_7	n_7_10	n_10_15	n_15_20	n_20_30	n_30_40	n_40_60
pdhd	029107_25_d51hstm	930	93	0	77	66	44	47.6970	40.8696	1.0766	65	40.7295	7.5674	1	0.4545	0.0000	40.8696	1	5	3.2743	0.2924	0.4662	0.1730	0.4562	proton	0.5527	0	0	0	44	0	0	nan	nan	nan	38829	18788	nan	nan	16098	34272	8780	nan	2	2	1	3	4	2	0	4	15	9	2
pdhd	029107_25_d51hstm	1090	109	0	161	161	161	99.8746	99.8746	1.6120	161	100.4746	0.0000	0	0.0000	0.0000	99.8746	1	8	2.4958	1.0887	0.1072	0.6484	0.1507	muon	1.6713	0	1	0	0	0	161	nan	nan	nan	87161	89755	66938	76053	69711	71096	71898	66091	2	2	2	3	4	5	7	9	15	16	31
pdhd	029107_25_d51hstm	1100	110	0	261	237	237	167.1755	151.6924	1.5624	236	151.7009	16.0745	1	0.0084	0.0000	151.6924	1	8	1.9963	1.0687	0.0824	0.6365	0.0891	muon	1.3922	0	1	0	0	0	237	nan	nan	nan	114013	80094	73964	71938	75103	66325	60046	55645	2	1	1	3	3	4	8	8	16	15	31
pdhd	029107_25_d51hstm	1230	123	0	433	430	426	282.7599	280.6340	1.5180	429	279.2269	2.7748	1	0.0798	0.0000	280.6340	1	8	0.6764	1.0492	0.1937	0.6249	0.1588	proton	1.7646	0	0	0	0	93	333	nan	nan	nan	116032	113779	82395	67424	71242	66275	41316	48807	2	1	2	3	3	5	8	7	17	14	32
pdhd	029107_26_d51hstm	270	27	0	229	229	227	143.1112	143.1112	1.5862	229	143.7112	0.0000	0	0.3789	0.0000	143.1112	1	8	0.7808	0.5682	0.5513	0.3384	0.5129	proton	2.3072	0	0	227	0	0	0	nan	nan	nan	36367	62213	75716	61652	52855	47574	12065	16109	2	2	2	3	3	5	7	8	17	13	33
pdhd	029107_26_d51hstm	350	35	0	272	272	272	170.9780	170.9780	1.5908	272	171.5780	0.0000	0	0.1654	0.0000	170.9780	1	8	0.4569	0.6385	0.3266	0.3803	0.3387	muon	4.0010	0	0	272	0	0	0	nan	nan	nan	34287	51337	72684	51190	37920	44028	23150	51869	2	2	1	3	3	5	9	8	15	17	33
pdhd	029107_26_d51hstm	430	43	0	151	151	151	95.7489	95.7489	1.5770	151	96.3489	0.0000	0	0.1192	0.0000	95.7489	1	8	1.7263	1.0488	0.1054	0.6247	0.1108	muon	4.3090	0	0	151	0	0	0	nan	nan	nan	94807	82535	90149	71414	56240	73417	63715	52534	2	2	2	3	3	4	8	8	15	15	32
pdhd	029107_26_d51hstm	500	50	0	40	40	38	111.1827	111.1827	0.3418	40	111.7827	0.0000	0	0.3947	0.0000	111.1827	1	1	nan	nan	nan	nan	nan	none	0.9108	0	0	0	0	38	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	110121	2	0	0	0	0	1	2	0	1	0	14
pdhd	029107_26_d51hstm	570	57	0	254	254	252	159.3238	159.3238	1.5817	254	159.9238	0.0000	0	0.5595	0.0000	159.3238	1	8	0.6656	0.3188	0.8701	0.1899	0.9211	muon	2.4707	0	0	252	0	0	0	nan	nan	nan	14670	14981	9350	15590	14015	19822	85026	67042	2	1	2	3	3	5	7	7	16	18	32
pdhd	029107_26_d51hstm	870	87	0	109	109	108	67.7284	67.7284	1.5946	109	68.3284	0.0000	0	0.0185	0.0000	67.7284	1	8	0.8438	0.7997	0.1072	0.4763	0.1563	muon	1.5884	0	1	0	108	0	0	nan	nan	nan	61716	60386	53807	53308	54100	51392	52676	50782	2	1	2	3	4	4	7	9	17	15	32
pdhd	029107_26_d51hstm	880	88	0	123	123	123	78.2770	78.2770	1.5713	123	78.8770	0.0000	0	0.0569	0.0000	78.2770	1	8	2.4399	0.4904	0.3070	0.2921	0.3524	muon	0.6965	0	0	0	0	0	123	nan	nan	nan	48698	31453	22464	24562	30868	37774	41937	38494	2	1	2	3	3	4	8	7	15	17	30
pdhd	029107_26_d51hstm	890	89	0	100	100	100	64.4458	64.4458	1.5517	100	65.0458	0.0000	0	0.0000	0.0000	64.4458	1	8	0.5180	0.7223	0.3307	0.4302	0.3680	muon	2.0714	0	1	0	100	0	0	nan	nan	nan	31171	49031	50410	52002	52183	60661	48973	56702	2	1	2	3	4	4	7	8	15	16	31
pdhd	029107_26_d51hstm	1090	109	0	809	809	809	509.9091	509.9091	1.5866	809	510.5091	0.0000	0	0.0025	0.0000	509.9091	1	8	1.1469	0.7551	0.2181	0.4497	0.2618	muon	2.0885	0	1	0	0	0	809	nan	nan	nan	49794	58213	44334	42987	55887	58317	53601	52092	2	2	1	3	4	4	8	8	18	16	34
pdhd	029107_26_d51hstm	1110	111	0	368	368	365	233.7941	233.7941	1.5612	368	234.3941	0.0000	0	0.0082	0.0000	233.7941	1	9	2.4237	1.1641	0.0951	0.6993	0.0846	proton	1.1745	1	1	0	0	0	365	175333	nan	nan	109577	115748	95024	77122	70644	61746	70690	62213	3	1	2	3	3	5	9	8	15	15	32
pdhd	029107_26_d51hstm	1141	114	0	142	82	82	112.5612	74.3301	1.1032	81	74.2718	38.8894	1	0.1585	0.0000	74.3301	1	5	1.5570	0.4146	0.5760	0.2488	0.6390	muon	1.6543	0	0	0	0	0	82	nan	nan	nan	34123	22990	14871	nan	nan	nan	32445	57985	2	2	1	4	3	4	0	0	0	10	33
pdhd	029107_27_d51hstm	390	39	0	77	77	77	48.9088	48.9088	1.5744	77	49.5088	0.0000	0	0.2857	0.0000	48.9088	1	7	3.1909	0.6275	0.5421	0.3762	0.4882	proton	2.0344	0	0	0	0	77	0	nan	nan	nan	77872	nan	74004	57716	60884	42313	23223	11164	2	2	1	4	2	5	8	7	17	15	14
pdhd	029107_27_d51hstm	640	64	0	61	59	59	37.4152	36.1640	1.6315	58	36.1563	1.8589	1	0.0339	0.0000	36.1640	1	7	3.4318	0.8648	0.2508	0.5066	0.2274	proton	5.0066	0	1	59	0	0	0	nan	nan	nan	81806	71721	67525	74554	62945	60504	27486	nan	2	2	2	3	3	4	8	9	16	10	0
pdhd	029107_27_d51hstm	990	99	0	92	92	92	56.2066	56.2066	1.6368	92	56.8066	0.0000	0	0.0000	0.0000	56.2066	1	8	1.9787	1.1826	0.3090	0.7043	0.3288	muon	4.7737	0	1	0	92	0	0	nan	nan	nan	50609	87894	99211	86122	100046	94926	71183	70807	2	2	1	3	3	5	7	8	17	17	27
pdhd	029107_28_d51hstm	300	30	0	29	25	25	17.8278	15.2607	1.6382	24	15.2973	3.1305	1	0.0000	0.0000	15.2607	0	3	nan	1.6618	0.1735	0.9485	0.1686	proton	3.2905	0	0	25	0	0	0	nan	nan	nan	nan	154551	140837	89406	nan	nan	nan	nan	2	2	2	2	3	5	8	1	0	0	0
pdhd	029107_28_d51hstm	360	36	0	355	355	355	227.9157	227.9157	1.5576	355	228.5157	0.0000	0	0.0056	0.0000	227.9157	1	7	0.6538	0.8768	0.2159	0.5256	0.2353	muon	1.6614	0	1	0	0	355	0	nan	nan	nan	69816	nan	43785	66024	79916	57377	49328	50600	2	2	2	3	2	5	7	7	16	15	30
pdhd	029107_28_d51hstm	540	54	0	91	91	88	58.9998	58.9998	1.4915	91	59.5998	0.0000	0	0.8864	0.0000	58.9998	1	7	3.0398	0.1604	0.5054	0.0961	0.5015	proton	1.9324	0	0	88	0	0	0	nan	nan	nan	18876	nan	10845	23125	8010	3605	13193	8763	2	1	2	3	2	5	8	8	15	13	29
pdhd	029107_28_d51hstm	1090	109	0	894	891	890	568.2017	566.3774	1.5714	890	562.3395	2.4141	1	0.0101	0.0000	566.3774	1	8	0.8239	0.9010	0.4935	0.5366	0.5234	muon	2.2546	0	1	0	339	314	237	nan	nan	nan	31004	54935	54802	51697	120475	74447	74090	64414	2	2	1	3	4	5	7	8	15	17	32
pdhd	029107_29_d51hstm	350	35	0	823	823	823	517.2543	517.2543	1.5911	823	517.8543	0.0000	0	0.1604	0.0000	517.2543	1	8	0.6142	0.7295	0.3049	0.4345	0.3462	muon	3.1217	0	0	823	0	0	0	nan	nan	nan	45048	44131	62613	48561	34084	47127	70801	55493	2	2	2	3	4	5	7	8	16	17	33
pdhd	029107_29_d51hstm	680	68	0	184	184	184	121.5224	121.5224	1.5141	184	122.1224	0.0000	0	0.1033	0.0000	121.5224	1	8	2.2929	0.4274	0.7526	0.2585	0.7748	muon	1.3273	0	0	0	0	184	0	93574	nan	nan	77229	nan	44271	11684	5714	31117	44799	36275	3	1	1	3	2	5	9	8	17	16	24
pdhd	029107_29_d51hstm	1190	119	0	88	88	88	56.2620	56.2620	1.5641	88	56.8620	0.0000	0	0.0455	0.0000	56.2620	1	7	3.8988	1.1491	0.1625	0.6883	0.1184	proton	1.7887	0	1	0	88	0	0	nan	nan	nan	nan	121848	82602	88352	77568	70537	60259	47066	2	2	2	2	4	5	8	6	16	16	25
pdhd	029107_2_d51hstm	390	39	0	71	71	71	42.8147	42.8147	1.6583	71	43.4147	0.0000	0	0.0423	0.0000	42.8147	1	8	0.4301	1.0131	0.4353	0.6033	0.4009	proton	2.7021	0	1	0	0	71	0	nan	nan	nan	66261	86753	104767	105150	74561	85499	62818	20797	2	2	2	3	3	5	9	8	16	16	5
pdhd	029107_2_d51hstm	640	64	0	620	620	617	384.3749	384.3749	1.6052	620	384.9749	0.0000	0	0.6094	0.0000	384.3749	1	8	1.8816	0.3275	0.3897	0.1950	0.3835	proton	2.6510	0	0	617	0	0	0	nan	nan	nan	35796	27812	16844	30580	41137	9866	16821	17967	2	2	2	3	3	5	8	8	17	17	32
pdhd	029107_2_d51hstm	1080	108	0	600	598	595	389.6843	388.4712	1.5316	597	388.4174	1.8670	1	0.0118	0.0000	388.4712	1	8	1.6920	1.0188	0.0779	0.6068	0.0967	muon	2.1639	0	1	0	595	0	0	nan	nan	nan	82310	80578	78456	81758	63482	63962	54574	58524	2	2	1	3	3	5	8	7	16	17	32
pdhd	029107_2_d51hstm	1170	117	0	11	11	7	50.2646	50.2646	0.1393	11	50.8646	0.0000	0	1.0000	0.0000	50.2646	1	1	nan	nan	nan	nan	nan	none	0.5648	0	0	0	7	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7261	2	2	0	0	0	0	0	0	0	0	3
pdhd	029107_3_d51hstm	230	23	0	180	180	178	115.0114	115.0114	1.5477	180	115.6114	0.0000	0	0.1798	0.0000	115.0114	1	8	0.0874	0.4773	0.6228	0.2843	0.6513	muon	4.5419	0	0	178	0	0	0	nan	nan	nan	10013	31031	32548	47584	30770	57263	39403	38317	2	2	2	3	3	5	8	8	16	12	32
pdhd	029107_3_d51hstm	310	31	0	28	28	28	15.9429	15.9429	1.7563	28	16.5429	0.0000	0	0.9286	0.0000	15.9429	0	4	nan	0.1250	0.7941	0.0714	0.7909	proton	0.8257	0	0	28	0	0	0	nan	nan	nan	21370	17536	11243	2241	nan	nan	nan	nan	2	2	2	3	4	4	9	2	0	0	0
pdhd	029107_3_d51hstm	860	86	0	266	266	258	168.7192	168.7192	1.5292	266	169.3192	0.0000	0	0.1667	0.0000	168.7192	1	9	1.5755	0.6206	0.3940	0.3728	0.3703	proton	1.2226	0	0	0	258	0	0	69086	nan	nan	59200	58235	66187	71647	26253	27214	62728	21492	3	1	2	3	3	5	8	8	15	15	33
pdhd	029107_3_d51hstm	990	99	0	152	152	152	97.0166	97.0166	1.5667	152	97.6166	0.0000	0	0.1184	0.0000	97.0166	1	8	0.4516	0.7304	0.6352	0.4350	0.6401	muon	6.0638	0	0	0	152	0	0	nan	nan	nan	13765	64410	81501	94754	53605	64317	44747	36449	2	2	1	4	4	5	7	8	16	15	32
pdhd	029107_3_d51hstm	1070	107	0	496	457	457	314.6711	291.2027	1.5694	456	291.1422	24.1289	1	0.0000	0.0000	291.2027	1	8	2.0865	1.0181	0.1148	0.6063	0.1184	muon	2.6916	0	1	0	0	0	457	nan	nan	nan	80094	78309	86169	86605	68472	54579	54575	57464	2	1	2	3	3	5	8	8	16	15	32
pdhd	029107_3_d51hstm	1110	111	0	511	511	511	322.7321	322.7321	1.5834	511	323.3321	0.0000	0	0.0646	0.0000	322.7321	1	7	2.6160	1.0400	0.1694	0.6234	0.1264	proton	2.1464	0	0	0	0	0	511	nan	nan	nan	91211	nan	89063	84437	70132	71471	54860	40446	2	2	1	4	2	5	8	7	16	16	30
pdhd	029107_4_d51hstm	240	24	0	242	242	242	152.8448	152.8448	1.5833	242	153.4448	0.0000	0	0.0826	0.0000	152.8448	1	8	0.3947	0.6995	0.5738	0.4166	0.6115	muon	0.2620	0	0	242	0	0	0	nan	nan	nan	35770	54035	33962	17609	81459	68728	62491	67389	2	1	2	3	4	4	8	9	17	14	31
pdhd	029107_4_d51hstm	560	56	0	120	120	120	81.1860	81.1860	1.4781	120	81.7860	0.0000	0	0.3333	0.0000	81.1860	1	8	5.2945	0.4741	0.5432	0.2823	0.5350	proton	0.9971	0	0	0	0	120	0	nan	nan	nan	96748	71075	47119	18436	11692	25384	29096	23512	2	2	2	3	4	4	9	7	15	15	30
pdhd	029107_4_d51hstm	580	58	0	332	332	324	211.1254	211.1254	1.5346	332	211.7254	0.0000	0	0.0617	0.0000	211.1254	1	7	2.1170	0.9634	0.1569	0.5771	0.1806	muon	1.9703	0	0	0	0	324	0	nan	nan	nan	nan	54579	78045	74627	68075	57510	55764	57911	2	1	2	2	3	5	9	8	15	15	32
pdhd	029107_4_d51hstm	690	69	0	116	114	114	74.0891	72.7011	1.5681	113	72.7600	1.9291	1	0.0000	0.0000	72.7011	1	9	1.1617	1.0806	0.3503	0.6492	0.3160	proton	1.6635	0	1	0	0	114	0	70733	nan	nan	115739	113274	104323	92680	72741	66399	68386	54045	3	1	2	3	3	5	7	8	15	15	32
pdhd	029107_4_d51hstm	720	72	0	92	92	92	58.1063	58.1063	1.5833	92	58.7063	0.0000	0	0.0652	0.0000	58.1063	1	8	3.5230	1.3971	0.3606	0.8320	0.3525	proton	4.9178	0	0	92	0	0	0	nan	nan	nan	222156	183543	64042	91275	64190	76239	101651	58186	2	1	2	4	3	5	6	8	17	15	29
pdhd	029107_4_d51hstm	1180	118	0	111	111	111	70.5090	70.5090	1.5743	111	71.1090	0.0000	0	0.0360	0.0000	70.5090	1	8	0.6919	0.8890	0.1494	0.5295	0.1839	muon	1.8195	0	1	0	0	0	111	nan	nan	nan	63374	67213	60397	58137	63081	70796	50793	54671	2	2	1	3	4	4	7	8	15	16	31
pdhd	029107_4_d51hstm	1230	123	0	343	343	339	218.4406	218.4406	1.5519	343	219.0406	0.0000	0	0.0590	0.0000	218.4406	1	8	2.8972	0.9824	0.1263	0.5851	0.1254	proton	2.3803	0	0	0	339	0	0	nan	nan	nan	97647	97453	75645	57561	52618	64538	60178	48694	2	2	2	3	3	4	7	7	15	15	31
pdhd	029107_5_d51hstm	280	28	0	66	66	64	40.1763	40.1763	1.5930	66	40.7763	0.0000	0	0.3750	0.0000	40.1763	1	6	1.1627	0.3325	0.4354	0.1955	0.4400	muon	0.9515	0	0	0	0	64	0	nan	nan	nan	nan	32127	32806	27769	10153	13226	32261	nan	2	2	2	2	4	5	9	8	13	16	1
pdhd	029107_5_d51hstm	310	31	0	151	151	151	97.5190	97.5190	1.5484	151	98.1190	0.0000	0	0.2517	0.0000	97.5190	1	8	0.4631	0.4503	0.6494	0.2682	0.6775	muon	3.9429	0	0	151	0	0	0	nan	nan	nan	51127	9239	17723	32971	43063	61404	31228	35278	2	2	1	3	3	6	8	7	15	14	31
pdhd	029107_5_d51hstm	320	32	0	302	297	297	191.8315	188.7805	1.5733	296	188.7547	3.6768	1	0.0875	0.0000	188.7805	1	7	1.3807	0.7684	0.3122	0.4603	0.2848	proton	4.6588	0	0	297	0	0	0	nan	nan	nan	nan	124647	47122	61851	44352	39276	42635	30586	2	1	2	2	3	4	8	8	16	16	32
pdhd	029107_5_d51hstm	370	37	0	604	604	604	384.7860	384.7860	1.5697	604	385.3860	0.0000	0	0.0265	0.0000	384.7860	1	8	1.1054	0.7787	0.1510	0.4638	0.1861	muon	1.1764	0	1	0	0	604	0	nan	nan	nan	56527	55173	67217	50961	51126	52907	40120	55434	2	1	2	3	3	4	9	7	16	15	34
pdhd	029107_5_d51hstm	390	39	0	57	57	57	37.2964	37.2964	1.5283	57	37.8964	0.0000	0	0.5088	0.0000	37.2964	1	7	0.7947	0.1692	1.0858	0.0991	1.1090	muon	1.8781	0	0	0	0	57	0	nan	nan	nan	3061	2818	10408	25717	25695	18812	30420	nan	2	1	2	3	3	5	8	8	15	10	0
pdhd	029107_5_d51hstm	420	42	0	107	107	104	158.0870	158.0870	0.6579	107	158.6870	0.0000	0	0.4615	0.0000	158.0870	1	6	7.0857	0.1852	0.5196	0.1103	0.5364	muon	0.9301	0	0	0	0	104	0	nan	nan	nan	23157	18594	14913	7150	nan	nan	4963	21812	2	2	1	3	3	4	3	0	2	7	31
pdhd	029107_5_d51hstm	510	51	0	765	747	732	495.9546	484.2552	1.5116	746	480.3239	12.4491	1	0.2623	0.0000	484.2552	1	8	0.9340	0.5702	0.3852	0.3396	0.3606	proton	5.7556	0	0	409	0	323	0	nan	nan	nan	29525	52383	59534	47710	66465	39287	23366	19831	2	1	2	3	3	6	8	8	16	13	30
pdhd	029107_5_d51hstm	930	93	0	54	20	18	33.5929	11.2041	1.6066	19	11.1964	22.9964	1	0.1667	0.0000	9.9268	0	3	nan	0.3428	0.2093	0.1954	0.2067	proton	1.8459	0	0	0	0	0	18	nan	nan	nan	23377	34208	28321	nan	nan	nan	nan	nan	2	2	2	4	3	5	0	0	0	0	0
pdhd	029107_5_d51hstm	960	96	0	121	121	121	76.6190	76.6190	1.5792	121	77.2190	0.0000	0	0.1570	0.0000	76.6190	1	8	0.5360	0.3982	0.9301	0.2371	0.9693	muon	2.7337	0	0	0	121	0	0	nan	nan	nan	5833	12048	28997	21618	40424	54597	57095	54092	2	2	1	3	4	5	9	7	17	15	29
pdhd	029107_5_d51hstm	980	98	0	741	737	737	479.3997	476.9667	1.5452	736	471.1078	3.0300	1	0.0122	0.0000	476.9667	1	8	1.6887	0.9597	0.1282	0.5715	0.1489	muon	1.5134	0	1	0	606	0	131	nan	nan	nan	66459	80881	87087	64006	65903	53988	54458	58912	2	2	2	3	3	5	9	9	16	15	31
pdhd	029107_5_d51hstm	1070	107	0	18	18	10	29.5955	29.5955	0.3379	18	30.1955	0.0000	0	0.5000	0.0000	29.5955	1	1	0.6152	nan	nan	nan	nan	none	0.9358	0	0	0	10	0	0	nan	nan	nan	nan	nan	nan	nan	nan	35748	nan	nan	2	2	1	0	0	0	0	0	5	0	0
pdhd	029107_5_d51hstm	1190	119	0	74	74	74	46.2143	46.2143	1.6012	74	46.8143	0.0000	0	0.1216	0.0000	46.2143	1	8	1.3643	0.6277	0.3850	0.3738	0.3479	proton	2.0107	0	0	0	0	0	74	nan	nan	nan	54449	49097	50276	58959	61486	46283	36741	13821	2	2	1	3	3	4	8	8	15	17	11
pdhd	029107_6_d51hstm	530	53	0	48	48	48	27.7655	27.7655	1.7288	48	28.3655	0.0000	0	0.1875	0.0000	27.7655	1	6	1.3964	0.5652	0.2195	0.3272	0.2252	muon	4.0599	0	0	48	0	0	0	nan	nan	nan	46810	63608	42492	26676	34962	41208	nan	nan	2	2	2	3	4	5	9	9	12	0	0
pdhd	029107_6_d51hstm	970	97	0	467	467	465	296.9373	296.9373	1.5660	467	297.5373	0.0000	0	0.1140	0.0000	296.9373	1	8	1.4735	0.4545	0.5424	0.2707	0.5582	muon	2.3311	0	0	0	465	0	0	nan	nan	nan	19575	53134	30077	14957	33257	74683	33528	22221	2	1	1	3	3	5	9	8	17	17	32
pdhd	029107_6_d51hstm	1220	122	0	131	131	131	80.3993	80.3993	1.6294	131	80.9993	0.0000	0	0.1450	0.0000	80.3993	1	8	0.2061	0.8910	0.3767	0.5306	0.3950	muon	1.5480	0	0	0	0	0	131	nan	nan	nan	45617	36671	90103	82570	78763	63472	54113	56075	2	2	1	4	3	5	9	7	16	15	32
pdhd	029107_6_d51hstm	1240	124	0	281	281	281	178.1017	178.1017	1.5777	281	178.7017	0.0000	0	0.1103	0.0000	178.1017	1	8	3.1753	0.6084	0.6551	0.3623	0.6507	proton	2.1352	0	0	0	0	0	281	nan	nan	nan	50438	50569	44958	55904	46051	82383	7203	50944	2	2	1	3	4	5	8	7	15	17	32
pdhd	029107_7_d51hstm	320	32	0	478	478	478	322.9561	322.9561	1.4801	478	315.2351	0.0000	0	0.1548	0.0000	322.9561	1	8	2.5156	1.0851	0.0626	0.6462	0.0494	proton	3.9289	0	0	381	0	97	0	nan	nan	nan	106946	91950	77680	74923	74616	63722	63134	53170	2	2	1	4	3	5	7	9	16	16	32
pdhd	029107_7_d51hstm	340	34	0	660	660	657	422.4156	422.4156	1.5553	660	420.8229	0.0000	0	0.0715	0.0000	422.4156	1	8	0.4829	0.5300	0.4864	0.3156	0.5307	muon	3.0783	0	0	243	0	414	0	nan	nan	nan	21693	23033	30775	38479	40156	45436	53201	51498	2	1	2	3	3	5	8	7	15	16	32
pdhd	029107_7_d51hstm	400	40	0	178	178	162	111.3157	111.3157	1.4553	178	111.9157	0.0000	0	0.3827	0.0000	111.3157	1	8	3.5609	0.2829	0.7223	0.1685	0.6820	proton	0.8162	0	0	0	0	162	0	nan	nan	nan	35989	25838	23696	31254	26133	17431	25503	2439	2	2	2	3	3	4	8	7	17	10	20
pdhd	029107_7_d51hstm	450	45	0	79	79	74	48.7012	48.7012	1.5195	79	49.3012	0.0000	0	0.3243	0.0000	48.7012	1	6	0.8666	0.2734	1.1859	0.1652	1.2277	muon	0.6245	0	0	0	0	74	0	nan	nan	nan	nan	nan	14313	7675	2398	42006	49373	48610	2	1	1	0	2	4	8	8	16	18	14
pdhd	029107_7_d51hstm	850	85	0	312	312	312	197.1836	197.1836	1.5823	312	197.7836	0.0000	0	0.0064	0.0000	197.1836	1	8	0.9364	0.9522	0.3292	0.5671	0.3643	muon	1.5795	0	1	0	312	0	0	nan	nan	nan	60232	55102	56753	50988	107534	61008	77881	65451	2	2	1	3	4	5	8	8	17	16	34
pdhd	029107_8_d51hstm	390	39	0	29	29	29	18.0277	18.0277	1.6086	29	18.6277	0.0000	0	0.2414	0.0000	18.0277	0	4	nan	0.5094	0.2672	0.2926	0.2625	proton	2.0902	0	0	29	0	0	0	nan	nan	nan	nan	53060	47498	22884	31753	nan	nan	nan	2	1	2	2	4	5	8	5	0	0	0
pdhd	029107_8_d51hstm	440	44	0	436	436	436	346.7611	346.7611	1.2573	436	347.3611	0.0000	0	0.1560	0.0000	346.7611	1	8	0.9983	0.6267	0.3161	0.3732	0.3297	muon	3.2698	0	0	436	0	0	0	nan	nan	nan	39951	29109	68022	66580	37773	37418	40772	37259	2	2	1	3	3	5	7	8	16	13	32
pdhd	029107_8_d51hstm	1040	104	0	527	527	527	333.6711	333.6711	1.5794	527	331.6477	0.0000	0	0.0361	0.0000	333.6711	1	8	0.5531	0.6785	0.3502	0.4041	0.3749	muon	1.9352	0	1	0	408	0	119	nan	nan	nan	27528	43543	53689	51068	56430	55164	52956	39397	2	1	2	4	3	5	8	7	16	15	32
pdhd	029107_8_d51hstm	1170	117	0	757	757	755	484.6937	484.6937	1.5577	757	485.2937	0.0000	0	0.0252	0.0000	484.6937	1	8	0.1567	0.7768	0.2208	0.4626	0.2584	muon	1.9631	0	1	0	755	0	0	nan	nan	nan	42844	58869	53870	56108	58084	47512	56438	53069	2	1	2	3	3	5	9	7	14	15	34
pdhd	029107_8_d51hstm	1360	136	0	1047	1047	1047	678.8605	678.8605	1.5423	1047	671.1956	0.0000	0	0.0392	0.0000	678.8605	1	7	0.8007	0.6187	0.3355	0.3709	0.3554	muon	1.3512	0	1	61	0	666	320	nan	nan	nan	29961	nan	59408	54945	40609	36497	26479	52386	2	1	2	4	2	6	8	8	17	11	26
pdhd	029107_9_d51hstm	370	37	0	135	135	135	85.7793	85.7793	1.5738	135	86.3793	0.0000	0	0.2074	0.0000	85.7793	1	8	0.2781	0.5492	0.3248	0.3271	0.3648	muon	4.5335	0	0	135	0	0	0	nan	nan	nan	25588	43971	33155	34349	36082	49739	40586	42145	2	2	1	4	4	5	7	8	15	16	29
pdhd	029107_9_d51hstm	610	61	0	984	984	967	622.5649	622.5649	1.5533	984	620.3543	0.0000	0	0.2275	0.0000	622.5649	1	8	0.1002	0.0737	1.5861	0.0439	1.6316	muon	4.0989	0	0	514	0	453	0	nan	nan	nan	1835	1660	334	9210	5138	9055	29389	32227	2	2	2	3	4	3	9	8	17	14	32
pdhd	029107_9_d51hstm	630	63	0	111	111	96	69.0573	69.0573	1.3901	111	69.6573	0.0000	0	0.6667	0.0000	59.7148	1	8	0.5727	0.2417	0.7986	0.1440	0.7765	proton	5.5856	0	0	96	0	0	0	nan	nan	nan	4917	38870	31768	24213	31588	24292	10395	4723	2	2	1	4	3	3	9	7	16	16	33
pdhd	029107_9_d51hstm	1090	109	0	374	374	374	236.7770	236.7770	1.5795	374	237.3770	0.0000	0	0.0134	0.0000	236.7770	1	8	1.6549	1.1023	0.3402	0.6565	0.3348	proton	2.9135	0	1	0	0	0	374	nan	nan	nan	122375	121295	109533	85141	32284	53092	77055	56662	2	1	2	3	4	4	9	8	16	15	33
pdhd	029107_9_d51hstm	1150	115	0	369	347	347	239.6817	225.2095	1.5408	346	221.7813	15.0142	1	0.0115	0.0000	225.2095	1	8	1.9135	0.9652	0.1449	0.5834	0.1459	muon	1.7543	0	1	0	107	0	240	112622	nan	nan	nan	75782	77636	68589	66140	58931	61893	60036	3	1	2	2	3	4	8	7	17	14	31
pdhd	029107_9_d51hstm	1170	117	0	620	608	608	398.5111	391.1595	1.5544	607	391.1150	7.9961	1	0.0247	0.0000	391.1595	1	8	1.7168	0.9263	0.2836	0.5517	0.3170	muon	2.5835	0	1	0	608	0	0	nan	nan	nan	95104	62854	35637	64193	67345	67034	68918	60589	2	1	2	3	3	5	7	9	16	16	31
