# doc pdvd/50 r2 d51_dqdx_rr_apa.py det=pdvd ref=stm/pdvd_ref_dqdx_045.json status=0 max_abs_x=305 low_thr=21586 (0.40 x plateau 53965.5) complete_max_flow=0.05 files=120
det	event	block	cluster	status	npts	nkept	ngood	length	len_kept	pts_per_cm	kink	exit_L	left_L	has_left	f_low	rrmin	rrmax	reach	nbins	contrast	k_muon	shape_muon	k_proton	shape_proton	best	med_chi2	doc55	complete	n_u0	n_u1	med_0_1	med_1_2	med_2_3	med_3_5	med_5_7	med_7_10	med_10_15	med_15_20	med_20_30	med_30_40	med_40_60	n_0_1	n_1_2	n_2_3	n_3_5	n_5_7	n_7_10	n_10_15	n_15_20	n_20_30	n_30_40	n_40_60
pdvd	039252_8_d51vstm	1020	102	0	164	163	163	106.5883	105.7298	1.5417	162	105.7161	1.4722	1	0.1288	0.0000	105.7298	1	8	0.8928	0.6169	0.8305	0.3731	0.8363	muon	2.0858	0	0	0	163	nan	nan	nan	8193	90013	79536	66134	66150	16817	46188	43159	2	2	2	3	3	5	9	7	15	15	32
pdvd	039252_9_d51vstm	310	31	0	34	34	21	22.0237	22.0237	0.9535	34	22.6237	0.0000	0	0.0952	9.5120	22.0237	0	3	nan	0.7555	0.5908	0.4513	0.5725	proton	2.9628	0	0	21	0	nan	nan	nan	nan	nan	nan	74496	75125	19452	nan	nan	0	0	0	0	0	1	8	9	3	0	0
pdvd	039252_9_d51vstm	490	49	0	231	231	231	146.4677	146.4677	1.5771	231	146.8642	0.0000	0	0.0952	0.0000	146.4677	1	8	1.9339	0.8061	0.3309	0.4876	0.3571	muon	2.1106	0	0	231	0	nan	nan	nan	60531	28441	68578	64245	57494	54633	59576	51529	2	1	2	3	3	4	8	8	16	16	30
pdvd	039252_9_d51vstm	520	52	0	71	46	0	44.0856	28.2492	0.0000	45	28.1324	16.5532	1	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	1.9097	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039252_9_d51vstm	880	88	0	145	145	143	91.8025	91.8025	1.5577	145	92.4025	0.0000	0	0.0559	0.0000	90.2903	1	8	1.6190	0.9479	0.0950	0.5733	0.0561	proton	1.0861	0	0	0	143	nan	nan	nan	86873	86099	75196	62265	62405	54558	53382	41990	2	1	1	3	3	5	7	10	15	16	33
pdvd	039252_9_d51vstm	940	94	0	207	195	137	130.7675	123.4509	1.1098	194	123.4740	7.8935	1	0.0730	0.0000	85.8157	1	7	1.5713	0.7779	0.2384	0.4731	0.2627	muon	1.1484	0	0	0	137	nan	nan	nan	nan	56278	54802	55212	56835	27774	55703	53246	2	2	2	2	4	4	9	8	18	16	30
pdvd	039252_9_d51vstm	1010	101	0	159	157	100	111.1145	109.6791	0.9118	156	109.5409	2.1735	1	0.0800	0.0000	73.6320	1	8	0.8691	0.8185	0.1312	0.4950	0.0850	proton	1.6074	0	0	0	100	nan	nan	nan	87048	72863	63654	57042	56455	44732	39455	35996	2	1	2	3	3	5	8	7	15	15	32
pdvd	039253_0_d51vstm	400	40	0	70	70	70	44.3605	44.3605	1.5780	70	44.3941	0.0000	0	0.2429	0.0000	44.3605	1	8	0.1901	0.6100	0.4283	0.3689	0.4076	proton	2.0839	0	0	70	0	nan	nan	nan	28474	50014	53191	57541	61014	56068	32004	16477	2	2	1	4	3	4	8	7	15	16	8
pdvd	039253_0_d51vstm	440	44	0	136	136	136	86.6304	86.6304	1.5699	136	87.2304	0.0000	0	0.0515	0.0000	86.6304	1	8	0.1615	1.0078	0.5159	0.6095	0.5377	muon	1.5312	0	0	136	0	nan	nan	nan	25353	58439	106822	81451	84881	76158	73184	71552	2	2	1	4	3	5	7	6	16	14	33
pdvd	039253_0_d51vstm	870	87	0	159	154	154	101.6127	98.2660	1.5672	153	98.3171	3.8956	1	0.0000	0.0000	98.2660	1	7	1.7949	1.1593	0.1141	0.7056	0.0947	proton	1.4920	0	1	0	154	nan	nan	nan	110325	nan	106244	68747	76939	67391	58975	58506	2	2	2	3	2	5	8	7	16	15	31
pdvd	039253_0_d51vstm	990	99	0	68	53	0	44.6339	33.6921	0.0000	52	33.7421	11.4917	1	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	3.5370	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039253_0_d51vstm	1020	102	0	41	26	0	26.7183	16.1815	0.0000	25	16.2260	11.0923	1	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	2.1015	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039253_0_d51vstm	1100	110	0	147	136	65	95.2705	88.5416	0.7341	135	88.5217	7.3488	1	0.0000	0.0000	40.6659	1	7	1.5183	0.9629	0.0588	0.5731	0.0754	muon	1.4871	0	1	0	65	nan	nan	nan	92461	69886	67027	67721	59286	60214	54736	nan	2	2	2	3	4	5	8	6	16	15	2
pdvd	039253_10_d51vstm	250	25	0	459	459	459	295.2547	295.2547	1.5546	459	294.6684	0.0000	0	0.0218	0.0000	295.2547	1	8	1.1922	0.7760	0.2319	0.4693	0.2607	muon	3.9111	0	1	459	0	nan	nan	nan	53686	44628	55973	76080	47052	39168	54506	52620	2	1	2	3	3	4	9	9	16	15	33
pdvd	039253_10_d51vstm	350	35	0	245	245	245	151.8622	151.8622	1.6133	245	152.4622	0.0000	0	0.0612	0.0000	151.8622	1	8	0.7327	0.8083	0.3063	0.4889	0.3385	muon	3.7988	0	0	245	0	nan	nan	nan	51725	34265	53848	69645	60357	59427	57394	54608	2	1	2	3	3	4	9	8	17	15	34
pdvd	039253_10_d51vstm	770	77	0	309	309	309	198.7406	198.7406	1.5548	309	199.3406	0.0000	0	0.0000	0.0000	198.7406	1	8	0.9535	1.0086	0.0425	0.6100	0.0755	muon	1.8015	0	1	0	309	nan	nan	nan	91036	74451	72263	71137	66222	57466	59321	55855	2	2	1	3	3	5	8	8	15	16	30
pdvd	039253_10_d51vstm	930	93	0	355	355	355	236.2493	236.2493	1.5026	355	228.1036	0.0000	0	0.0225	0.0000	236.2493	1	8	0.7195	0.8688	0.2773	0.5255	0.2923	muon	1.6380	0	1	173	182	nan	nan	nan	55147	57931	118526	46375	51246	52074	50275	56534	2	2	2	3	3	5	8	7	16	18	32
pdvd	039253_11_d51vstm	390	39	0	208	208	126	133.3530	133.3530	0.9449	208	133.9530	0.0000	0	0.0238	50.2238	133.3530	0	1	nan	nan	nan	nan	nan	none	2.4250	0	0	126	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	53867	0	0	0	0	0	0	0	0	0	0	15
pdvd	039253_11_d51vstm	440	44	0	154	154	104	98.9631	98.9631	1.0509	154	99.5631	0.0000	0	0.0096	30.5400	98.9631	0	2	nan	1.1239	0.0100	0.7381	0.0202	muon	1.9198	0	1	104	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	64205	61114	0	0	0	0	0	0	0	0	0	14	29
pdvd	039253_11_d51vstm	800	80	0	52	52	52	33.4234	33.4234	1.5558	52	34.0234	0.0000	0	0.0385	0.0000	33.4234	1	7	0.5056	0.9091	0.3576	0.5410	0.3766	muon	1.4543	0	1	0	52	nan	nan	nan	35216	67960	69742	69233	68358	71085	68233	nan	2	2	1	3	4	4	8	7	15	6	0
pdvd	039253_11_d51vstm	860	86	0	153	153	153	100.1257	100.1257	1.5281	153	98.9418	0.0000	0	0.3791	0.0000	100.1257	1	7	0.6163	0.5340	0.3965	0.3248	0.3911	proton	9.3138	0	0	0	153	nan	nan	nan	nan	44865	18788	51056	54923	42473	26000	21945	2	2	2	2	3	5	7	5	14	16	33
pdvd	039253_11_d51vstm	1060	106	0	459	452	451	299.1904	295.2073	1.5277	451	295.1617	4.5714	1	0.0377	0.0000	295.2073	1	8	1.4911	0.9238	0.2552	0.5587	0.2750	muon	3.2611	0	1	0	451	nan	nan	nan	89067	83529	35781	73013	68283	49379	57200	58034	2	1	2	3	3	4	8	8	14	15	32
pdvd	039253_11_d51vstm	1160	116	0	75	67	3	48.4670	43.4770	0.0690	66	43.4451	5.6219	1	0.0000	0.0000	1.2766	0	0	nan	nan	nan	nan	nan	none	1.4654	0	0	0	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	1	0	0	0	0	0	0	0	0	0
pdvd	039253_12_d51vstm	350	35	0	327	313	313	212.0383	203.4598	1.5384	312	203.5192	9.1191	1	0.0096	0.0000	203.4598	1	8	1.7738	1.0266	0.1307	0.6298	0.1167	proton	1.4793	0	1	313	0	118271	nan	nan	nan	92778	75614	75005	64412	63458	62775	57141	3	2	2	2	3	4	8	8	16	15	29
pdvd	039253_12_d51vstm	410	41	0	113	113	110	69.6372	69.6372	1.5796	113	70.2919	0.0000	0	0.4273	0.0000	69.6372	1	9	4.6950	0.5408	0.3819	0.3298	0.3471	proton	5.7706	0	0	110	0	63739	nan	nan	54887	77410	38797	53607	51146	16977	24254	21901	3	1	1	3	3	5	7	8	16	17	31
pdvd	039253_12_d51vstm	690	69	0	60	60	0	38.5381	38.5381	0.0000	60	39.1381	0.0000	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	1.3716	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039253_12_d51vstm	880	88	0	128	70	70	80.5003	45.1505	1.5504	69	45.1800	35.9202	1	0.2143	0.0000	45.1505	1	8	0.9908	0.5683	0.2859	0.3437	0.2840	proton	2.5311	0	0	0	70	nan	nan	nan	59478	41905	40031	45463	38678	40415	15915	39539	2	2	1	3	3	4	7	8	17	15	8
pdvd	039253_13_d51vstm	390	39	0	83	78	78	53.6416	50.7358	1.5374	77	50.6224	3.6192	1	0.0000	0.0000	50.7358	1	8	0.9755	1.1322	0.1180	0.6848	0.1424	muon	1.9008	0	1	78	0	nan	nan	nan	88899	73991	79357	94494	75208	68707	68112	63810	2	1	2	3	4	5	8	7	16	14	16
pdvd	039253_13_d51vstm	730	73	0	216	216	152	135.8643	135.8643	1.1188	216	136.4643	0.0000	0	0.1184	0.0000	95.4214	1	8	0.9564	0.5507	0.9437	0.3331	0.9681	muon	1.2800	0	0	0	152	nan	nan	nan	7611	11074	70079	66702	56707	55385	55055	50950	2	2	2	4	3	6	7	6	15	16	32
pdvd	039253_13_d51vstm	1020	102	0	973	973	904	636.3565	636.3565	1.4206	973	625.6026	0.0000	0	0.0387	0.0000	593.7417	1	9	2.0286	1.0770	0.0991	0.6568	0.0931	proton	1.4209	1	1	324	580	139465	nan	nan	97379	88186	86641	66159	79662	64192	60215	60506	3	1	2	4	3	4	9	7	15	14	30
pdvd	039253_13_d51vstm	1030	103	0	357	357	357	244.3217	244.3217	1.4612	357	234.8415	0.0000	0	0.0364	0.0000	244.3217	1	8	2.1590	1.1406	0.1011	0.6898	0.0670	proton	1.2080	0	1	239	118	nan	nan	nan	97195	99286	93843	75659	82012	66378	61513	51201	2	1	2	3	3	5	8	8	15	16	31
pdvd	039253_14_d51vstm	470	47	0	483	483	482	312.3660	312.3660	1.5431	483	312.3192	0.0000	0	0.0187	0.0000	312.3660	1	9	0.4460	0.7795	0.7078	0.4754	0.6900	proton	1.6615	0	1	482	0	18333	nan	nan	66751	122937	54479	65858	61203	57534	63615	57656	3	1	2	3	3	3	8	7	15	15	30
pdvd	039253_14_d51vstm	490	49	0	409	403	403	271.2494	267.2926	1.5077	402	267.1298	4.5831	1	0.0000	0.0000	267.2926	1	8	1.9173	1.1178	0.0373	0.6761	0.0467	muon	1.4247	0	1	403	0	nan	nan	nan	97165	88945	82373	79865	73618	64149	64629	57628	2	2	1	3	3	5	8	8	15	15	29
pdvd	039253_14_d51vstm	840	84	0	217	217	212	137.4408	137.4408	1.5425	217	138.0408	0.0000	0	0.1557	0.0000	137.4408	1	7	1.8201	0.5251	0.7594	0.3196	0.7586	proton	1.5455	0	0	0	212	nan	nan	nan	61924	nan	73246	50104	33429	5503	24977	54014	2	1	1	4	2	4	8	8	12	16	31
pdvd	039253_14_d51vstm	1100	110	0	583	583	509	377.5276	377.5276	1.3482	583	378.1038	0.0000	0	0.0020	0.0000	327.6796	1	8	2.3516	0.9965	0.0570	0.6027	0.0665	muon	1.1006	1	1	0	509	nan	nan	nan	81985	85470	73829	65088	69813	59489	53514	53311	2	1	1	4	4	5	8	8	15	15	31
pdvd	039253_15_d51vstm	300	30	0	481	481	429	310.3760	310.3760	1.3822	481	311.0628	0.0000	0	0.0117	31.2553	310.3760	0	2	nan	1.3058	0.2306	0.8576	0.2004	proton	1.7503	0	1	429	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	93008	56954	0	0	0	0	0	0	0	0	0	14	31
pdvd	039253_15_d51vstm	360	36	0	481	481	446	322.1552	322.1552	1.3844	481	322.7552	0.0000	0	0.0157	23.2929	322.1552	0	3	nan	1.0827	0.1323	0.6951	0.1012	proton	1.4403	0	1	446	0	nan	nan	nan	nan	nan	nan	nan	nan	77392	56366	53604	0	0	0	0	0	0	0	0	12	13	30
pdvd	039253_15_d51vstm	450	45	0	180	156	132	121.8994	106.6701	1.2375	155	106.5256	15.9738	1	0.0379	16.6065	106.6701	0	4	nan	1.0610	0.0551	0.6683	0.0515	proton	1.1980	0	1	132	0	nan	nan	nan	nan	nan	nan	nan	73372	60705	57168	57834	0	0	0	0	0	0	0	4	15	14	30
pdvd	039253_15_d51vstm	770	77	0	282	282	282	179.0163	179.0163	1.5753	282	179.6163	0.0000	0	0.0355	0.0000	179.0163	1	8	2.6790	0.9449	0.1011	0.5715	0.1150	muon	1.9463	0	1	0	282	nan	nan	nan	79256	73153	73946	60854	71937	53549	45557	56921	2	2	1	4	3	4	8	7	16	15	32
pdvd	039253_15_d51vstm	810	81	0	132	132	132	84.3833	84.3833	1.5643	132	84.9833	0.0000	0	0.0379	0.0000	84.3833	1	8	0.1205	0.8439	0.1716	0.5104	0.2015	muon	1.0002	0	1	0	132	nan	nan	nan	55429	58032	52602	70811	62269	52350	52169	51795	2	1	2	3	3	5	8	8	16	16	31
pdvd	039253_15_d51vstm	990	99	0	167	167	167	104.9251	104.9251	1.5916	167	105.5251	0.0000	0	0.0000	0.0000	104.9251	1	8	2.8318	0.9365	0.0452	0.5664	0.0572	muon	1.4635	1	1	0	167	nan	nan	nan	87025	77420	65874	65296	61179	54214	48412	52135	2	1	2	3	3	4	9	8	16	15	33
pdvd	039253_15_d51vstm	1050	105	0	867	867	809	569.0620	569.0620	1.4216	867	562.0415	0.0000	0	0.0346	0.0000	531.1012	1	8	0.6219	1.1362	0.0516	0.6872	0.0912	muon	1.0435	0	1	294	515	nan	nan	nan	91908	84598	87439	75260	74858	69014	66219	65096	2	1	2	4	3	6	7	7	15	15	31
pdvd	039253_16_d51vstm	510	51	0	59	59	59	38.5746	38.5746	1.5295	59	39.1746	0.0000	0	0.0169	0.0000	38.5746	1	7	2.2433	1.0495	0.0945	0.6246	0.0964	muon	1.2247	1	1	59	0	nan	nan	nan	103216	68567	82522	74651	67622	63016	56382	nan	2	2	1	4	3	4	7	7	15	14	0
pdvd	039253_16_d51vstm	950	95	0	90	90	76	54.4289	54.4289	1.3963	90	55.0198	0.0000	0	0.7763	0.0000	54.4289	1	8	2.4643	0.1279	0.7663	0.0774	0.8063	muon	1.2580	0	0	0	76	nan	nan	nan	7091	6731	9377	9306	5524	4547	5651	49702	2	2	1	3	3	5	9	8	17	8	18
pdvd	039253_16_d51vstm	980	98	0	455	455	392	287.3368	287.3368	1.3643	455	287.9368	0.0000	0	0.0791	0.0000	250.7723	1	8	2.1834	0.9287	0.0581	0.5617	0.0811	muon	0.9820	1	0	0	392	nan	nan	nan	92335	72931	63717	61000	55163	58240	54009	49994	2	1	2	3	4	4	8	8	14	17	30
pdvd	039253_16_d51vstm	1090	109	0	324	322	236	201.8002	200.4963	1.1771	321	200.4671	1.9331	1	0.0042	0.0000	148.7238	1	8	1.8924	0.7663	0.1319	0.4635	0.1841	muon	1.3725	0	1	0	236	nan	nan	nan	59299	54948	50456	50401	46913	45487	49876	55313	2	2	1	4	3	5	8	8	15	16	32
pdvd	039253_16_d51vstm	1190	119	0	452	452	452	302.9232	302.9232	1.4921	452	290.5097	0.0000	0	0.0332	0.0000	302.9232	1	8	0.4539	0.9603	0.1655	0.5808	0.2021	muon	1.5428	0	1	203	249	nan	nan	nan	66067	57614	75567	63890	64529	67690	61501	60101	2	1	2	3	3	4	8	9	15	16	31
pdvd	039253_17_d51vstm	440	44	0	410	410	410	262.6617	262.6617	1.5609	410	262.5375	0.0000	0	0.0146	0.0000	262.6617	1	8	2.5539	1.0622	0.0279	0.6424	0.0620	muon	1.4650	1	1	410	0	nan	nan	nan	89641	85133	79202	72755	66074	63641	63117	56939	2	2	2	3	3	4	8	7	16	16	30
pdvd	039253_17_d51vstm	770	77	0	129	129	129	80.7726	80.7726	1.5971	129	81.3726	0.0000	0	0.0620	0.0000	80.7726	1	8	0.8991	0.6507	0.8542	0.3935	0.8797	muon	1.6951	0	0	0	129	nan	nan	nan	22104	8229	54623	93340	67517	60211	59373	58869	2	1	2	4	3	3	9	7	15	17	33
pdvd	039253_17_d51vstm	910	91	0	183	183	110	114.8015	114.8015	0.9582	183	115.4015	0.0000	0	0.4364	0.0000	68.9076	1	7	0.6135	0.1959	1.1621	0.1192	1.1980	muon	3.6054	0	0	0	110	nan	nan	nan	nan	1810	5946	18319	21632	30283	7546	52595	2	2	1	2	3	5	9	8	16	17	29
pdvd	039253_17_d51vstm	1150	115	0	147	133	0	93.3638	84.5165	0.0000	132	84.4504	9.5133	1	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	1.7793	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039253_17_d51vstm	1270	127	0	1287	1287	1247	840.2988	840.2988	1.4840	1287	830.7951	0.0000	0	0.0401	21.1653	840.2988	0	3	nan	1.1381	0.0369	0.7306	0.0714	muon	1.4028	0	1	629	618	nan	nan	nan	nan	nan	nan	nan	nan	67083	61724	65581	0	0	0	0	0	0	0	0	14	14	30
pdvd	039253_1_d51vstm	360	36	0	346	346	345	222.7231	222.7231	1.5490	346	223.3231	0.0000	0	0.0377	0.0000	222.7231	1	8	1.8502	1.1199	0.0848	0.6773	0.1029	muon	1.8794	0	1	345	0	nan	nan	nan	104257	90520	83513	80258	66366	54633	69179	63962	2	2	1	3	3	5	7	7	15	16	30
pdvd	039253_1_d51vstm	790	79	0	102	102	102	63.3988	63.3988	1.6089	102	63.9988	0.0000	0	0.0000	0.0000	63.3988	1	8	2.4361	1.0558	0.0508	0.6386	0.0545	muon	1.4138	1	1	0	102	nan	nan	nan	99122	89868	75606	67418	71133	59723	59969	54761	2	1	2	3	3	5	8	7	16	17	32
pdvd	039253_1_d51vstm	980	98	0	150	150	147	93.1878	93.1878	1.5775	150	93.8045	0.0000	0	0.0068	0.0000	93.1878	1	8	nan	1.7064	0.1659	1.0321	0.1301	proton	4.3256	0	1	0	147	nan	nan	nan	173276	162414	129619	136774	115287	88273	69952	83020	1	1	2	3	3	4	8	7	16	19	30
pdvd	039253_1_d51vstm	1050	105	0	86	86	86	54.7712	54.7712	1.5702	86	55.3712	0.0000	0	0.2093	0.0000	54.7712	1	8	3.2584	0.6219	0.5809	0.3761	0.5870	muon	5.3067	0	0	0	86	nan	nan	nan	74031	66899	67906	29301	41019	9139	44776	55461	2	1	2	4	3	4	8	8	15	15	24
pdvd	039253_1_d51vstm	1160	116	0	701	701	639	488.6755	488.6755	1.3076	701	476.6354	0.0000	0	0.0485	0.0000	449.4064	1	5	1.0027	0.7252	0.5393	0.4471	0.5806	muon	1.4011	0	1	99	540	nan	nan	nan	50717	54925	nan	nan	nan	19228	54356	90168	2	2	2	3	3	2	0	0	5	16	30
pdvd	039253_2_d51vstm	130	13	0	392	392	328	251.1194	251.1194	1.3062	392	251.7194	0.0000	0	0.0366	0.0000	210.9389	1	8	0.4554	0.8235	0.5903	0.4981	0.5899	proton	1.4725	0	1	328	0	nan	nan	nan	113280	109031	57383	49771	62110	11223	59614	59179	2	2	1	3	3	4	8	8	16	16	28
pdvd	039253_2_d51vstm	340	34	0	51	36	36	32.3815	22.8048	1.5786	35	22.7293	10.2523	1	0.0000	0.0000	22.8048	1	6	3.0270	1.0010	0.2433	0.5890	0.2248	proton	2.8249	0	1	36	0	nan	nan	nan	93053	84200	87386	84941	64587	35353	nan	nan	2	2	1	3	3	4	9	7	5	0	0
pdvd	039253_2_d51vstm	751	75	0	136	136	136	87.9278	87.9278	1.5467	136	88.5278	0.0000	0	0.2132	0.0000	87.9278	1	8	0.9095	0.2788	1.0286	0.1686	1.0533	muon	10.1630	0	0	0	136	nan	nan	nan	30977	33337	21790	10323	1538	31529	30302	43905	2	2	2	3	3	4	9	8	16	16	29
pdvd	039253_2_d51vstm	770	77	0	506	486	485	322.4681	309.4165	1.5675	485	309.2801	13.6333	1	0.0825	0.0000	309.4165	1	8	1.9586	0.8893	0.1637	0.5379	0.1935	muon	3.8589	0	0	0	485	nan	nan	nan	62999	56655	61384	62343	75639	53014	53740	54520	2	2	1	4	3	5	8	8	15	15	30
pdvd	039253_2_d51vstm	890	89	0	398	396	331	257.5430	256.2366	1.2918	395	256.1670	1.9570	1	0.0574	0.0000	215.1361	1	7	1.8666	0.8528	0.1367	0.5190	0.1310	proton	1.2117	0	0	0	331	nan	nan	nan	61752	nan	78935	64737	51321	47798	51842	41861	2	2	1	3	2	5	7	7	15	16	32
pdvd	039253_2_d51vstm	1020	102	0	594	594	594	380.0929	380.0929	1.5628	594	380.0926	0.0000	0	0.0118	0.0000	380.0929	1	7	2.0613	1.0595	0.0466	0.6449	0.0243	proton	1.3587	1	1	0	594	nan	nan	nan	97903	nan	82589	72525	68524	62782	55444	54892	2	1	2	3	2	4	8	7	15	15	33
pdvd	039253_2_d51vstm	1170	117	0	127	114	114	79.9966	71.9457	1.5845	113	71.9740	8.6226	1	0.0000	0.0000	71.9457	1	7	1.4696	0.9601	0.0898	0.5839	0.1183	muon	1.3423	0	1	0	114	nan	nan	nan	nan	69220	82163	63427	56796	51899	56952	57424	2	2	2	2	4	5	7	8	16	17	32
pdvd	039253_3_d51vstm	290	29	0	200	184	12	124.9334	114.8696	0.1045	183	114.8944	10.6389	1	0.0000	108.1207	114.8696	0	0	nan	nan	nan	nan	nan	none	3.2277	0	0	12	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039253_3_d51vstm	610	61	0	324	306	306	206.3091	194.9382	1.5697	305	194.9547	12.0240	1	0.0065	0.0000	194.9382	1	8	0.3109	0.9979	0.0717	0.6036	0.0734	muon	1.1674	0	1	0	306	nan	nan	nan	85653	79578	77738	71416	58205	60507	62644	48330	2	1	1	3	3	4	7	7	16	16	33
pdvd	039253_3_d51vstm	660	66	0	268	245	245	173.1416	158.1900	1.5488	244	158.1913	15.5503	1	0.0000	0.0000	158.1900	1	8	2.5521	0.9742	0.0700	0.5892	0.0833	muon	1.2003	1	1	0	245	nan	nan	nan	99140	71495	68487	70584	58899	58841	51993	53913	2	2	2	3	3	5	8	8	16	14	29
pdvd	039253_3_d51vstm	790	79	0	163	143	143	106.5887	94.3868	1.5150	142	94.2923	12.8933	1	0.0559	0.0000	94.3868	1	8	2.6302	0.9140	0.2031	0.5528	0.1557	proton	1.5704	0	0	0	143	nan	nan	nan	94798	86587	80375	72756	61031	49757	35941	38122	2	1	2	3	4	4	7	7	15	13	29
pdvd	039253_4_d51vstm	790	79	0	56	56	0	33.3060	33.3060	0.0000	56	33.9060	0.0000	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	2.4749	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039253_4_d51vstm	800	80	0	320	320	263	207.2663	207.2663	1.2689	320	206.4649	0.0000	0	0.0038	0.0000	167.8513	1	8	3.2465	0.8856	0.1395	0.5356	0.1392	proton	1.2470	0	1	0	263	nan	nan	nan	88556	70688	68360	71252	54350	39606	43899	53873	2	1	2	3	3	5	9	8	15	17	32
pdvd	039253_4_d51vstm	910	91	0	511	511	455	330.0344	330.0344	1.3786	511	330.6344	0.0000	0	0.0176	0.0000	294.0449	1	8	2.9675	1.0542	0.0938	0.6376	0.0578	proton	0.9988	1	1	0	455	nan	nan	nan	106316	86022	87313	75533	64992	59603	51362	52130	2	1	2	3	3	4	8	8	15	16	32
pdvd	039253_4_d51vstm	950	95	0	543	543	543	343.3873	343.3873	1.5813	543	343.0458	0.0000	0	0.1308	0.0000	343.3873	1	8	0.3883	0.2566	0.4586	0.1552	0.4962	muon	5.4873	0	0	0	543	nan	nan	nan	14608	13583	9166	28222	17152	20925	15214	27488	2	2	2	3	3	4	8	8	15	18	32
pdvd	039253_5_d51vstm	320	32	0	213	205	168	139.1513	133.6696	1.2568	204	133.6379	6.1133	1	0.0060	24.3554	133.6696	0	3	nan	1.1208	0.0268	0.7195	0.0150	proton	2.0006	0	1	168	0	nan	nan	nan	nan	nan	nan	nan	nan	68756	63264	59639	0	0	0	0	0	0	0	0	9	14	31
pdvd	039253_5_d51vstm	530	53	0	178	178	178	149.2187	149.2187	1.1929	178	149.8187	0.0000	0	0.1067	0.0000	149.2187	1	8	0.2310	0.6326	0.3726	0.3826	0.3970	muon	1.7755	0	0	178	0	nan	nan	nan	37177	26636	36161	51278	61224	54786	49366	34588	2	2	1	3	3	6	7	7	16	16	29
pdvd	039253_5_d51vstm	1070	107	0	42	42	0	26.4010	26.4010	0.0000	42	27.0010	0.0000	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	1.9063	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039253_5_d51vstm	1210	121	0	130	130	129	93.7273	93.7273	1.3763	130	85.1625	0.0000	0	0.0310	0.0000	93.7273	1	8	2.5146	0.7855	0.1918	0.4751	0.2228	muon	1.9075	0	1	76	53	nan	nan	nan	51860	61369	52775	53918	61091	49195	36325	60131	2	1	2	4	3	6	7	8	15	5	25
pdvd	039253_6_d51vstm	310	31	0	102	102	89	63.5589	63.5589	1.4003	102	64.1589	0.0000	0	0.1910	7.7050	63.5589	0	6	nan	0.7621	0.2761	0.4673	0.2496	proton	2.2372	0	0	89	0	nan	nan	nan	nan	nan	55237	52134	53686	56612	55024	23476	0	0	0	0	0	5	7	8	16	16	31
pdvd	039253_6_d51vstm	340	34	0	404	404	403	262.1719	262.1719	1.5372	404	258.9915	0.0000	0	0.0670	0.0000	262.1719	1	8	1.3036	0.7613	0.2146	0.4605	0.2505	muon	1.3431	0	0	403	0	nan	nan	nan	52229	54587	68623	49400	42775	35000	54838	58344	2	2	2	3	3	4	8	7	18	14	30
pdvd	039253_6_d51vstm	410	41	0	117	117	117	76.3806	76.3806	1.5318	117	74.0861	0.0000	0	0.0000	0.0000	76.3806	1	8	2.1865	1.1605	0.0682	0.7019	0.0730	muon	1.5343	1	1	117	0	nan	nan	nan	98059	86755	91182	79489	84726	67077	63360	60783	2	2	1	4	3	4	9	7	17	15	31
pdvd	039253_6_d51vstm	760	76	0	122	122	0	75.8588	75.8588	0.0000	122	76.4588	0.0000	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	4.0715	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
