# doc pdvd/50 r2 d51_dqdx_rr_apa.py det=pdvd ref=stm/pdvd_ref_dqdx_045.json status=0 max_abs_x=305 low_thr=21586 (0.40 x plateau 53965.5) complete_max_flow=0.05 files=120
det	event	block	cluster	status	npts	nkept	ngood	length	len_kept	pts_per_cm	kink	exit_L	left_L	has_left	f_low	rrmin	rrmax	reach	nbins	contrast	k_muon	shape_muon	k_proton	shape_proton	best	med_chi2	doc55	complete	n_u0	n_u1	med_0_1	med_1_2	med_2_3	med_3_5	med_5_7	med_7_10	med_10_15	med_15_20	med_20_30	med_30_40	med_40_60	n_0_1	n_1_2	n_2_3	n_3_5	n_5_7	n_7_10	n_10_15	n_15_20	n_20_30	n_30_40	n_40_60
pdvd	039252_12_d51vstm	1230	123	0	409	407	407	259.7936	258.6140	1.5738	406	258.7227	1.7323	1	0.0491	0.0000	258.6140	1	8	1.4086	0.7913	0.5063	0.4786	0.5193	muon	1.6534	0	1	0	407	nan	nan	nan	49106	23507	120832	82775	35518	55894	56814	48430	2	2	1	3	3	5	8	10	15	18	31
pdvd	039252_12_d51vstm	1300	130	0	936	936	845	715.1064	715.1064	1.1816	936	706.9882	0.0000	0	0.3207	33.8966	690.2700	0	2	nan	0.5229	0.0360	0.3434	0.0662	muon	1.9133	0	0	503	342	nan	nan	nan	nan	nan	nan	nan	nan	nan	28529	29777	0	0	0	0	0	0	0	0	0	11	31
pdvd	039252_13_d51vstm	660	66	0	215	215	156	161.9270	161.9270	0.9634	215	134.5554	0.0000	0	0.7949	0.0000	106.0927	1	7	1.1092	0.0944	0.9707	0.0575	0.9992	muon	1.4032	0	0	0	156	nan	nan	nan	3637	nan	6587	2366	2862	11361	38218	4861	2	2	1	4	2	5	8	8	17	13	29
pdvd	039252_13_d51vstm	740	74	0	155	155	137	200.0844	200.0844	0.6847	155	162.3709	0.0000	0	0.7445	0.0000	200.0844	1	8	2.2583	0.1581	0.7236	0.0956	0.7033	proton	0.6047	0	0	0	137	nan	nan	nan	26645	14546	3369	17230	24752	11727	8065	3036	2	1	2	3	4	5	8	8	15	16	9
pdvd	039252_13_d51vstm	910	91	0	1097	1097	1005	727.0586	727.0586	1.3823	1097	718.6881	0.0000	0	0.1761	37.3974	707.9185	0	2	nan	0.5980	0.1175	0.3927	0.1477	muon	1.6988	0	0	493	512	nan	nan	nan	nan	nan	nan	nan	nan	nan	30071	36939	0	0	0	0	0	0	0	0	0	4	29
pdvd	039252_14_d51vstm	370	37	0	173	162	162	112.0215	104.5641	1.5493	161	104.4790	8.1425	1	0.0370	0.0000	104.5641	1	7	2.1957	1.0502	0.0597	0.6392	0.0480	proton	1.1797	1	1	162	0	nan	nan	nan	95537	nan	77077	79445	68627	58249	56005	55091	2	2	2	3	2	5	7	8	16	15	29
pdvd	039252_14_d51vstm	620	62	0	75	75	75	50.3428	50.3428	1.4898	75	50.9428	0.0000	0	0.6533	0.0000	50.3428	1	7	0.9323	0.2651	0.3795	0.1613	0.4107	muon	16.1289	0	0	0	75	nan	nan	nan	11526	nan	19966	12947	23748	15773	24584	17155	2	1	2	3	2	5	7	7	15	16	15
pdvd	039252_14_d51vstm	640	64	0	144	144	133	91.8165	91.8165	1.4485	144	92.4165	0.0000	0	0.6466	0.0000	91.8165	1	6	1.5893	0.1072	0.8979	0.0657	0.9502	muon	2.8891	0	0	0	133	nan	nan	nan	nan	nan	2041	3983	4206	9970	11222	22911	2	2	0	0	0	3	8	7	15	15	32
pdvd	039252_14_d51vstm	810	81	0	177	163	105	112.7522	103.4294	1.0152	162	103.4084	9.9437	1	0.0667	0.0000	66.5044	1	8	1.3932	0.8549	0.1325	0.5171	0.1502	muon	1.2925	0	0	0	105	nan	nan	nan	59713	85081	56607	54660	54510	57043	52580	45546	2	2	1	3	4	4	7	8	15	17	31
pdvd	039252_14_d51vstm	840	84	0	249	249	249	159.8656	159.8656	1.5576	249	160.5440	0.0000	0	0.0562	0.0000	159.8656	1	7	0.6538	0.5826	0.2702	0.3546	0.2849	muon	1.7678	0	0	0	249	nan	nan	nan	32075	nan	36059	48346	48081	46206	26675	35205	2	2	1	3	2	6	8	7	17	15	30
pdvd	039252_15_d51vstm	320	32	0	51	47	46	32.7584	30.5747	1.5045	46	30.6016	2.7568	1	0.1304	0.0000	30.5747	1	5	0.8249	0.5013	0.9913	0.2957	0.9895	proton	2.4755	0	0	46	0	nan	nan	nan	nan	55191	59086	55970	4412	58525	nan	nan	2	1	2	2	3	4	8	8	15	1	0
pdvd	039252_15_d51vstm	770	77	0	168	166	166	108.8230	107.4583	1.5448	165	107.4507	1.9723	1	0.0060	0.0000	107.4583	1	8	1.9612	1.0155	0.0577	0.6142	0.0846	muon	1.5264	0	1	0	166	nan	nan	nan	89205	90328	70767	70191	58102	59682	57111	58530	2	2	2	3	3	5	8	8	16	15	31
pdvd	039252_15_d51vstm	810	81	0	322	316	40	200.4941	197.1789	0.2029	315	197.0768	3.9158	1	0.0000	0.0000	24.7978	1	6	1.7745	1.1312	0.1207	0.6656	0.1189	proton	3.8445	0	1	0	40	nan	nan	nan	111961	92097	92564	59738	74984	64703	nan	nan	2	2	1	3	3	5	8	8	8	0	0
pdvd	039252_15_d51vstm	820	82	0	49	49	0	31.6371	31.6371	0.0000	49	32.2371	0.0000	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	3.2116	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039252_15_d51vstm	910	91	0	299	281	217	190.8638	180.4537	1.2025	280	180.4450	11.0188	1	0.0046	0.0000	139.1623	1	8	1.9124	0.9945	0.0651	0.6015	0.0833	muon	1.2331	0	1	0	217	nan	nan	nan	82862	91766	67174	67858	61632	58709	58512	53466	2	2	1	3	3	6	7	7	15	15	30
pdvd	039252_16_d51vstm	320	32	0	207	207	207	132.4096	132.4096	1.5633	207	133.0096	0.0000	0	0.0918	0.0000	132.4096	1	8	0.1534	0.8605	0.4349	0.5205	0.4490	muon	1.6710	0	0	207	0	nan	nan	nan	41387	30032	93205	85100	74578	61692	54692	49727	2	2	1	3	4	4	9	8	16	14	30
pdvd	039252_16_d51vstm	330	33	0	218	218	217	140.9736	140.9736	1.5393	218	141.5736	0.0000	0	0.1244	0.0000	140.9736	1	8	1.2403	0.3773	0.7327	0.2282	0.7700	muon	2.6173	0	0	217	0	nan	nan	nan	44391	23283	5602	21364	32112	17913	46198	51204	2	1	2	3	3	5	7	9	16	15	31
pdvd	039252_16_d51vstm	400	40	0	111	111	111	72.8910	72.8910	1.5228	111	73.4910	0.0000	0	0.0000	0.0000	72.8910	1	7	1.9983	1.1813	0.0471	0.7190	0.0789	muon	1.3597	0	1	111	0	nan	nan	nan	94201	nan	87374	80623	78711	70770	68840	64625	2	2	1	4	2	4	8	8	15	17	28
pdvd	039252_16_d51vstm	880	88	0	475	462	352	302.8202	294.6414	1.1947	461	292.7893	8.7495	1	0.0085	0.0000	223.2975	1	8	2.1481	1.0085	0.1454	0.6100	0.1200	proton	2.3402	0	1	0	352	nan	nan	nan	104369	94943	68234	72686	57297	60575	62540	41154	2	2	2	3	3	5	8	8	16	17	30
pdvd	039252_16_d51vstm	910	91	0	139	139	59	111.3873	111.3873	0.5297	139	111.9873	0.0000	0	0.6610	44.3847	111.3873	0	1	nan	nan	nan	nan	nan	none	2.9730	0	0	0	59	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6752	0	0	0	0	0	0	0	0	0	0	23
pdvd	039252_16_d51vstm	980	98	0	48	27	0	29.4909	16.2162	0.0000	26	16.2635	13.8274	1	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	1.5260	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039252_16_d51vstm	1080	108	0	96	96	67	76.4350	76.4350	0.8766	96	77.0350	0.0000	0	0.4627	0.0000	50.7129	1	7	3.0244	0.4949	0.8080	0.2987	0.7897	proton	2.3392	0	0	0	67	nan	nan	nan	97483	121381	40890	10461	19612	nan	46674	10853	2	1	2	3	3	5	9	6	2	16	18
pdvd	039252_16_d51vstm	1100	110	0	248	248	248	158.5105	158.5105	1.5646	248	159.1105	0.0000	0	0.0323	0.0000	158.5105	1	7	0.2286	1.0417	0.0887	0.6340	0.0474	proton	1.2352	0	1	0	248	nan	nan	nan	101673	nan	87980	72703	65724	58770	53088	51132	2	2	1	3	2	5	8	9	16	15	30
pdvd	039252_17_d51vstm	800	80	0	220	220	216	141.6888	141.6888	1.5245	220	142.2542	0.0000	0	0.0926	0.0000	141.6888	1	8	0.4924	0.7072	0.2509	0.4277	0.2599	muon	3.4023	0	0	0	216	nan	nan	nan	38134	59752	55425	53831	59749	48285	28906	45269	2	1	2	3	3	5	8	7	17	15	32
pdvd	039252_17_d51vstm	880	88	0	109	99	99	70.7017	64.2022	1.5420	98	64.2288	7.0729	1	0.0606	0.0000	64.2022	1	7	3.8798	0.7572	0.3455	0.4609	0.3332	proton	6.9203	0	0	0	99	nan	nan	nan	100536	nan	87438	57279	33888	26336	34899	46625	2	2	2	3	2	5	9	7	15	15	30
pdvd	039252_17_d51vstm	900	90	0	310	310	0	198.2595	198.2595	0.0000	310	198.9410	0.0000	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	6.5907	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039252_17_d51vstm	910	91	0	47	9	0	29.2012	5.2704	0.0000	8	5.2595	24.5417	1	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	4.7273	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039252_17_d51vstm	1040	104	0	301	301	301	198.4049	198.4049	1.5171	301	190.0443	0.0000	0	0.0465	0.0000	198.4049	1	8	1.0052	1.3155	0.0683	0.7957	0.0392	proton	1.5705	0	1	127	174	nan	nan	nan	116467	116740	103051	95623	78741	75356	71374	64849	2	2	1	3	4	4	7	8	17	15	31
pdvd	039252_1_d51vstm	300	30	0	231	212	212	145.3366	133.0009	1.5940	211	133.0137	12.9230	1	0.0047	0.0000	133.0009	1	8	1.9437	1.0303	0.0970	0.6231	0.1153	muon	1.5960	0	1	212	0	nan	nan	nan	86491	88809	74697	64248	70762	65638	48195	63096	2	2	1	3	3	5	8	7	16	16	34
pdvd	039252_1_d51vstm	361	36	0	352	352	345	224.4982	224.4982	1.5368	352	225.1163	0.0000	0	0.0551	0.0000	224.4982	1	8	1.6301	0.8724	0.0827	0.5276	0.1126	muon	2.0524	0	0	345	0	nan	nan	nan	64429	65880	68963	64304	54128	52467	50497	50976	2	2	2	3	3	5	7	8	16	16	30
pdvd	039252_2_d51vstm	390	39	0	64	64	63	41.0846	41.0846	1.5334	64	41.6846	0.0000	0	0.1111	0.0000	41.0846	1	8	0.4957	0.6044	0.8389	0.3655	0.8611	muon	2.3100	0	0	63	0	nan	nan	nan	14691	18485	19639	115019	66107	73959	66694	36504	2	1	2	3	3	4	7	8	15	15	3
pdvd	039252_2_d51vstm	550	55	0	69	49	49	45.1774	31.6582	1.5478	48	31.5602	14.2172	1	0.0000	0.0000	31.6582	1	7	1.6779	1.1168	0.0754	0.6647	0.0697	proton	2.0965	0	1	49	0	nan	nan	nan	94293	90409	81083	81461	71575	73324	54757	nan	2	1	1	3	3	5	8	8	15	3	0
pdvd	039252_2_d51vstm	790	79	0	211	211	210	132.8501	132.8501	1.5807	211	133.4501	0.0000	0	0.1857	0.0000	132.8501	1	8	1.1765	0.7113	0.2169	0.4302	0.2028	proton	27.5036	0	0	0	210	nan	nan	nan	62312	58544	44464	52393	45983	58712	47180	24826	2	2	2	3	3	5	6	8	16	17	30
pdvd	039252_2_d51vstm	830	83	0	49	49	0	30.7991	30.7991	0.0000	49	31.3991	0.0000	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	1.6131	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039252_2_d51vstm	860	86	0	109	99	41	69.4600	63.5068	0.6456	98	63.4991	6.5609	1	0.0488	0.0000	25.2867	1	6	0.8891	0.9396	0.0901	0.5529	0.0929	muon	1.2749	0	1	0	41	nan	nan	nan	98036	77376	60382	62484	56189	56498	nan	nan	2	2	2	3	3	5	7	9	8	0	0
pdvd	039252_2_d51vstm	870	87	0	228	228	215	145.6430	145.6430	1.4762	228	146.2430	0.0000	0	0.6558	0.0000	145.6430	1	8	1.6831	0.2751	0.9462	0.1664	0.9302	proton	1.7576	0	0	0	215	nan	nan	nan	64402	54290	40323	13310	8236	2803	37866	8197	2	1	2	4	3	5	5	7	16	16	30
pdvd	039252_2_d51vstm	1030	103	0	145	135	0	93.0329	86.8014	0.0000	134	86.8405	6.7924	1	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	4.4376	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039252_2_d51vstm	1090	109	0	239	239	170	154.8383	154.8383	1.0979	239	155.1869	0.0000	0	0.0294	0.0000	110.9113	1	7	2.5675	0.9521	0.1380	0.5790	0.1254	proton	1.4047	0	1	0	170	nan	nan	nan	nan	88403	72691	65321	64913	56458	39117	54484	2	2	2	2	4	5	8	8	15	13	31
pdvd	039252_2_d51vstm	1130	113	0	114	113	0	70.9370	70.0730	0.0000	112	70.1053	1.4318	1	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	9.7247	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039252_3_d51vstm	400	40	0	414	414	414	267.1758	267.1758	1.5495	414	267.1060	0.0000	0	0.0169	0.0000	267.1758	1	7	3.2622	0.9682	0.2764	0.5888	0.3026	muon	1.4457	0	1	414	0	nan	nan	nan	nan	39743	75011	76963	69338	59872	63712	60748	2	1	2	2	4	5	8	9	16	15	30
pdvd	039252_3_d51vstm	450	45	0	44	21	21	25.7503	12.2100	1.7199	20	12.1573	14.1929	1	0.0476	0.0000	12.2100	0	4	nan	0.8154	0.0195	0.4736	0.0186	proton	2.3504	0	1	21	0	nan	nan	nan	73497	66797	59043	53832	nan	nan	nan	nan	2	2	2	3	3	5	4	0	0	0	0
pdvd	039252_3_d51vstm	680	68	0	349	343	343	225.7523	221.6391	1.5476	342	221.6000	4.7019	1	0.0700	0.0000	221.6391	1	8	1.8151	0.9723	0.0562	0.5881	0.0549	proton	1.4773	0	0	0	343	nan	nan	nan	81513	77549	71519	70970	67627	56965	53388	49656	2	2	1	3	4	5	7	8	15	15	31
pdvd	039252_3_d51vstm	740	74	0	154	153	35	98.2157	97.3724	0.3594	152	97.0575	1.4013	1	0.0286	0.0000	21.2824	0	6	1.7692	0.9548	0.4703	0.5618	0.4753	muon	2.4436	0	1	0	35	nan	nan	nan	150918	28990	83323	66621	62952	65433	nan	nan	2	2	2	3	3	4	9	7	3	0	0
pdvd	039252_3_d51vstm	750	75	0	51	51	51	31.0544	31.0544	1.6423	51	31.6544	0.0000	0	0.0000	0.0000	31.0544	1	7	2.0128	0.9653	0.0655	0.5745	0.0965	muon	2.8306	0	1	0	51	nan	nan	nan	78168	75921	68172	62270	64060	58685	61567	nan	2	2	1	4	3	5	8	8	15	3	0
pdvd	039252_3_d51vstm	900	90	0	134	134	128	83.0533	83.0533	1.5412	134	83.2627	0.0000	0	0.9844	0.0000	83.0533	1	8	0.9145	0.0936	0.5793	0.0566	0.6062	muon	0.8097	0	0	0	128	nan	nan	nan	3382	7232	6848	4429	8391	3706	17601	5931	2	2	1	3	3	5	9	9	16	16	31
pdvd	039252_4_d51vstm	551	55	0	230	230	230	148.2123	148.2123	1.5518	230	148.8123	0.0000	0	0.0739	0.0000	148.2123	1	8	0.4686	0.5645	0.6412	0.3414	0.6754	muon	1.6872	0	0	230	0	nan	nan	nan	14822	23091	30103	38970	74212	53784	49419	53409	2	2	1	4	4	4	8	7	14	15	30
pdvd	039252_5_d51vstm	730	73	0	105	103	100	64.2408	62.8532	1.5910	102	62.8719	1.9689	1	0.1400	0.0000	62.8532	1	6	1.9635	0.5778	0.3622	0.3543	0.4091	muon	5.3351	0	0	0	100	nan	nan	nan	nan	nan	26860	29758	27088	41419	55915	42853	2	2	2	2	1	5	8	7	16	17	33
pdvd	039252_6_d51vstm	260	26	0	379	379	303	248.7979	248.7979	1.2179	379	249.3979	0.0000	0	0.0066	0.0000	202.2306	1	7	0.4541	0.9500	0.1802	0.5782	0.2189	muon	1.2188	0	1	303	0	nan	nan	nan	57760	nan	62156	63338	65927	62166	65129	58921	2	1	2	3	2	5	10	8	14	15	32
pdvd	039252_6_d51vstm	880	88	0	117	117	117	74.8785	74.8785	1.5625	117	75.4785	0.0000	0	0.7350	0.0000	74.8785	1	8	0.1626	0.1454	0.6156	0.0879	0.6576	muon	2.0524	0	0	0	117	nan	nan	nan	4696	8686	8222	8804	7393	9488	27153	14570	2	2	1	3	4	5	8	8	15	16	30
pdvd	039252_6_d51vstm	900	90	0	101	101	101	64.2643	64.2643	1.5716	101	64.8643	0.0000	0	0.0000	0.0000	64.2643	1	8	0.6075	0.8196	0.2252	0.4957	0.2348	muon	1.2622	0	1	0	101	nan	nan	nan	72374	71247	56727	58543	63992	27899	54803	49861	2	1	2	3	4	4	9	7	17	14	31
pdvd	039252_6_d51vstm	980	98	0	117	117	116	75.2589	75.2589	1.5413	117	75.8589	0.0000	0	0.1379	0.0000	75.2589	1	8	0.5511	0.7543	0.1798	0.4562	0.2092	muon	1.7565	0	0	0	116	nan	nan	nan	53104	44234	56757	55437	46439	57602	51475	42218	2	2	2	3	3	5	9	7	15	15	29
pdvd	039252_6_d51vstm	1000	100	0	160	160	88	102.9213	102.9213	0.8550	160	103.4809	0.0000	0	0.0114	0.0000	55.8472	1	8	1.6476	1.0811	0.0852	0.6539	0.0799	proton	1.3993	0	1	0	88	nan	nan	nan	100703	96648	76316	77752	68081	54322	65268	54913	2	1	2	3	3	4	7	8	16	16	26
pdvd	039252_6_d51vstm	1060	106	0	36	36	36	23.4940	23.4940	1.5323	36	24.0940	0.0000	0	0.0556	0.0000	23.4940	1	6	4.7837	1.2716	0.3626	0.7483	0.3441	proton	2.0195	0	0	0	36	nan	nan	nan	126121	122305	109830	105563	92884	33607	nan	nan	2	1	1	3	3	5	8	7	6	0	0
pdvd	039252_6_d51vstm	1140	114	0	335	335	335	226.9318	226.9318	1.4762	335	217.4057	0.0000	0	0.0239	0.0000	226.9318	1	7	0.9770	0.9158	0.1835	0.5574	0.2232	muon	1.1463	0	1	256	79	nan	nan	nan	56639	nan	60502	55738	67410	60839	60532	58376	2	2	1	4	2	6	7	9	16	16	28
pdvd	039252_7_d51vstm	320	32	0	708	708	707	450.7879	450.7879	1.5684	708	450.0043	0.0000	0	0.0580	0.0000	450.7879	1	8	0.0188	0.8286	0.2862	0.5011	0.3304	muon	2.4549	0	0	707	0	nan	nan	nan	49328	58836	58312	52898	37032	67293	55552	73536	2	1	2	3	3	5	8	8	15	15	30
pdvd	039252_7_d51vstm	340	34	0	221	221	173	141.7147	141.7147	1.2208	221	142.3147	0.0000	0	0.0694	31.1748	141.7147	0	2	nan	0.9537	0.0715	0.6264	0.1017	muon	1.5988	0	0	173	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	50219	56270	0	0	0	0	0	0	0	0	0	16	30
pdvd	039252_7_d51vstm	370	37	0	145	145	83	97.2435	97.2435	0.8535	145	97.8435	0.0000	0	0.1205	0.0000	54.8911	1	7	0.6184	0.5081	0.3597	0.3092	0.3896	muon	1.5393	0	0	83	0	nan	nan	nan	21424	nan	28044	38913	45678	32335	38826	33390	2	2	1	3	2	5	8	8	15	15	22
pdvd	039252_7_d51vstm	980	98	0	176	169	169	111.0869	107.2200	1.5762	168	107.2328	4.4541	1	0.0000	0.0000	107.2200	1	7	1.6457	0.8449	0.1124	0.5142	0.1547	muon	3.1650	0	1	0	169	nan	nan	nan	60180	nan	60886	55301	51743	57660	49183	52963	2	2	1	4	2	6	8	8	16	15	31
pdvd	039252_7_d51vstm	990	99	0	505	501	499	326.4301	324.1729	1.5393	500	323.9095	2.9946	1	0.0040	0.0000	324.1729	1	8	nan	0.9340	0.2390	0.5649	0.2473	muon	1.3164	0	1	0	499	nan	nan	nan	85611	82151	82784	68169	31679	59843	59613	52971	2	0	2	3	3	6	8	7	16	15	30
pdvd	039252_8_d51vstm	320	32	0	296	277	277	186.7270	175.7408	1.5762	276	175.7656	11.5674	1	0.0072	0.0000	175.7408	1	8	1.5503	1.1156	0.0761	0.6748	0.0996	muon	1.6047	0	1	277	0	nan	nan	nan	102799	77026	77417	86307	70652	65818	64622	61924	2	2	1	3	3	5	9	7	17	17	31
pdvd	039252_8_d51vstm	770	77	0	356	356	356	231.3711	231.3711	1.5387	356	223.9936	0.0000	0	0.6124	0.0000	231.3711	1	8	2.0333	0.2613	0.2129	0.1580	0.2313	muon	6.2201	0	0	0	356	nan	nan	nan	28874	23555	12599	18498	18139	11990	14610	17699	2	2	2	3	3	4	8	8	18	17	31
pdvd	039252_8_d51vstm	820	82	0	259	259	259	166.2909	166.2909	1.5575	259	166.8909	0.0000	0	0.0039	0.0000	166.2909	1	8	1.7742	0.9640	0.0768	0.5830	0.1039	muon	1.3038	0	1	0	259	nan	nan	nan	95397	76912	61881	58662	64128	59976	55377	53916	2	2	1	4	3	4	8	7	15	15	31
pdvd	039252_8_d51vstm	830	83	0	551	551	551	350.5999	350.5999	1.5716	551	349.1845	0.0000	0	0.0200	0.0000	350.5999	1	8	0.8088	0.8091	0.3393	0.4894	0.3590	muon	2.3293	0	1	0	551	nan	nan	nan	32139	52410	86512	64571	53763	54822	51997	52257	2	2	1	3	3	5	8	8	15	17	31
pdvd	039252_8_d51vstm	930	93	0	67	67	0	44.1938	44.1938	0.0000	67	44.7938	0.0000	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	5.5437	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
pdvd	039252_8_d51vstm	970	97	0	183	183	0	126.1280	126.1280	0.0000	183	119.4718	0.0000	0	nan	nan	nan	0	0	nan	nan	nan	nan	nan	none	3.2152	0	0	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
