# doc pdvd/50 d50_pr_proton_segments.py det=pdhd pdg=2212 files=61
det	event	seg	npts	ngood	range_cm	med_dqdx
pdhd	029107_23_d51hnu	-81973860	9	7	4.1999999999998945	83666.41362467021
