sample	run	subrun	event	rc	wall_s	core_s	timecmd_wall_s	maxrss_kb	dl_warn	event_label	n_bundle	n_inbeam_bundle	n_inbeam_flash	nu_evaluated	n_cosmic_skipped	nu_sel_t0_us	nu_sel_len_cm	nu_sel_n_assoc	nu_x_cm	nu_y_cm	nu_z_cm	numu_score	nue_score	cosmic_flag	cosmict_flag	cosmict_10_score	cosmict_score	kine_reco_Enu_MeV	kine_energy_excluded_MeV	kine_energy_excluded_main_MeV	kine_energy_excluded_other_MeV	kine_n_excluded	kine_energy_flagged_MeV
mcp1k	18255	1	389830	0	6.318	0.745	8	321996	0	no-bundle	7	0	1	0	0																		
mcp1k	18255	1	389874	0	11.673	5.849	13	1209356	0	nu-candidate	14	1	1	1	0	1.212	16.8	1	31.750347	-26.297468	50.232464	-2.42644	-15.0	1.0	0.0	0.7	0.0	64.76995	0.0	0.0	0.0	0	0.0
mcp1k	18255	1	389962	0	7.623	1.122	9	395948	0	cosmic-tagged	10	1	1	0	0																		
mcp1k	18255	1	390006	0	6.288	1.328	7	428100	0	cosmic-tagged	7	1	1	0	0																		
mcp1k	18255	1	390028	0	6.195	1.083	7	412108	0	cosmic-tagged	13	1	1	0	0																		
mcp1k	18255	1	390182	0	11.311	8.794	12	1241852	0	nu-candidate	13	1	1	1	0	0.560	144.7	7	-186.14703	-50.34264	488.74564	2.1432984	-15.0	1.0	0.0	0.7	0.0	761.83435	297.18613	297.18613	0.0	1	9.044571
mcp1k	18255	1	390270	0	6.167	0.988	7	386320	0	no-bundle	17	0	1	0	0																		
mcp1k	18255	1	390534	0	7.340	1.019	9	375072	0	no-bundle	8	0	1	0	0																		
mcp1k	18255	1	390600	0	7.279	0.713	9	314892	0	no-bundle	11	0	1	0	0																		
mcp1k	18255	1	390644	0	7.272	0.786	9	331432	0	no-beam-flash	8	0	0	0	0																		
mcp1k	18255	1	390842	0	15.029	9.991	17	1249564	0	nu-candidate	12	1	1	1	0	0.566	417.7	1	-75.07716	-113.492905	10.237234	4.3898563	-15.0	1.0	0.0	0.7	0.0	1015.3446	147.51851	147.51851	0.0	2	1.4619116
mcp1k	18255	1	390864	0	12.331	7.161	14	1186856	0	nu-candidate	11	1	1	1	0	0.778	174.5	8	-147.31033	-130.53346	270.36963	0.4956944	-15.0	1.0	0.0	0.7	0.0	740.99286	1.3149563	0.0	1.3149563	1	241.55667
mcp1k	18255	1	390996	0	11.151	5.101	13	1140856	0	nu-candidate	9	1	1	1	0	0.741	2.9	13	172.59125	57.839725	95.2478	-2.528709	-15.0	1.0	0.0	0.7	0.0	11.701811	10.575469	0.0	10.575469	7	8.006382
mcp1k	18255	1	391172	0	7.220	0.579	9	304328	0	nu-candidate	5	1	1	0	0																		
mcp1k	18255	1	391238	0	12.098	4.887	13	1132956	0	nu-candidate	7	1	1	1	0	1.405	2.1	7	-195.64618	-107.49511	25.123074	-2.2123764	-15.0	1.0	0.0	0.7	0.0	109.47137	2.1063924	0.0	2.1063924	3	3.19294
mcp1k	18255	1	391260	0	11.095	6.350	13	1169092	0	nu-candidate	10	1	1	1	0	0.662	114.4	5	-49.065956	188.93326	126.54233	2.9217963	-15.0	1.0	0.0	0.7	0.0	566.0897	6.860902	0.0	6.860902	3	3.0664697
mcp1k	18255	1	391722	0	7.176	0.995	8	362516	0	nu-candidate	13	1	1	0	0																		
mcp1k	18255	1	391766	0	12.519	8.076	13	1229676	0	nu-candidate	12	1	1	1	0	0.977	275.6	3	122.90998	-25.606392	0.07219147	-4.384276	-15.0	1.0	1.0	-0.19967815	0.0	825.38184	105.022835	0.0	105.022835	2	0.0
mcp1k	18255	1	391826	0	6.988	0.682	7	316372	0	no-beam-flash	5	0	0	0	0																		
mcp1k	18255	1	391854	0	8.736	4.153	10	787344	0	nu-candidate	14	2	2	1	0	1.081	28.4	0	0.0	0.0	0.0	-1.9416895	-15.0	1.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0	0.0
mcp1k	18255	1	392112	0	7.233	1.399	8	431256	0	cosmic-tagged	16	1	1	0	0																		
mcp1k	18255	1	392178	0	7.287	1.306	9	408468	0	no-beam-flash	7	0	0	0	0																		
mcp1k	18255	1	392184	0	5.734	1.099	6	376636	0	cosmic-tagged	14	1	1	0	0																		
mcp1k	18255	1	392200	0	5.886	1.478	6	455852	0	cosmic-tagged	16	1	1	0	0																		
mcp1k	18255	1	392272	0	6.222	1.581	7	472844	0	no-bundle	12	0	1	0	0																		
mcp1k	18255	1	392316	0	5.665	0.764	6	329152	0	nu-candidate	10	1	1	0	0																		
mcp1k	18255	1	392338	0	6.435	1.270	8	393492	0	cosmic-tagged	9	1	1	0	0																		
mcp1k	18255	1	392354	0	6.270	0.976	8	367448	0	nu-candidate	12	1	1	0	0																		
mcp1k	18255	1	392376	0	8.432	1.020	10	361196	0	cosmic-tagged	11	1	1	0	0																		
mcp1k	18255	1	392552	0	12.508	6.444	14	1161256	0	nu-candidate	13	1	1	1	0	1.572	237.3	8	20.872044	-39.191647	184.83124	2.541942	-15.0	1.0	0.0	0.7	0.0	682.6039	0.0	0.0	0.0	0	11.694217
mcp1k	18255	1	392558	0	7.399	0.882	9	357332	0	cosmic-tagged	9	1	1	0	0																		
mcp1k	18255	1	392684	0	8.422	0.855	10	345036	0	no-beam-flash	7	0	0	0	0																		
mcp1k	18255	1	392800	0	8.626	1.061	10	379416	0	no-beam-flash	13	0	0	0	0																		
mcp1k	18255	1	393042	0	13.510	8.520	14	1208984	0	nu-candidate	14	1	1	1	0	1.699	396.9	6	-4.132622	-151.27905	19.150581	3.7997386	-15.0	1.0	0.0	0.7	0.0	1114.0095	5.6631904	0.0	5.6631904	3	3.7145615
mcp1k	18255	1	393086	0	7.118	0.957	8	358684	0	no-bundle	13	0	1	0	0																		
mcp1k	18255	1	393124	0	8.388	1.147	10	388664	0	no-beam-flash	15	0	0	0	0																		
mcp1k	18255	1	393212	0	13.461	6.898	15	1230380	0	nu-candidate	12	1	1	1	0	2.026	31.8	28	33.256424	181.07353	203.62035	0.57976335	-15.0	1.0	0.0	0.7	0.0	654.86426	7.8370275	0.0	7.8370275	1	64.5657
mcp1k	18255	1	393256	0	8.441	1.119	10	380988	0	no-bundle	8	0	1	0	0																		
mcp1k	18255	1	393322	0	8.322	0.880	10	345356	0	cosmic-tagged	10	1	1	0	0																		
mcp1k	18255	1	393410	0	7.186	0.982	8	357248	0	cosmic-tagged	7	1	1	0	0																		
mcp1k	18255	1	393542	0	8.414	1.106	10	379892	0	cosmic-tagged	15	1	1	0	0																		
mcp1k	18255	1	393608	0	9.706	5.214	11	1123580	0	nu-candidate	10	1	1	1	0	1.449	48.1	1	101.73417	88.66182	455.69595	1.9598144	-15.0	1.0	0.0	0.7	0.0	250.18765	0.0	0.0	0.0	0	0.82562053
mcp1k	18255	1	394268	0	7.494	1.280	9	399560	0	no-beam-flash	11	0	0	0	0																		
mcp1k	18255	1	394488	0	4.940	0.799	6	335716	0	cosmic-tagged	9	1	1	0	0																		
mcp1k	18255	1	394532	0	9.576	5.810	10	1199784	0	nu-candidate	11	1	1	1	0	1.452	10.9	13	199.98647	-186.85857	22.103952	-1.5144852	-15.0	1.0	1.0	0.7	0.0	190.79727	0.0	0.0	0.0	0	58.397926
mcp1k	18255	1	394642	0	15.807	10.685	18	1230752	0	nu-candidate	10	1	1	1	0	1.476	305.6	3	19.253439	121.56094	1.7551491	-3.0900097	-15.0	1.0	1.0	0.2363773	0.0	873.52563	9.859915	0.0	9.859915	1	11.84186
mcp1k	18255	1	394796	0	10.877	7.388	11	1259416	0	nu-candidate	11	1	1	1	0	1.139	159.5	9	36.807465	138.03052	252.36897	2.2354922	-15.0	1.0	0.0	0.7	0.0	848.6499	1.3936996	0.0	1.3936996	1	6.329826
mcp1k	18255	1	394906	0	5.809	1.072	6	385200	0	cosmic-tagged	14	1	1	0	0																		
mcp1k	18255	1	395060	0	6.012	1.647	6	485208	0	cosmic-tagged	15	1	1	0	0																		
mcp1k	18255	1	395148	0	14.812	10.134	16	1180384	0	cosmic-tagged	7	1	1	1	0	1.533	196.8	13	-154.22182	-62.960796	182.56511	3.0321214	-15.0	1.0	0.0	0.7	0.0	1015.5744	214.42903	201.10553	13.323511	5	10.075291
mcp1k	18255	1	395258	0	5.926	0.829	7	344460	0	no-beam-flash	8	0	0	0	0																		
mcp1k	18255	1	395390	0	8.579	4.893	10	1145712	0	nu-candidate	8	1	1	1	0	1.376	3.1	4	99.2592	98.743866	375.88654	-1.6400717	-15.0	1.0	0.0	0.7	0.0	82.93074	1.2199961	0.0	1.2199961	1	4.7049627
mcp1k	18255	1	395610	0	13.577	8.142	15	1287252	0	nu-candidate	15	1	1	1	0	1.276	199.3	6	8.338095	101.072586	184.10736	2.475853	-15.0	1.0	0.0	0.7	0.0	760.98694	371.4036	0.0	371.4036	6	4.3151402
mcp1k	18255	1	395654	0	11.108	6.821	13	1205408	0	nu-candidate	14	1	1	1	0	1.818	197.4	1	20.869799	152.70615	136.23436	3.484549	-15.0	1.0	0.0	0.7	0.0	638.4211	0.0	0.0	0.0	0	0.0
mcp1k	18255	1	395720	0	5.933	1.315	7	395080	0	cosmic-tagged	13	1	1	0	0																		
mcp1k	18255	1	395764	0	5.907	1.036	7	365900	0	cosmic-tagged	8	1	1	0	0																		
mcp1k	18255	1	395852	0	5.914	1.059	7	374444	0	no-beam-flash	9	0	0	0	0																		
mcp1k	18255	1	395962	0	10.987	6.126	13	1184140	0	nu-candidate	10	1	1	1	0	0.571	40.8	16	-35.176155	29.02673	225.30827	1.6669936	-15.0	1.0	0.0	0.7	0.0	650.6863	2.3286216	0.0	2.3286216	2	15.14482
mcp1k	18255	1	396776	0	4.881	0.754	6	316912	0	cosmic-tagged	8	1	1	0	0																		
mcp1k	18255	1	397194	0	6.069	1.395	8	388564	0	cosmic-tagged	8	1	1	0	0																		
mcp1k	18255	1	397238	0	6.180	1.302	8	413348	0	nu-candidate	13	1	1	0	0																		
mcp1k	18255	1	397392	0	3.791	1.602	5	387788	0	cosmic-tagged	11	1	1	0	0																		
mcp1k	18255	1	397480	0	7.545	5.225	9	1183132	0	nu-candidate	15	1	1	1	0	1.981	2.7	5	-168.17911	25.158531	256.35822	-1.9396536	-15.0	1.0	1.0	0.7	0.0	122.655464	0.0	0.0	0.0	0	14.670663
mcp1k	18255	1	397568	0	5.723	1.380	6	465216	0	cosmic-tagged	12	1	1	0	0																		
mcp1k	18255	1	397722	0	11.068	6.483	12	1288840	0	nu-candidate	14	1	1	1	0	1.644	69.0	2	143.78487	-97.318245	86.28306	3.1015844	-15.0	1.0	0.0	0.7	0.0	372.19467	0.4005753	0.0	0.4005753	1	1.9077384
mcp1k	18255	1	397920	0	13.359	8.048	14	1219208	0	nu-candidate	7	1	1	1	0	1.975	274.4	4	40.438534	9.615257	270.89426	3.6553938	-15.0	1.0	0.0	0.7	0.0	836.7927	0.7659893	0.0	0.7659893	1	19.761606
mcp1k	18255	1	398084	0	10.797	5.508	11	1161888	0	nu-candidate	12	1	1	1	0	0.998	5.0	9	48.657345	193.50853	427.29782	-2.609383	-15.0	1.0	0.0	0.7	0.0	63.27189	8.278468	0.0	8.278468	2	51.33343
mcp1k	18255	1	398238	0	9.775	3.886	10	778044	0	cosmic-tagged	13	1	1	1	0	1.120	7.9	0	0.0	0.0	0.0	-1.9416895	-15.0	1.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0	0.0
mcp1k	18255	1	398260	0	11.125	7.201	13	1219772	0	nu-candidate	9	1	1	1	0	1.295	170.0	6	-105.775925	-10.757307	423.51187	3.7861216	-15.0	1.0	0.0	0.7	0.0	790.7879	0.0	0.0	0.0	0	5.434585
mcp1k	18255	1	398414	0	9.957	6.037	12	1280040	0	nu-candidate	14	1	1	1	0	1.531	17.3	1	33.289574	-183.30031	342.09784	-0.6257929	-15.0	1.0	0.0	0.7	0.0	60.763214	2.0671947	0.0	2.0671947	1	0.0
mcp1k	18255	1	398436	0	9.785	5.117	11	1172456	0	nu-candidate	11	2	2	1	0	1.134	1.6	4	175.2265	138.62093	146.75388	-2.896902	-15.0	1.0	0.0	0.7	0.0	109.17889	0.0	0.0	0.0	0	2.9474392
mcp1k	18255	1	398480	0	4.895	1.036	6	381796	0	no-beam-flash	14	0	0	0	0																		
mcp1k	18255	1	398514	0	8.702	5.369	10	1180288	0	nu-candidate	15	2	2	1	0	0.895	2.0	5	165.90173	-83.85442	472.45358	-2.642193	-15.0	1.0	0.0	0.7	0.0	12.143145	5.5128374	0.0	5.5128374	2	1.4495422
mcp1k	18255	1	398656	0	4.935	0.888	6	359880	0	no-beam-flash	12	0	0	0	0																		
mcp1k	18255	1	398690	0	14.810	9.828	17	1250912	0	cosmic-tagged	9	1	1	1	0	2.057	254.8	18	58.714607	-197.82838	121.77734	-3.8416653	-15.0	1.0	1.0	0.7	0.0	816.878	13.437293	0.0	13.437293	1	69.39787
mcp1k	18255	1	398722	0	7.140	1.149	8	404568	0	cosmic-tagged	9	1	1	0	0																		
mcp1k	18255	1	398810	0	7.006	0.844	8	334884	0	nu-candidate	10	1	1	0	0																		
mcp1k	18255	1	398932	0	7.127	0.995	8	360208	0	no-bundle	10	0	1	0	0																		
mcp1k	18255	1	399042	0	7.143	1.189	8	392456	0	cosmic-tagged	11	1	1	0	0																		
mcp1k	18255	1	399052	0	13.450	9.749	15	1191808	0	nu-candidate	11	1	1	1	0	1.469	48.5	12	-124.59858	-87.13051	460.639	0.06641914	-3.4724193	1.0	0.0	0.7	0.0	585.00665	343.0654	0.0	343.0654	1	6.894578
mcp1k	18255	1	399118	0	10.840	7.153	11	1202940	0	nu-candidate	8	1	1	1	0	1.028	149.4	16	-0.7008568	64.188324	286.95624	1.8821474	-15.0	1.0	0.0	0.7	0.0	762.5426	476.67627	0.0	476.67627	1	133.5808
mcp1k	18255	1	399240	0	5.972	0.856	7	339760	0	no-bundle	11	0	1	0	0																		
mcp1k	18255	1	399284	0	7.149	1.615	8	428388	0	cosmic-tagged	8	1	1	0	0																		
mcp1k	18255	1	399328	0	8.572	5.592	10	1194876	0	nu-candidate	14	1	1	1	0	1.858	14.2	1	10.565982	-122.04286	63.643326	-1.8230263	-15.0	1.0	0.0	0.7	0.0	251.09528	0.0	0.0	0.0	0	0.83810467
mcp1k	18255	1	399382	0	6.074	1.260	8	411240	0	nu-candidate	9	2	2	0	0																		
mcp1k	18255	1	399426	0	8.779	1.195	10	412888	0	nu-candidate	15	1	1	0	0																		
mcp1k	18255	1	399702	0	18.130	9.810	20	1504732	0	nu-candidate	16	1	1	1	0	1.421	210.7	0	10.680801	152.95789	269.0597	2.6344056	-15.0	1.0	1.0	0.7	0.0	734.94415	0.0	0.0	0.0	0	0.0
mcp1k	18255	1	399856	0	12.433	5.417	13	1158648	0	nu-candidate	10	1	1	1	0	1.559	62.9	1	-134.557	118.297646	164.62178	1.3947734	-15.0	1.0	0.0	0.7	0.0	283.47812	0.0	0.0	0.0	0	1.0425857
mcp1k	18255	1	399910	0	8.645	1.003	9	370752	0	no-beam-flash	13	0	0	0	0																		
mcp1k	18255	1	399998	0	13.599	5.956	14	1194060	0	nu-candidate	16	1	1	1	0	1.206	40.9	3	-117.57802	129.65096	435.52005	0.98430204	-15.0	1.0	0.0	0.7	0.0	517.9152	1.936936	0.0	1.936936	1	2.6732376
mcp1k	18255	1	400054	0	13.576	5.783	14	1192168	0	nu-candidate	13	1	1	1	0	1.389	6.8	6	-163.66107	-98.04891	245.93169	-1.1078095	-15.0	1.0	0.0	0.7	0.0	100.26694	0.43732473	0.0	0.43732473	1	11.521392
mcp1k	18255	1	400174	0	8.564	0.958	9	348204	0	nu-candidate	10	2	2	0	0																		
mcp1k	18255	1	400262	0	7.103	0.830	8	335156	0	nu-candidate	10	1	1	0	0																		
mcp1k	18255	1	400274	0	9.889	4.405	10	768760	0	cosmic-tagged	9	1	1	1	0	1.908	2.3	0	0.0	0.0	0.0	-1.9416895	-15.0	1.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0	0.0
mcp1k	18255	1	400460	0	11.309	7.465	13	1212936	0	nu-candidate	12	1	1	1	0	1.893	164.2	4	123.327805	-63.111904	163.69435	2.30172	-15.0	1.0	0.0	0.7	0.0	545.85187	1.3746202	0.0	1.3746202	1	3.5167468
mcp1k	18255	1	400504	0	10.232	7.168	12	1265984	0	nu-candidate	8	1	1	1	0	0.994	54.6	6	49.73442	61.247524	457.28787	2.059221	-15.0	1.0	0.0	0.7	0.0	470.7276	0.7900171	0.0	0.7900171	1	0.0
mcp1k	18255	1	400592	0	10.840	8.128	13	1297244	0	nu-candidate	12	1	1	1	0	1.365	236.6	1	117.079796	-47.490936	256.687	5.019187	-15.0	1.0	0.0	0.7	0.0	804.6976	0.0	0.0	0.0	0	1.0266715
mcp1k	18255	1	400636	0	11.209	9.379	12	1257908	0	nu-candidate	15	2	2	1	0	2.046	112.9	1	58.028046	32.68556	133.49626	4.5996337	-15.0	1.0	0.0	0.7	0.0	734.8233	50.73079	43.680634	7.0501556	3	3.724001
mcp1k	18255	1	400724	0	8.763	3.191	10	486676	0	cosmic-tagged	9	1	1	0	0																		
mcp1k	18255	1	400768	0	7.461	1.335	9	428236	0	cosmic-tagged	8	1	1	0	0																		
mcp1k	18255	1	400856	0	11.376	5.919	13	1124680	0	nu-candidate	12	1	1	1	0	1.276	93.5	2	-101.32082	-93.028946	409.43176	4.2444735	-15.0	1.0	1.0	0.7	0.0	348.46393	1.6625559	0.0	1.6625559	1	1.4683697
mcp1k	18255	1	400900	0	7.410	0.967	9	368392	0	no-bundle	7	0	1	0	0																		
mcp1k	18255	1	400922	0	7.061	0.839	8	344584	0	cosmic-tagged	11	1	1	0	0																		
mcp1k	18255	1	401054	0	11.052	5.226	12	1140972	0	nu-candidate	10	1	1	1	0	0.949	8.2	6	-95.18893	88.32662	143.9071	-1.416009	-15.0	1.0	0.0	0.7	0.0	319.8272	1.596836	0.0	1.596836	1	7.933619
mcp1k	18255	1	401208	0	7.282	1.395	8	448112	0	no-bundle	10	0	1	0	0																		
mcp1k	18255	1	401252	0	13.574	6.996	15	1205352	0	cosmic-tagged	10	1	1	1	0	1.997	75.6	16	75.46924	140.05212	477.47626	3.1430554	-15.0	1.0	0.0	0.7	0.0	605.8838	0.0	0.0	0.0	0	18.000662
mcp1k	18255	1	401450	0	26.122	21.723	28	1358476	0	cosmic-tagged	15	1	1	1	0	1.901	80.4	38	-140.0321	97.35589	6.2245274	-0.30221918	-3.4105117	1.0	0.0	0.55627775	0.0	1361.0393	35.34048	0.0	35.34048	5	8.192214
mcp1k	18255	1	401516	0	11.107	7.486	13	1206276	0	nu-candidate	12	1	1	1	0	0.712	180.5	3	57.117653	149.87402	418.33246	2.340907	-15.0	1.0	0.0	0.7	0.0	736.91003	0.0	0.0	0.0	0	4.337244
mcp1k	18255	1	401626	0	8.761	6.025	10	1122276	0	nu-candidate	9	1	1	1	0	1.179	103.4	9	-142.19177	-165.03787	375.12326	2.349411	-15.0	1.0	0.0	0.7	0.0	510.55377	2.750861	0.0	2.750861	2	0.0
mcp1k	18255	1	401758	0	8.397	0.874	10	348044	0	cosmic-tagged	10	1	1	0	0																		
mcp1k	18255	1	401780	0	10.371	6.062	11	1191696	0	nu-candidate	10	1	1	1	0	1.498	150.9	2	-187.96655	-89.85389	131.4774	0.57263976	-15.0	1.0	1.0	0.7	0.0	530.9467	0.18873225	0.0	0.18873225	1	0.38165405
mcp1k	18255	1	401824	0	8.332	1.462	9	487244	0	cosmic-tagged	12	1	1	0	0																		
mcp1k	18255	1	401846	0	8.232	1.126	9	358836	0	cosmic-tagged	8	1	1	0	0																		
mcp1k	18255	1	401912	0	8.279	1.169	9	404988	0	nu-candidate	14	1	1	0	0																		
mcp1k	18255	1	401934	0	8.090	0.881	9	354276	0	nu-candidate	13	1	1	0	0																		
mcp1k	18255	1	402330	0	12.731	5.717	14	1145912	0	nu-candidate	9	1	1	1	0	1.472	34.4	2	-67.608734	-173.51033	78.12536	2.8329527	-15.0	1.0	0.0	0.7	0.0	312.14957	0.0	0.0	0.0	0	3.5883093
mcp1k	18255	1	402484	0	6.303	1.294	8	415972	0	cosmic-tagged	10	1	1	0	0																		
mcp1k	18255	1	402506	0	11.527	5.389	13	1175188	0	nu-candidate	9	1	1	1	0	0.831	2.3	6	-10.379487	-160.81262	412.40323	-2.9216347	-15.0	1.0	0.0	0.7	0.0	15.419161	2.3218572	0.0	2.3218572	2	3.5686255
mcp1k	18255	1	402528	0	6.061	0.643	7	308644	0	nu-candidate	12	1	1	0	0																		
mcp1k	18255	1	402880	0	11.495	5.602	13	1147052	0	nu-candidate	9	1	1	1	0	1.192	70.0	17	167.6439	36.701927	68.73383	-0.91729546	-15.0	1.0	0.0	0.7	0.0	313.5152	6.0734973	0.0	6.0734973	5	13.584437
mcp1k	18255	1	402902	0	5.511	1.381	7	413416	0	no-beam-flash	13	0	0	0	0																		
mcp1k	18255	1	402968	0	5.320	1.377	7	450900	0	nu-candidate	16	2	2	0	0																		
mcp1k	18255	1	403518	0	6.303	1.300	7	437604	0	no-beam-flash	11	0	0	0	0																		
mcp1k	18255	1	403716	0	8.957	1.033	10	366972	0	no-beam-flash	8	0	0	0	0																		
mcp1k	18255	1	403958	0	10.093	1.181	11	394908	0	cosmic-tagged	10	1	1	0	0																		
mcp1k	18255	1	404244	0	14.005	7.473	15	1213192	0	nu-candidate	14	1	1	1	0	1.484	107.1	18	29.57346	75.23003	300.60864	0.6512709	-15.0	1.0	1.0	0.7	0.0	620.0401	2.2538543	0.0	2.2538543	1	82.8727
mcp1k	18255	1	404464	0	9.880	1.151	10	383096	0	no-bundle	10	0	1	0	0																		
mcp1k	18255	1	404684	0	11.214	5.429	12	1147864	0	nu-candidate	8	1	1	1	0	1.595	77.9	0	-4.904161	155.07741	332.24646	0.58662564	-15.0	1.0	0.0	0.7	0.0	659.63617	0.0	0.0	0.0	0	0.0
mcp1k	18255	1	404772	0	9.804	1.096	10	388540	0	no-beam-flash	12	0	0	0	0																		
mcp1k	18255	1	404816	0	9.896	1.378	10	433388	0	cosmic-tagged	12	1	1	0	0																		
mcp1k	18255	1	404860	0	9.840	1.344	10	408228	0	cosmic-tagged	14	1	1	0	0																		
mcp1k	18255	1	405190	0	7.559	0.879	9	343768	0	nu-candidate	12	1	1	0	0																		
mcp1k	18255	1	405212	0	7.555	0.897	9	333348	0	no-beam-flash	12	0	0	0	0																		
mcp1k	18255	1	405234	0	10.478	5.955	12	1212784	0	nu-candidate	13	1	1	1	0	1.563	34.6	5	-13.279492	164.9014	475.6456	0.15690488	-15.0	1.0	0.0	0.7	0.0	308.8455	0.0	0.0	0.0	0	10.966698
mcp1k	18255	1	405432	0	11.879	7.417	13	1367268	0	nu-candidate	15	1	1	1	0	1.570	93.6	6	162.19322	112.37956	46.0562	3.587312	-15.0	1.0	0.0	0.7	0.0	569.89154	0.0	0.0	0.0	0	7.9459586
mcp1k	18255	1	405454	0	10.434	5.258	12	1175416	0	nu-candidate	9	1	1	1	0	1.281	1.6	2	189.23582	-127.870056	429.37894	-2.656296	-15.0	1.0	0.0	0.7	0.0	107.05096	0.0	0.0	0.0	0	0.714147
mcp1k	18255	1	405586	0	7.703	1.162	8	403472	0	no-beam-flash	11	0	0	0	0																		
mcp1k	18255	1	405674	0	11.460	8.263	12	1289640	0	nu-candidate	14	1	1	1	0	1.101	173.2	1	27.913233	-181.19102	296.49982	4.985956	-15.0	1.0	0.0	0.7	0.0	645.9612	0.0	0.0	0.0	0	1.2350036
mcp1k	18255	1	405740	0	7.687	5.241	9	1164328	0	nu-candidate	11	1	1	1	0	0.639	23.0	4	-21.97708	59.445305	476.32608	0.07541458	-15.0	1.0	0.0	0.7	0.0	199.37283	1.3712416	0.0	1.3712416	1	2.376964
mcp1k	18255	1	405938	0	7.244	1.298	8	417708	0	cosmic-tagged	14	1	1	0	0																		
mcp1k	18255	1	406444	0	11.248	5.357	12	1194876	0	nu-candidate	10	1	1	1	0	1.970	1.9	0	156.72993	107.23398	135.72174	-3.4698083	-15.0	1.0	0.0	0.7	0.0	11.303652	0.0	0.0	0.0	0	0.0
mcp1k	18255	1	406642	0	8.866	5.195	10	1130620	0	nu-candidate	10	1	1	1	0	1.359	1.6	0	108.63878	50.426277	174.08	-1.9297769	-15.0	1.0	1.0	0.7	0.0	107.300446	0.0	0.0	0.0	0	0.0
mcp1k	18255	1	406752	0	11.551	6.433	12	1283724	0	nu-candidate	15	1	1	1	0	0.987	32.8	2	-160.68668	176.47614	335.96204	-0.4952702	-3.1477206	1.0	0.0	0.7	0.0	125.672935	0.0	0.0	0.0	0	0.0
mcp1k	18255	1	406796	0	11.386	6.059	12	1170936	0	nu-candidate	9	1	1	1	0	0.699	92.3	12	-52.07235	-155.90372	87.522964	2.690612	-15.0	1.0	0.0	0.7	0.0	720.0679	1.4280038	0.0	1.4280038	1	21.070593
mcp1k	18255	1	407148	0	12.750	8.366	13	1167892	0	nu-candidate	9	1	1	1	0	1.967	178.3	4	140.68016	101.41652	103.44898	3.9693632	-15.0	1.0	0.0	0.7	0.0	894.0135	0.68047696	0.0	0.68047696	1	6.507367
mcp1k	18255	1	407170	0	46.386	40.126	47	781200	0	cosmic-tagged	12	1	1	1	0	1.572	1.6	0	0.0	0.0	0.0	-1.9416895	-15.0	1.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0	0.0
mcp1k	18255	1	407258	0	4.884	0.947	6	360388	0	no-bundle	8	0	1	0	0																		
mcp1k	18255	1	407280	0	15.312	11.334	17	1215776	0	nu-candidate	14	1	1	1	0	1.135	345.3	4	-93.548874	-157.64885	51.482197	0.47946554	-15.0	1.0	0.0	0.7	0.0	1267.7721	0.0	0.0	0.0	0	2.5957713
mcp1k	18255	1	407918	0	10.515	7.224	12	1192136	0	nu-candidate	9	1	1	1	0	0.761	90.4	15	-104.97828	-115.00096	138.11087	2.3542166	-15.0	1.0	1.0	0.7	0.0	569.7439	44.250645	41.18223	3.068413	3	17.556894
mcp1k	18255	1	408028	0	7.785	5.772	9	1128504	0	cosmic-tagged	7	1	1	1	0	0.807	47.8	3	-5.7843776	124.78098	466.16418	1.1802822	-15.0	1.0	0.0	0.7	0.0	444.59402	1.0476226	0.0	1.0476226	1	2.6817617
mcp1k	18255	1	408094	0	7.862	3.402	9	729312	0	cosmic-tagged	11	1	1	1	0	1.912	1.4	0	0.0	0.0	0.0	-1.9416895	-15.0	1.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0	0.0
mcp1k	18255	1	408534	0	10.249	6.734	12	1200568	0	nu-candidate	9	1	1	1	0	1.194	86.7	4	201.40298	31.87069	254.76064	-2.3782809	-15.0	1.0	1.0	0.7	0.0	591.14526	300.98563	0.0	300.98563	4	262.04742
mcp1k	18255	1	408556	0	4.777	0.920	5	347740	0	no-beam-flash	11	0	0	0	0																		
mcp1k	18255	1	408776	0	6.175	1.406	7	404020	0	cosmic-tagged	13	1	1	0	0																		
mcp1k	18255	1	409084	0	6.040	0.973	7	342444	0	cosmic-tagged	11	1	1	0	0																		
mcp1k	18255	1	409282	0	8.473	3.850	9	704064	0	cosmic-tagged	6	1	1	1	0	0.646	0.8	0	0.0	0.0	0.0	-1.9416895	-15.0	1.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0	0.0
mcp1k	18255	1	409458	0	6.067	1.122	7	383976	0	cosmic-tagged	9	1	1	0	0																		
mcp1k	18255	1	409480	0	5.065	1.060	7	382048	0	no-beam-flash	13	0	0	0	0																		
